id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,matcher,matcherLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH6EFPMKTKHWQDYY7HHV086F,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:10:50.771085001Z,"[{""text"":""stacked triangles, one leg on the left"",""sender"":{""id"":""01JH6E9N7GMFHE539DP5PKP7GT"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:36:28.969077604Z,true,2025-01-09T21:36:36.124900125Z,01JH6E9N7GMFHE539DP5PKP7GT,2025-01-09T21:36:19.186731076Z,true,2025-01-09T21:36:36.111008795Z,01JH6E12CYJK257E7E3BVNY8KC,2025-01-09T21:10:50.771085001Z,51,2025-01-09T21:10:50.771085001Z,01JH6EAE9YQ1PSVJ4DGM6PTES5,2025-01-09T21:36:19.186731076Z,65,2025-01-09T21:10:50.771085001Z,3,2025-01-09T21:10:50.771085001Z,4,2025-01-09T21:10:50.771085001Z,/tangrams/281_145.png,2025-01-09T21:36:36.124900125Z,2,2025-01-09T21:10:51.404460457Z,true,2025-01-09T21:36:19.139515474Z,"[""/tangrams/281_145.png"",""/tangrams/366_367.png"",""/tangrams/366_145.png"",""/tangrams/281_367.png""]",2025-01-09T21:10:50.771085001Z,/tangrams/281_145.png,2025-01-09T21:10:50.771085001Z,4,2025-01-09T21:10:50.771085001Z,51,2025-01-09T21:10:50.771085001Z
01JH6EHXG0A97JWP9SMP4JFCDP,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.328079292Z,"[{""text"":""Symetrical"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:24:38.081635148Z,true,2025-01-09T21:24:42.745513338Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:24:31.917430108Z,true,2025-01-09T21:24:42.734260758Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.328079292Z,29,2025-01-09T21:12:03.328079292Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:24:31.917430108Z,65,2025-01-09T21:12:03.328079292Z,1,2025-01-09T21:12:03.328079292Z,4,2025-01-09T21:12:03.328079292Z,/tangrams/75_58.png,2025-01-09T21:24:42.745513338Z,2,2025-01-09T21:12:03.804935029Z,true,2025-01-09T21:24:31.882838638Z,"[""/tangrams/344_359.png"",""/tangrams/381_441.png"",""/tangrams/75_58.png"",""/tangrams/48_445.png""]",2025-01-09T21:12:03.328079292Z,/tangrams/75_58.png,2025-01-09T21:12:03.328079292Z,14,2025-01-09T21:12:03.328079292Z,29,2025-01-09T21:12:03.328079292Z
01JH6F1CCDF9MR94FMQ91978TG,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.093704404Z,"[{""text"":""little square on the very right"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:36:27.667175293Z,true,2025-01-09T21:36:34.780110187Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:36:13.349334449Z,true,2025-01-09T21:36:34.765270843Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.093704404Z,23,2025-01-09T21:20:30.093704404Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:36:13.349334449Z,65,2025-01-09T21:20:30.093704404Z,1,2025-01-09T21:20:30.093704404Z,4,2025-01-09T21:20:30.093704404Z,/tangrams/191_232.png,2025-01-09T21:36:34.780110187Z,2,2025-01-09T21:20:30.927783733Z,true,2025-01-09T21:36:13.300963494Z,"[""/tangrams/386_189.png"",""/tangrams/225_221.png"",""/tangrams/170_271.png"",""/tangrams/191_232.png""]",2025-01-09T21:20:30.093704404Z,/tangrams/191_232.png,2025-01-09T21:20:30.093704404Z,8,2025-01-09T21:20:30.093704404Z,23,2025-01-09T21:20:30.093704404Z
01JH6F8CRH5DMX40XZV8PPYRES,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.857780071Z,"[{""text"":""splitted top with two legs"",""sender"":{""id"":""01JH6EEC3WABBJNBJCT7B0GK4K"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:35:08.961659894Z,true,2025-01-09T21:35:18.060064127Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:34:40.240567271Z,true,2025-01-09T21:35:18.045577393Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.857780071Z,19,2025-01-09T21:24:19.857780071Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:34:40.240567271Z,65,2025-01-09T21:24:19.857780071Z,1,2025-01-09T21:24:19.857780071Z,4,2025-01-09T21:24:19.857780071Z,/tangrams/193_408.png,2025-01-09T21:35:18.060064127Z,2,2025-01-09T21:24:20.733618756Z,true,2025-01-09T21:34:40.19424613Z,"[""/tangrams/63_61.png"",""/tangrams/415_48.png"",""/tangrams/65_272.png"",""/tangrams/193_408.png""]",2025-01-09T21:24:19.857780071Z,/tangrams/193_408.png,2025-01-09T21:24:19.857780071Z,4,2025-01-09T21:24:19.857780071Z,19,2025-01-09T21:24:19.857780071Z
01JH6EM4XRYVTN8012HWHY1XGM,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.472593303Z,"[{""text"":""left side is a triangle pointing right with two squares attached to its top and bottom point"",""sender"":{""id"":""01JH6E73Q9S1WSVRTG8D0NXV7R"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:19:43.071660391Z,true,2025-01-09T21:19:56.124463762Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:19:06.805079413Z,true,2025-01-09T21:19:56.114696385Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.472593303Z,11,2025-01-09T21:13:16.472593303Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:19:06.805079413Z,65,2025-01-09T21:13:16.472593303Z,0,2025-01-09T21:13:16.472593303Z,4,2025-01-09T21:13:16.472593303Z,/tangrams/75_57.png,2025-01-09T21:19:56.124463762Z,2,2025-01-09T21:13:16.725836013Z,true,2025-01-09T21:19:06.778362771Z,"[""/tangrams/24_3.png"",""/tangrams/351_87.png"",""/tangrams/466_460.png"",""/tangrams/75_57.png""]",2025-01-09T21:13:16.472593303Z,/tangrams/75_57.png,2025-01-09T21:13:16.472593303Z,12,2025-01-09T21:13:16.472593303Z,11,2025-01-09T21:13:16.472593303Z
01JH6EPK0TW7N40CFGD9VERKFD,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.442772727Z,"[{""text"":""it has a square shape cut out of the bottom right"",""sender"":{""id"":""01JH6EESMW57FWEFHKRVJSTWEF"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:31:04.91503839Z,false,2025-01-09T21:31:21.666260897Z,01JH6EESMW57FWEFHKRVJSTWEF,2025-01-09T21:30:18.474433326Z,true,2025-01-09T21:31:21.655649968Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.442772727Z,18,2025-01-09T21:14:36.442772727Z,01JH6EC4K4M4WYP4PHMWA4Z0JD,2025-01-09T21:30:18.474433326Z,65,2025-01-09T21:14:36.442772727Z,1,2025-01-09T21:14:36.442772727Z,4,2025-01-09T21:14:36.442772727Z,,2025-01-09T21:31:21.666260897Z,2,2025-01-09T21:14:36.917754646Z,true,2025-01-09T21:30:18.432899744Z,"[""/tangrams/295_40.png"",""/tangrams/313_94.png"",""/tangrams/394_404.png"",""/tangrams/118_74.png""]",2025-01-09T21:14:36.442772727Z,/tangrams/394_404.png,2025-01-09T21:14:36.442772727Z,3,2025-01-09T21:14:36.442772727Z,18,2025-01-09T21:14:36.442772727Z
01JH6EWBGM6N364BHGXDYT90Y9,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:17:45.36478809Z,"[{""text"":""hollow"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""NO rectangle on top"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:31:07.166439783Z,true,2025-01-09T21:31:12.166279898Z,01JH6EDGQKVEDJ8G0G9B8PJAAV,2025-01-09T21:30:53.848911797Z,true,2025-01-09T21:31:12.153913599Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:17:45.36478809Z,24,2025-01-09T21:17:45.36478809Z,01JH6EAX5D301ENHVSXMDYQFXD,2025-01-09T21:30:53.848911797Z,65,2025-01-09T21:17:45.36478809Z,1,2025-01-09T21:17:45.36478809Z,4,2025-01-09T21:17:45.36478809Z,/tangrams/50_420.png,2025-01-09T21:31:12.166279898Z,2,2025-01-09T21:17:45.940125651Z,true,2025-01-09T21:30:53.79991508Z,"[""/tangrams/330_234.png"",""/tangrams/330_420.png"",""/tangrams/50_234.png"",""/tangrams/50_420.png""]",2025-01-09T21:17:45.36478809Z,/tangrams/50_420.png,2025-01-09T21:17:45.36478809Z,9,2025-01-09T21:17:45.36478809Z,24,2025-01-09T21:17:45.36478809Z
01JH6F1CGVAWTS90TBMPXQEEJZ,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.235279575Z,"[{""text"":""there is a white line literally in the middle"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:27:14.510476071Z,true,2025-01-09T21:27:25.582069853Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:26:40.620811524Z,true,2025-01-09T21:27:25.571628259Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.235279575Z,9,2025-01-09T21:20:30.235279575Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:26:40.620811524Z,65,2025-01-09T21:20:30.235279575Z,0,2025-01-09T21:20:30.235279575Z,4,2025-01-09T21:20:30.235279575Z,/tangrams/342_200.png,2025-01-09T21:27:25.582069853Z,2,2025-01-09T21:20:30.619965364Z,true,2025-01-09T21:26:40.558581123Z,"[""/tangrams/170_271.png"",""/tangrams/386_189.png"",""/tangrams/342_200.png"",""/tangrams/315_244.png""]",2025-01-09T21:20:30.235279575Z,/tangrams/342_200.png,2025-01-09T21:20:30.235279575Z,10,2025-01-09T21:20:30.235279575Z,9,2025-01-09T21:20:30.235279575Z
01JH6F8CP0CHBTQANNCG8B34M2,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:19.776900413Z,"[{""text"":""nice"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""white shape in the middle"",""sender"":{""id"":""01JH6EEC3WABBJNBJCT7B0GK4K"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""nice"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:27:52.423919942Z,true,2025-01-09T21:27:52.875284282Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:27:33.838467388Z,true,2025-01-09T21:27:52.865841639Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:19.776900413Z,5,2025-01-09T21:24:19.776900413Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:27:33.838467388Z,65,2025-01-09T21:24:19.776900413Z,0,2025-01-09T21:24:19.776900413Z,4,2025-01-09T21:24:19.776900413Z,/tangrams/63_272.png,2025-01-09T21:27:52.875284282Z,2,2025-01-09T21:24:20.280994092Z,true,2025-01-09T21:27:33.796374842Z,"[""/tangrams/63_272.png"",""/tangrams/193_61.png"",""/tangrams/65_408.png"",""/tangrams/415_48.png""]",2025-01-09T21:24:19.776900413Z,/tangrams/63_272.png,2025-01-09T21:24:19.776900413Z,6,2025-01-09T21:24:19.776900413Z,5,2025-01-09T21:24:19.776900413Z
01JH6EQV4EYXJC5VSYQ73K9GE5,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.518681234Z,,,,,,,false,2025-01-09T21:15:17.518681234Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.518681234Z,9,2025-01-09T21:15:17.518681234Z,,,65,2025-01-09T21:15:17.518681234Z,0,2025-01-09T21:15:17.518681234Z,4,2025-01-09T21:15:17.518681234Z,,,2,2025-01-09T21:15:17.746742874Z,false,2025-01-09T21:15:17.518681234Z,"[""/tangrams/237_156.png"",""/tangrams/226_464.png"",""/tangrams/371_50.png"",""/tangrams/204_373.png""]",2025-01-09T21:15:17.518681234Z,/tangrams/226_464.png,2025-01-09T21:15:17.518681234Z,10,2025-01-09T21:15:17.518681234Z,9,2025-01-09T21:15:17.518681234Z
01JH6EQV4NARPYBB1AHZ69D965,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.525977251Z,,,,,,,false,2025-01-09T21:15:17.525977251Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.525977251Z,21,2025-01-09T21:15:17.525977251Z,,,65,2025-01-09T21:15:17.525977251Z,1,2025-01-09T21:15:17.525977251Z,4,2025-01-09T21:15:17.525977251Z,,,2,2025-01-09T21:15:17.957481893Z,false,2025-01-09T21:15:17.525977251Z,"[""/tangrams/204_464.png"",""/tangrams/226_156.png"",""/tangrams/237_373.png"",""/tangrams/371_50.png""]",2025-01-09T21:15:17.525977251Z,/tangrams/237_373.png,2025-01-09T21:15:17.525977251Z,6,2025-01-09T21:15:17.525977251Z,21,2025-01-09T21:15:17.525977251Z
01JH6EQV18QS7XX4MGGS4EKAJ5,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.416176284Z,,,,,,,false,2025-01-09T21:15:17.416176284Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.416176284Z,35,2025-01-09T21:15:17.416176284Z,,,65,2025-01-09T21:15:17.416176284Z,2,2025-01-09T21:15:17.416176284Z,4,2025-01-09T21:15:17.416176284Z,,,2,2025-01-09T21:15:18.247677334Z,false,2025-01-09T21:15:17.416176284Z,"[""/tangrams/204_373.png"",""/tangrams/226_156.png"",""/tangrams/237_464.png"",""/tangrams/371_50.png""]",2025-01-09T21:15:17.416176284Z,/tangrams/226_156.png,2025-01-09T21:15:17.416176284Z,4,2025-01-09T21:15:17.416176284Z,35,2025-01-09T21:15:17.416176284Z
01JH6EWBK5WK72GW6737H7VB2M,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:17:45.445381598Z,"[{""text"":""that was the right one lol"",""sender"":{""id"":""01JH6EAX5D301ENHVSXMDYQFXD"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""that keeps happening"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""anyway arrow no diamonds lol"",""sender"":{""id"":""01JH6EDGQKVEDJ8G0G9B8PJAAV"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:40:12.4880699Z,true,2025-01-09T21:40:20.537281027Z,01JH6EDGQKVEDJ8G0G9B8PJAAV,2025-01-09T21:39:49.166242574Z,true,2025-01-09T21:40:20.521823896Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:17:45.445381598Z,56,2025-01-09T21:17:45.445381598Z,01JH6EAX5D301ENHVSXMDYQFXD,2025-01-09T21:39:49.166242574Z,65,2025-01-09T21:17:45.445381598Z,3,2025-01-09T21:17:45.445381598Z,4,2025-01-09T21:17:45.445381598Z,/tangrams/411_253.png,2025-01-09T21:40:20.537281027Z,2,2025-01-09T21:17:46.595896731Z,true,2025-01-09T21:39:49.113055378Z,"[""/tangrams/330_253.png"",""/tangrams/330_234.png"",""/tangrams/411_253.png"",""/tangrams/411_234.png""]",2025-01-09T21:17:45.445381598Z,/tangrams/411_253.png,2025-01-09T21:17:45.445381598Z,9,2025-01-09T21:17:45.445381598Z,56,2025-01-09T21:17:45.445381598Z
01JH6F1CEZDVP9GXB0694WAQAM,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:20:30.175230413Z,"[{""text"":""bat again"",""sender"":{""id"":""01JH6END8AY64F01KZ0D9HPJTX"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:44:28.404436757Z,true,2025-01-09T21:44:34.949031832Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:44:22.087072211Z,true,2025-01-09T21:44:34.93288628Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:30.175230413Z,41,2025-01-09T21:20:30.175230413Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:44:22.087072211Z,65,2025-01-09T21:20:30.175230413Z,2,2025-01-09T21:20:30.175230413Z,4,2025-01-09T21:20:30.175230413Z,/tangrams/367_85.png,2025-01-09T21:44:34.949031832Z,2,2025-01-09T21:20:31.345002368Z,true,2025-01-09T21:44:22.03431156Z,"[""/tangrams/367_85.png"",""/tangrams/225_221.png"",""/tangrams/223_140.png"",""/tangrams/368_405.png""]",2025-01-09T21:20:30.175230413Z,/tangrams/367_85.png,2025-01-09T21:20:30.175230413Z,10,2025-01-09T21:20:30.175230413Z,41,2025-01-09T21:20:30.175230413Z
01JH6F8CYQFWT93XKCVJ29GARP,01JH6EG3TA5QYS5Z38HKNPBNV1,2025-01-09T21:24:20.055930774Z,"[{""text"":""square top, triangle leg and one super long leg"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""no white shape"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""not symmetrical"",""sender"":{""id"":""01JH6F574WP0SZKEN1DPSE22J9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:45:43.371513509Z,true,2025-01-09T21:45:48.932906257Z,01JH6F574WP0SZKEN1DPSE22J9,2025-01-09T21:44:55.984345805Z,true,2025-01-09T21:45:48.917971712Z,01JH6EG3TSBYEJ9FEXT82YTFWY,2025-01-09T21:24:20.055930774Z,40,2025-01-09T21:24:20.055930774Z,01JH6EEC3WABBJNBJCT7B0GK4K,2025-01-09T21:44:55.984345805Z,65,2025-01-09T21:24:20.055930774Z,2,2025-01-09T21:24:20.055930774Z,4,2025-01-09T21:24:20.055930774Z,/tangrams/415_408.png,2025-01-09T21:45:48.932906257Z,2,2025-01-09T21:24:21.336339909Z,true,2025-01-09T21:44:55.932547703Z,"[""/tangrams/65_272.png"",""/tangrams/415_408.png"",""/tangrams/63_61.png"",""/tangrams/193_48.png""]",2025-01-09T21:24:20.055930774Z,/tangrams/415_408.png,2025-01-09T21:24:20.055930774Z,9,2025-01-09T21:24:20.055930774Z,40,2025-01-09T21:24:20.055930774Z
01JH6EHXGN2A87AERXYCK3J37F,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:12:03.349765776Z,"[{""text"":""Kinda like a faucet with a pointy wheel, no cut out"",""sender"":{""id"":""01JH6ECEK8H3EYT02YS5JT51JA"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:18:51.957006834Z,false,2025-01-09T21:19:07.987375183Z,01JH6ECEK8H3EYT02YS5JT51JA,2025-01-09T21:18:15.126097782Z,true,2025-01-09T21:19:07.973430236Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.349765776Z,11,2025-01-09T21:12:03.349765776Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:18:15.126097782Z,65,2025-01-09T21:12:03.349765776Z,0,2025-01-09T21:12:03.349765776Z,4,2025-01-09T21:12:03.349765776Z,/tangrams/381_441.png,2025-01-09T21:19:07.987375183Z,2,2025-01-09T21:12:03.573000594Z,true,2025-01-09T21:18:15.097475393Z,"[""/tangrams/75_445.png"",""/tangrams/344_58.png"",""/tangrams/48_359.png"",""/tangrams/381_441.png""]",2025-01-09T21:12:03.349765776Z,/tangrams/48_359.png,2025-01-09T21:12:03.349765776Z,12,2025-01-09T21:12:03.349765776Z,11,2025-01-09T21:12:03.349765776Z
01JH6EM4ZBJAQC22YTBE81C96Q,01JH6E12CCBPBZYDQZBF95Z414,2025-01-09T21:13:16.523086486Z,"[{""text"":""two triangles and diamond right"",""sender"":{""id"":""01JH6E73Q9S1WSVRTG8D0NXV7R"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:32:47.137007926Z,true,2025-01-09T21:32:53.494324821Z,01JH6E73Q9S1WSVRTG8D0NXV7R,2025-01-09T21:32:38.880275866Z,true,2025-01-09T21:32:53.481436367Z,01JH6E12CWGXQF2B41B59YQN0N,2025-01-09T21:13:16.523086486Z,43,2025-01-09T21:13:16.523086486Z,01JH6EFSJBEHY9TA4782TSSNX7,2025-01-09T21:32:38.880275866Z,65,2025-01-09T21:13:16.523086486Z,2,2025-01-09T21:13:16.523086486Z,4,2025-01-09T21:13:16.523086486Z,/tangrams/264_72.png,2025-01-09T21:32:53.494324821Z,2,2025-01-09T21:13:17.18073654Z,true,2025-01-09T21:32:38.829098033Z,"[""/tangrams/264_72.png"",""/tangrams/142_103.png"",""/tangrams/237_279.png"",""/tangrams/24_3.png""]",2025-01-09T21:13:16.523086486Z,/tangrams/264_72.png,2025-01-09T21:13:16.523086486Z,12,2025-01-09T21:13:16.523086486Z,43,2025-01-09T21:13:16.523086486Z
01JH6EQTZE4KA8FZCMVH4D3HWA,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:15:17.358860591Z,,,,,,,false,2025-01-09T21:15:17.358860591Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.358860591Z,7,2025-01-09T21:15:17.358860591Z,,,65,2025-01-09T21:15:17.358860591Z,0,2025-01-09T21:15:17.358860591Z,4,2025-01-09T21:15:17.358860591Z,,,2,2025-01-09T21:15:17.712550538Z,false,2025-01-09T21:15:17.358860591Z,"[""/tangrams/226_50.png"",""/tangrams/371_373.png"",""/tangrams/204_156.png"",""/tangrams/237_464.png""]",2025-01-09T21:15:17.358860591Z,/tangrams/204_156.png,2025-01-09T21:15:17.358860591Z,8,2025-01-09T21:15:17.358860591Z,7,2025-01-09T21:15:17.358860591Z
01JH6FKZQM2H105YV9YSXQ66Y0,01JH6EQVBD3A04RXZSFH4GJKMN,2025-01-09T21:30:39.732394129Z,"[{""text"":""looks like bat"",""sender"":{""id"":""01JH6EZPN85KA2D8RXSWEGW94Z"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-09T21:32:01.619897279Z,true,2025-01-09T21:32:10.367844944Z,01JH6EZPN85KA2D8RXSWEGW94Z,2025-01-09T21:31:53.649346656Z,true,2025-01-09T21:32:10.354996248Z,01JH6ER00DKQJP5DAGEN19MFQG,2025-01-09T21:30:39.732394129Z,1,2025-01-09T21:30:39.732394129Z,01JH6FEQ42SHBZQ2JTT8M0D7AY,2025-01-09T21:31:53.649346656Z,65,2025-01-09T21:30:39.732394129Z,0,2025-01-09T21:30:39.732394129Z,4,2025-01-09T21:30:39.732394129Z,/tangrams/452_130.png,2025-01-09T21:32:10.367844944Z,2,2025-01-09T21:30:40.304347265Z,true,2025-01-09T21:31:53.605492406Z,"[""/tangrams/417_381.png"",""/tangrams/452_130.png"",""/tangrams/52_386.png"",""/tangrams/422_96.png""]",2025-01-09T21:30:39.732394129Z,/tangrams/452_130.png,2025-01-09T21:30:39.732394129Z,2,2025-01-09T21:30:39.732394129Z,1,2025-01-09T21:30:39.732394129Z
01JH6EJZSVTGARJBW4STVJH5M5,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:12:38.459070613Z,"[{""text"":""no spikes. looks like an arrow pointing to the left with the rocket taking off"",""sender"":{""id"":""01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-09T21:17:36.434012268Z,true,2025-01-09T21:17:54.652332624Z,01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z,2025-01-09T21:17:12.857119632Z,true,2025-01-09T21:17:54.642249807Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:38.459070613Z,6,2025-01-09T21:12:38.459070613Z,01JH6EE07RJH19M5EDFMA5E0K6,2025-01-09T21:17:12.857119632Z,65,2025-01-09T21:12:38.459070613Z,0,2025-01-09T21:12:38.459070613Z,4,2025-01-09T21:12:38.459070613Z,/tangrams/385_439.png,2025-01-09T21:17:54.652332624Z,2,2025-01-09T21:12:38.664431831Z,true,2025-01-09T21:17:12.832495098Z,"[""/tangrams/385_260.png"",""/tangrams/385_439.png"",""/tangrams/270_439.png"",""/tangrams/270_260.png""]",2025-01-09T21:12:38.459070613Z,/tangrams/385_439.png,2025-01-09T21:12:38.459070613Z,7,2025-01-09T21:12:38.459070613Z,6,2025-01-09T21:12:38.459070613Z
01JH6EPK39PM9WFBQA981Z00FM,01JH6E1C20PAC5D5ERJBB6CQ26,2025-01-09T21:14:36.521367578Z,,,,,,,false,2025-01-09T21:14:36.521367578Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.521367578Z,22,2025-01-09T21:14:36.521367578Z,,,65,2025-01-09T21:14:36.521367578Z,1,2025-01-09T21:14:36.521367578Z,4,2025-01-09T21:14:36.521367578Z,,,2,2025-01-09T21:14:36.982117696Z,false,2025-01-09T21:14:36.521367578Z,"[""/tangrams/295_40.png"",""/tangrams/349_147.png"",""/tangrams/313_94.png"",""/tangrams/103_79.png""]",2025-01-09T21:14:36.521367578Z,/tangrams/295_40.png,2025-01-09T21:14:36.521367578Z,7,2025-01-09T21:14:36.521367578Z,22,2025-01-09T21:14:36.521367578Z
