playerID,prolificID,bonus,exitStepDone,gameID,gamefailed,age,gender,strategy,enjoy,feedback,education
01JHKF8VZ80F76CEDN1CXE5W0F,63d1c3aec175ba81e9f50cf9,1.77,TRUE,01JHKF5XKQ0KJFD9KAPWED9YZ5,NA,25,Male,Getting to know my teammate and making short words to describe the shapes. Like PIKACHU,Absolutely it was fantastic they were funny,,bachelor
01JHKFE5V8H9GV3MY1KTB59XZS,6672da623917a1e4eca8f4f4,1.53,TRUE,01JHKF5Z3HESFDW1MP84FJXAHD,NA,39,Male,Trying to go by how many legs or things on the head their were,"It was fine, no complaints",,bachelor
01JHKFY3SFHVXVP03JFAA0Z585,653703627539f3a8b2ed4af3,0,TRUE,01JHKF61Z8ACXVR8FXAHFGS83Q,nogame,NA,NA,NA,NA,NA,NA
01JHKFZ7AHPWTGYSH2AX6YSBSX,63fbf0e3b18cc14adc0dbfb6,1.5,TRUE,01JHKF61RHEXJMR2EKTE6N549C,NA,55,Male,"I tried to assign object names to the shapes that there was a slight resemblance to, eg. pac-man, wasp, upside down man, 'M' etc ",Thoroughly enjoyed it. We seemed to create an understanding early on and utilised each others shape concepts. It was a lot of fun,"My partner answered correctly, in terms of which shape had the black box surrounding it, 2 or 3 times to be called incorrect. Apart from that the study ran glitch free.",bachelor
01JHKF9YSPMVQ33R6YZC6SY787,66e0ce93d40c6d346de79d94,1.53,TRUE,01JHKF5Z3HESFDW1MP84FJXAHD,NA,67,male ,I was guessing what my partner gave me ,Yes,no ,master
01JHKFWMDB1N7GV429BCQRG24Z,67239f1477ec766223d486c6,0,TRUE,01JHKF642ZYQBFXQS3CTD6GF8R,NA,NA,NA,NA,NA,NA,NA
01JHKFXZ7Z8R9ZVSQWZ5Q24AQE,673f4203c0f096b00ebdab4b,1.5,TRUE,01JHKF61RHEXJMR2EKTE6N549C,NA,25,female,focus,i enjoyed it because my partner was very smart,everything went well,bachelor
01JHKFBRR4JVGGFX9EHEWWGAAB,674614d1177fdc39d4acc98b,0.45,TRUE,01JHKF60MF2PC3MFWBCQMW4TZT,NA,25,Male,fun,"why 
the way we gave directions",my partner was disconnected before the game ends,bachelor
01JHKGTV6JGJ4SGH3SBVZP49HH,676f128c8b5c934da1097805,0,TRUE,01JHKF642ZYQBFXQS3CTD6GF8R,NA,30,female,I like the game.,"not really, i feel he or she did not understand the instruction. she was not describing the shapes.",No problem apart from not working well with my partner.,master
01JHKF9G6Q8MPSKDQEECWJY6MR,66c20b634a3b292d25596fbc,NA,NA,01JHKF64J04J4P1Q3CVCFDM6DP,NA,NA,NA,NA,NA,NA,NA
01JHKF9MPXRPE3NQV996X6RYEH,647869e6f69318bacc341d53,1.74,TRUE,01JHKF5Y70C5EWMNQ90ZZ2ZJPK,NA,50,female,using the same descriptions for shapes used previously,yes - worked well together,none,bachelor
01JHKFAMXVKB36083ECA3K44G9,671139a20b977d78ec2ac1e0,1.41,TRUE,01JHKF63KV0KK1R2EPWB9TBBQE,NA,28,Male,Figure the shape,"yes, I did he was smart.",,master
