text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
cool nice!  number 1 1:  1 : flying/snow angel k,3,describer,1,FALSE,1459991078885,97
number 2 2:  2 : kneeling with one arm in front and one in back k,3,describer,2,FALSE,1459991078885,98
number 3 3:  3 : iceskating,3,describer,3,FALSE,1459991078885,99
number 4 4:  4 : dinosaur kicking ok on both,3,describer,4,FALSE,1459991078885,100
number 5 5:  5 : lunge,3,describer,5,FALSE,1459991078885,101
number 6 6:  6 : standing with hands out to the left k k,3,describer,6,FALSE,1459991078885,102
"number 7 7:  7 : five sided shape on bottom, square, triangle, diamond k",3,describer,7,FALSE,1459991078885,103
number 8 8:  8 : kneeling with hands to the right and rhombus on bottom k,3,describer,8,FALSE,1459991078885,104
number 9 9:  9 : square with cut out and diamond on top k,3,describer,9,FALSE,1459991078885,105
number 10 10:  10 : triangle with bunny ears k,3,describer,10,FALSE,1459991078885,106
number 11 11:  11 : kneeling to the right with hands out and triangle on bottom k,3,describer,11,FALSE,1459991078885,107
number 12 12:  12 : half sitting half lying down great done submit!,3,describer,12,FALSE,1459991078885,108
"winning!  number 1 1:  1 : half sitting half lying down yeah, just use 'bunny ears' as shorthand if you wish and so on great!  1- 1 -",3,describer,1,FALSE,1459991257990,109
number 2 2:  2 : arms out in front and back,3,describer,2,FALSE,1459991257990,110
number 3 3:  3 : dinosaur  3  ok,3,describer,3,FALSE,1459991257990,111
"number 4 4:  4 : five sided shape on bottom, etc. number six: kneeling to right with rhombus sorry! that's  4- 4 -6ok",3,describer,4,FALSE,1459991257990,112
number 5 5  number SIX is kneeling to right with triangle,3,describer,5,FALSE,1459991257990,113
NA,3,describer,6,FALSE,1459991257990,114
number 7 7:  7 : snow angel,3,describer,7,FALSE,1459991257990,115
number 8 8:  8 : hands out to left,3,describer,8,FALSE,1459991257990,116
number 9 9:  9 : square with cut out,3,describer,9,FALSE,1459991257990,117
10:  10 : lunge,3,describer,10,FALSE,1459991257990,118
11:  11 : ice skating,3,describer,11,FALSE,1459991257990,119
12:  12 : bunny ears ok on all great!,3,describer,12,FALSE,1459991257990,120
way to go! yes!  number 1 1:  1 : arms out front and back  1- 1 -,3,describer,1,FALSE,1459991447328,121
number 2 2:  2 : kneeling to right with rhombus,3,describer,2,FALSE,1459991447328,122
number 3 3:  3 : half sitting/half lying down  3  ok,3,describer,3,FALSE,1459991447328,123
number 4 4:  4 : standing hands out to left  4- 4 -,3,describer,4,FALSE,1459991447328,124
number 5 5:  5 : ice skating,3,describer,5,FALSE,1459991447328,125
number 6 6:  6 : lunge  6  ok,3,describer,6,FALSE,1459991447328,126
number 7 7:  7 : snow angel,3,describer,7,FALSE,1459991447328,127
number 8 8:  8 : bunny ears,3,describer,8,FALSE,1459991447328,128
number 9 9:  9 : square with cut out k,3,describer,9,FALSE,1459991447328,129
number 10 10:  10 : kneeling with triangle,3,describer,10,FALSE,1459991447328,130
number 11 11:  11 : dinosaur,3,describer,11,FALSE,1459991447328,131
"number 12 12:  12 : five sided shape, square, etc. ok all",3,describer,12,FALSE,1459991447328,132
very nice!  number 1 1:  1 : half sitting half lying let's go for a perfect score,3,describer,1,FALSE,1459991589456,133
number 2 2:  2 : lunge,3,describer,2,FALSE,1459991589456,134
number 3 3:  3 : standing with hands out to left ok1- 3   3 ! also the easiest to identify,3,describer,3,FALSE,1459991589456,135
number 4 4:  4 : square with cut out,3,describer,4,FALSE,1459991589456,136
number 5 5:  5 : kneeling with triangle,3,describer,5,FALSE,1459991589456,137
number 6 6:  6 : arms in front and back k,3,describer,6,FALSE,1459991589456,138
"number 7 7:  7 : five sided shape, square, etc.",3,describer,7,FALSE,1459991589456,139
number 8 8:  8 : kneeling with rhombus,3,describer,8,FALSE,1459991589456,140
number 9 9:  9 : snow angel k and the last,3,describer,9,FALSE,1459991589456,141
number 10 10:  10 : ice skating,3,describer,10,FALSE,1459991589456,142
number 11 11:  11 : dinosaur,3,describer,11,FALSE,1459991589456,143
"number 12 12:  12 : bunny ears let's do this!! got you, done",3,describer,12,FALSE,1459991589456,144
"Hello. I'm ready to begin when you are. looks like a person with a cone facing the right and a cone facing the bottom left first spot second spot: diamond head and mostly square body with a poitn facing the right and one facing the right at the bottom Do the cones look like feet on the  1st one : cone hands facing right cone feet facing left looks like  1  hand and  1  foot though OK.  1  and  1:  1 : does it sort of look like the person is sitting on a toilet looks like a person with their head falling off to the right, their  1  actually no lol like they are kneeling while praying got it.  1 ,",5,describer,1,FALSE,1459981093872,145
"2  done. wait, going back to  2  feet are facing left one is in the air the other planted yes on  2 ,",5,describer,2,FALSE,1459981093872,146
3  done person sitting on floor legs facing left no hands done,5,describer,3,FALSE,1459981093872,147
NA,5,describer,4,FALSE,1459981093872,148
5  looks like a baby wrapped tight in a blanket done,5,describer,5,FALSE,1459981093872,149
"6  looks like a person flying with both arms stretched on both sides sort of like a ghost? yes ok, done",5,describer,6,FALSE,1459981093872,150
7  looks like a figure skate standing on one leg both arms facing left done. that one happened to already be in spot  7,5,describer,7,FALSE,1459981093872,151
"8  looks like a square head with bunny ears done this one is hard diamonh head and to the right is a triangle looks like they might be kneeling with legs facing left is the triangle attached or sort of detached attached opposite of triangle is another triangle, like a pointed back sort of ok, I think I got it. does the right side sort of look like pac man? where the white space forms a triangle a funny looking one alright, i think we're on the same page there.",5,describer,8,FALSE,1459981093872,152
NA,5,describer,9,FALSE,1459981093872,153
"10 ? damn  10  is hard to, looks like a karate fighter blocking a punch square head or diamond? head back to the left arms to the right blocking face a little square done. dimaon head person with hand out, palm up feet facing same way the hand is left sort of like it's someone asking for a donation? yes ok, done. and last one is sort of like a mouse?",5,describer,10,FALSE,1459981093872,154
NA,5,describer,11,FALSE,1459981093872,155
12  is the only one remaining I'm going to hit submit k,5,describer,12,FALSE,1459981093872,156
person sitting on floor done person kneeling diamond head arms right legs left done,5,describer,1,FALSE,1459981808587,157
"2  diamond head square shape with two points facing right, sort of squarish shape",5,describer,2,FALSE,1459981808587,158
NA,5,describer,3,FALSE,1459981808587,159
"4  is the square head bunny  4  square head with triangle bunny ears ah, that's right. done",5,describer,4,FALSE,1459981808587,160
"5  is the baby wrapped in blanket wait, go back to  5  is bab in blanket done",5,describer,5,FALSE,1459981808587,161
6  is pacman,5,describer,6,FALSE,1459981808587,162
7  is donations one sec you still there?,5,describer,7,FALSE,1459981808587,163
8  karate man,5,describer,8,FALSE,1459981808587,164
9  flying person,5,describer,9,FALSE,1459981808587,165
10  is head falling right legs facing left,5,describer,10,FALSE,1459981808587,166
"11  is figure skater ok, done going to submit now k",5,describer,11,FALSE,1459981808587,167
NA,5,describer,12,FALSE,1459981808587,168
1  karate guy,5,describer,1,FALSE,1459982124680,169
2  pacman,5,describer,2,FALSE,1459982124680,170
"3  diamond head arms facing right legs left looks like a zip zag kind of  3 , do you mean the kneeling one? yes ok. on",5,describer,3,FALSE,1459982124680,171
4  is square head with triangle bunny ears,5,describer,4,FALSE,1459982124680,172
5  is person flying,5,describer,5,FALSE,1459982124680,173
6  is figure skater,5,describer,6,FALSE,1459982124680,174
7  now person with head falling to the right legs facing left,5,describer,7,FALSE,1459982124680,175
8 ? person sitting,5,describer,8,FALSE,1459982124680,176
9  donations,5,describer,9,FALSE,1459982124680,177
10  is diamnd head kneeling hands right,5,describer,10,FALSE,1459982124680,178
11  baby blanket ok. submitting,5,describer,11,FALSE,1459982124680,179
NA,5,describer,12,FALSE,1459982124680,180
skip one  1  is diamond head two pimnts right one left points that should be it right we will name  1  zig zag ok,5,describer,1,FALSE,1459982411473,181
2  is figure skater  2  points facing right none left ok,5,describer,2,FALSE,1459982411473,182
"3  is person praying, kneeling",5,describer,3,FALSE,1459982411473,183
4  karate man,5,describer,4,FALSE,1459982411473,184
5  is donations,5,describer,5,FALSE,1459982411473,185
6  flying person skip,5,describer,6,FALSE,1459982411473,186
7  for now  7  is the diamond head  7  spongebob square pants and we will name,5,describer,7,FALSE,1459982411473,187
8  is pacman,5,describer,8,FALSE,1459982411473,188
9  is bunny ears square head,5,describer,9,FALSE,1459982411473,189
10  is baby blanket,5,describer,10,FALSE,1459982411473,190
11  is person sitting on floor,5,describer,11,FALSE,1459982411473,191
12  is person with head falling to right legs facing left you with me so far? yes,5,describer,12,FALSE,1459982411473,192
1  person kneeling and praying,5,describer,1,FALSE,1459982697667,193
2  baby blanket,5,describer,2,FALSE,1459982697667,194
3  is zig zag from the last round,5,describer,3,FALSE,1459982697667,195
4  is flying person,5,describer,4,FALSE,1459982697667,196
5  is donations,5,describer,5,FALSE,1459982697667,197
6  is figure skater,5,describer,6,FALSE,1459982697667,198
7  is person sitting on floor,5,describer,7,FALSE,1459982697667,199
8  is spongebob square pants from the last round skip,5,describer,8,FALSE,1459982697667,200
"9  skip  9   9  reminds me of the hunchback of notre dame ok, submitting",5,describer,9,FALSE,1459982697667,201
10  is pacman,5,describer,10,FALSE,1459982697667,202
11  is bunny ears square head,5,describer,11,FALSE,1459982697667,203
12  is karate man,5,describer,12,FALSE,1459982697667,204
shit only  1  is zig zag,5,describer,1,FALSE,1459982818698,205
2  is karate man  2. 2 ..square head looks like he is blocking a kick to the face one out stretched leg to the right the point to the left is large? like a parallelogram? looks like he is wearing a cape dragging on the floor to the left yes kind of looks like a tail or a trench coat ok going back to one. zigzag like kneeling guy? diamond head? knees bent? skip,5,describer,2,FALSE,1459982818698,206
"3  is pacman wait. go back to zig zag. i think that's one of the ones we have mixed up and karate man karate man is  3  for now..even though its pacman not kneeling like praying , sort of like he is about to dive into a pool 'knees bent hand out facing the right squared off on right? point to left? feets point face left hands face right ok",5,describer,3,FALSE,1459982818698,207
4  is man on the floor sitting square head,5,describer,4,FALSE,1459982818698,208
5  is hunchback of notre dame lol,5,describer,5,FALSE,1459982818698,209
6  is spongebob square pants,5,describer,6,FALSE,1459982818698,210
7  is donations,5,describer,7,FALSE,1459982818698,211
8  is baby in blanket,5,describer,8,FALSE,1459982818698,212
9 : 9  :(  9  is person praying on knees,5,describer,9,FALSE,1459982818698,213
10  is figure skater,5,describer,10,FALSE,1459982818698,214
11  is bunny ears square head,5,describer,11,FALSE,1459982818698,215
"12  is person flying ok, submitting",5,describer,12,FALSE,1459982818698,216
"hello HI ok, the one that looks like it is sitting with hands under knees is # 1  ok got it the one with hands out straight and  1  leg sticking out the other way is#",7,describer,1,FALSE,1459980768175,217
2  triangles off the head got it # 2  ok got it # 2  and,7,describer,2,FALSE,1459980768175,218
"3  got it # 3  is like a praying position arms out knees bent sorry, # number 3 3 , could you check that?  3  is the one with a solid left and jagged right side i'll go in order next time ok could you give me a description of",7,describer,3,FALSE,1459980768175,219
4  is like sitting back but arms sticking out weird (sprry) like falling backward does he have a square head to the left or to the right? square head looking to the left ok I think I got it #,7,describer,4,FALSE,1459980768175,220
5  is arms way out but no legs showing got it,7,describer,5,FALSE,1459980768175,221
"6  we did wait remind me of  6  again? I didn't think we did it, I thought we did  6  no limbs yeah I don't have  6  done  6  as  6  again?  6  is no limbs but bottom part points to the right. it has the least jagged parts ok got it do you have",7,describer,6,FALSE,1459980768175,222
7 ? no looks like a graduation person? ok got it so next we need,7,describer,7,FALSE,1459980768175,223
8  looks like its slumped down against a wall on the left with,7,describer,8,FALSE,1459980768175,224
"9  like a flying position ok with a leg definitely visible? square head? yes diamond shape is one leg planted on the ground? yes ok got it the one with no limbs sticking out but straight line on left side is # 9  the one with no limbs we did  9  sorry, was just trying to get the most obvious ones done  9  is like a person flying I think I have the one you're talking about for",7,describer,9,FALSE,1459980768175,225
10   10  is like Frankenstien walking got it,7,describer,10,FALSE,1459980768175,226
11  kneeling down praying to the right ok adn does,7,describer,11,FALSE,1459980768175,227
"12  have like lightning bolt legs?  12  has square and a triangle on the top the triangle is stuck to the bottom of the square head ok I think I got it, I had  12  switched I think we can submit now i dont see submit, do you have it? yes I'll do it now",7,describer,12,FALSE,1459980768175,228
ok nice we got all  1  is the superman flying one did it,7,describer,1,FALSE,1459981623411,229
2  is that weird triangle stuck to the square head one #,7,describer,2,FALSE,1459981623411,230
3  is the solid body but legs pointing to the right got it,7,describer,3,FALSE,1459981623411,231
"4  is the arms way out ok, no legs? no legs just the bottom part is to the right ok got it",7,describer,4,FALSE,1459981623411,232
5.  5 . right? it is kneeling down facing the right ok with its arms outstretched? Is it kneeling completely on the floor or are the legs bent like lightening bolts? completely on the floor ok got it and actually the lightening bolt one is,7,describer,5,FALSE,1459981623411,233
6  is slumped against the wall on left with triangles coming out of the top? yes got it i missed,7,describer,6,FALSE,1459981623411,234
"7  great, did it",7,describer,7,FALSE,1459981623411,235
8  is the one with the solid left side ok got it,7,describer,8,FALSE,1459981623411,236
9  is frankenstein got it,7,describer,9,FALSE,1459981623411,237
10  is the falling backward one got it,7,describer,10,FALSE,1459981623411,238
11  is the standing facing the left (graduation one) got it and,7,describer,11,FALSE,1459981623411,239
12  correct i know! ok # 12  from the last round ok perfect  12  is sitting and facing the left? knees bent in the air? head facing down? yes ok going to submit,7,describer,12,FALSE,1459981623411,240
"ok ok  1  is square and triangle head ok got it, sitting against the left side? looks right, yes",7,describer,1,FALSE,1459982063324,241
2  is superman got it,7,describer,2,FALSE,1459982063324,242
3  kneeling all the way down facing the right got it,7,describer,3,FALSE,1459982063324,243
4  is solid body with the little bottom part bent to the right got it,7,describer,4,FALSE,1459982063324,244
5  is slumped against the right side got it,7,describer,5,FALSE,1459982063324,245
6  is frankenstein did it,7,describer,6,FALSE,1459982063324,246
7  is graduation guy got him,7,describer,7,FALSE,1459982063324,247
8  is falling backwards did it,7,describer,8,FALSE,1459982063324,248
9  is arms out wide no legs?,7,describer,9,FALSE,1459982063324,249
"10  is slumped against the left right, no legs ok  number 10 10  has triangles on the top of its head? yes ok got it",7,describer,10,FALSE,1459982063324,250
11  is lightenbolt legs sorry and,7,describer,11,FALSE,1459982063324,251
12  is straight left side? yes ok going to submit!,7,describer,12,FALSE,1459982063324,252
ok round  1  falling backwards did it,7,describer,1,FALSE,1459982353840,253
2  is lightening bolt guy done,7,describer,2,FALSE,1459982353840,254
3  is solid left side done,7,describer,3,FALSE,1459982353840,255
4 !  4  is solid body guy done,7,describer,4,FALSE,1459982353840,256
5  is arms out wide done,7,describer,5,FALSE,1459982353840,257
6  is frankenstein done,7,describer,6,FALSE,1459982353840,258
7  kneeling all the way done done,7,describer,7,FALSE,1459982353840,259
8  superman,7,describer,8,FALSE,1459982353840,260
9  slumped against the right ok,7,describer,9,FALSE,1459982353840,261
10  graduation guy did it,7,describer,10,FALSE,1459982353840,262
11  is triangle square head triangles above or below the head? below ok so,7,describer,11,FALSE,1459982353840,263
12  is triangles above? yup! ok submitting!,7,describer,12,FALSE,1459982353840,264
"great, round  1  kneeling all the way down done",7,describer,1,FALSE,1459982550303,265
2  is solid left side done,7,describer,2,FALSE,1459982550303,266
"3  is frank frankenstein sorry haha i got it, no worries",7,describer,3,FALSE,1459982550303,267
4  is superman,7,describer,4,FALSE,1459982550303,268
5 !  5  is square head triangle on bottom did it,7,describer,5,FALSE,1459982550303,269
6  is lightening bolt,7,describer,6,FALSE,1459982550303,270
7  is slumped against the left triangles above head? yes ok got him,7,describer,7,FALSE,1459982550303,271
8  is graduation guy,7,describer,8,FALSE,1459982550303,272
9  is arms out wide did it,7,describer,9,FALSE,1459982550303,273
10  is solid body,7,describer,10,FALSE,1459982550303,274
11  is falling back and,7,describer,11,FALSE,1459982550303,275
"12  is slumped against the right side got em? yes, going to submit now",7,describer,12,FALSE,1459982550303,276
ok last round! square head with triangle below one got it,7,describer,1,FALSE,1459982788524,277
2  is slumped to the right,7,describer,2,FALSE,1459982788524,278
"3  is lightening bolt great, got them both",7,describer,3,FALSE,1459982788524,279
4  is superman,7,describer,4,FALSE,1459982788524,280
5  is frankenstein got them,7,describer,5,FALSE,1459982788524,281
6  kneeling all the way down facing right did it,7,describer,6,FALSE,1459982788524,282
"7  is slumped against left, two triangles on top got it",7,describer,7,FALSE,1459982788524,283
8  is solid left side,7,describer,8,FALSE,1459982788524,284
9  graduation,7,describer,9,FALSE,1459982788524,285
10  arms out wide got them,7,describer,10,FALSE,1459982788524,286
11  is falling backwards,7,describer,11,FALSE,1459982788524,287
"12  is solid body ok great, got them all. going to submit now!",7,describer,12,FALSE,1459982788524,288
"Hello? hello Ah, excellent. So how do we want to do this? Go through one by one trying to describe what's in each numbered square? soundsgood OK, so try to describe the tangram in box  1.  1 . square one has square on top balncing on point with what looks like man on knees praying to right ..hands out to right and feet out to left Ok, I'm pretty sure I see the one you're referring to... though do his legs on the left side point up or do they slope down? point up Excellent. Box",9,describer,1,FALSE,1459988153262,289
"2 ? square on top on point againwith triangleright below on the right side angledona point angled on a point having trouble finding that one... does it resemble anything you can think of? it's theonly one with a square and triangle next to each other where the square is right above slightly left to the triangle. Is there another shape under the triangle? right below the square the surface is flat no.the triangle is dangling on the right side below the triangle is a sloping angle surface Ok, now I see it. Is the square on a thing that looks kinda like a tree stump? yes Ok, got it. moving on to",9,describer,2,FALSE,1459988153262,290
"3.  3 . a tree stump with a leg on the bottom pointed out to the left That's what  3  looks like? ready for box  3  ? Yes man leaning to left arms out balancing on one leg Got it. box  3  have two sharp angles right below the square? I think I picked the wrong  3  now. three has flat surface square on angle with triangle to bottom right...bottom has small point jutting out to left small triangle point on bottom jutting out to left Ok, I think I've got that one now. Moving on to",9,describer,3,FALSE,1459988153262,291
4. 4 .. Yep man sitting with feet to left Got it. next. box,9,describer,4,FALSE,1459988153262,292
"5  diamond on top flat surface ..looks like table surface Kinda like half a vase? looks like a candle with flame but half of candle is missing cut jagged Ok, got it. Box",9,describer,5,FALSE,1459988153262,293
"6 ? box  6. 6 ...side view of finger tip slightly curled with small diamond on tip of finger just tip of finger slightly curled///side view The finger points up and curls to the right at the bottom? yes..diamond on tip of finger Ok, box",9,describer,6,FALSE,1459988153262,294
"7.  7 . box  7. 7 ..man with pointy long nose kicking foot out to left with square on angle back shoulders Are there two sharp points on the left side below the square? man facing left pointy nose are kicking one foot out in air other foot on grownd ground with a square angled on his back shoulder area Ok, does",9,describer,7,FALSE,1459988153262,295
8.  8 . looks like man facing right bending at knees bending at knees getting ready to take a foul shot in basketball Ok got it.,9,describer,8,FALSE,1459988153262,296
9 ? skip  9  for now  number 9 9  is whats left So then does  9  feature a square pointing up and left? two triangles top and bottom right sidfe and square pointing up left side Ok.,9,describer,9,FALSE,1459988153262,297
"number 10 10. 10 ... ok looks like person extending his hand out to left like he is receiving a diploma Ok, got it.",9,describer,10,FALSE,1459988153262,298
"11 ? box  11. 11 ...looks like an indian sitting on ground with two triangle feathers sticking out of his head Ok, got it.",9,describer,11,FALSE,1459988153262,299
"12 ? box  12  looks like man laying on his back with arms spread out pointed up Is the arm pointing up a square, and is it pointing up and left? the shape looks like if you were standing over somebody right below their waste area looking doen ..you see the torso area ..the left and right arm on each side and the head. like their laying on their back his arms are open Oh, ok.",9,describer,12,FALSE,1459988153262,300
"nice Awesome. OK, we've got the same shapes so hopefully we can go faster. More yes or no answers would be helpful I think What's  1 ? man sitting on ground feet out to left knees bent not the one that's praying, but the one whose body is mostly in the lower right corner? yes...that correct....and box",9,describer,1,FALSE,1459990212020,301
"2. 2 ..man facing left two hands out balancing on one foot other foot in air towards right.. Ok, got it. Box",9,describer,2,FALSE,1459990212020,302
"3 ? man shooting free throw knees bent to right arms out to right.. Ok, the one you called a baseball player last time.",9,describer,3,FALSE,1459990212020,303
"4 ? yes...basketball player Ah, Ok.  4. 4 ..pointy nose long pointy nose looking down facing left kickingon foot out/balancing on one foot Ok.",9,describer,4,FALSE,1459990212020,304
