choice_id,player_id,role,time_stamp,trial_id,option_set,check_choices
I,2,matcher,NA,24,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,2,matcher,NA,25,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,2,matcher,NA,26,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,2,matcher,NA,27,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,2,matcher,NA,28,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,2,matcher,NA,29,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,2,matcher,NA,30,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,2,matcher,NA,31,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,2,matcher,NA,32,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,2,matcher,NA,33,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,2,matcher,NA,34,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,2,matcher,NA,35,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,2,matcher,NA,36,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,2,matcher,NA,37,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,2,matcher,NA,38,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,2,matcher,NA,39,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,2,matcher,NA,40,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,2,matcher,NA,41,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,2,matcher,NA,42,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,2,matcher,NA,43,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,2,matcher,NA,44,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,2,matcher,NA,45,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,2,matcher,NA,46,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,2,matcher,NA,47,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,2,matcher,NA,48,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,2,matcher,NA,49,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,2,matcher,NA,50,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,2,matcher,NA,51,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,2,matcher,NA,52,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,2,matcher,NA,53,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,2,matcher,NA,54,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,2,matcher,NA,55,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,2,matcher,NA,56,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,2,matcher,NA,57,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,2,matcher,NA,58,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,2,matcher,NA,59,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,2,matcher,NA,60,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,2,matcher,NA,61,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,2,matcher,NA,62,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,2,matcher,NA,63,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,2,matcher,NA,64,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,2,matcher,NA,65,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,2,matcher,NA,66,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,2,matcher,NA,67,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,2,matcher,NA,68,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,2,matcher,NA,69,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,2,matcher,NA,70,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,2,matcher,NA,71,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,2,matcher,NA,72,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,73,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,74,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,75,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,76,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,77,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,78,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,79,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,80,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,81,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,82,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,83,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,84,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,85,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,86,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,87,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,88,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,89,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,90,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,91,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,92,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,93,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,94,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,95,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,96,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,97,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,98,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,99,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,100,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,101,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,102,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,103,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,104,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,105,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,106,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,107,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,108,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,109,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,110,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,111,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,112,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,113,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,114,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,115,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,116,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,117,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,118,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,119,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,120,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,121,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,122,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,123,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,124,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,125,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,126,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,127,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,128,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,129,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,130,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,131,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,132,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,4,matcher,NA,133,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,4,matcher,NA,134,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,4,matcher,NA,135,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,4,matcher,NA,136,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,4,matcher,NA,137,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,4,matcher,NA,138,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,4,matcher,NA,139,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,4,matcher,NA,140,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,4,matcher,NA,141,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,4,matcher,NA,142,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,4,matcher,NA,143,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,4,matcher,NA,144,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,145,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,146,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,147,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,148,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,149,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,150,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,151,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,152,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,153,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,154,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,155,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,156,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,157,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,158,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,159,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,160,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,161,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,162,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,163,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,164,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,165,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,166,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,167,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,168,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,169,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,170,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,171,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,172,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,173,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,174,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,175,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,176,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,177,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,178,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,179,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,180,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,181,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,182,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,183,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,184,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,185,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,186,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,187,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,188,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,189,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,190,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,191,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,192,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,193,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,194,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,195,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,196,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,197,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,198,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,199,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,200,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,201,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,202,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,203,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,204,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,6,matcher,NA,205,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,6,matcher,NA,206,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,6,matcher,NA,207,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,6,matcher,NA,208,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,6,matcher,NA,209,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,6,matcher,NA,210,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,6,matcher,NA,211,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,6,matcher,NA,212,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,6,matcher,NA,213,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,6,matcher,NA,214,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,6,matcher,NA,215,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,6,matcher,NA,216,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,217,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,218,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,219,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,220,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,221,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,222,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,223,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,224,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,225,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,226,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,227,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,228,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,229,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,230,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,231,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,232,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,233,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,234,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,235,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,236,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,237,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,238,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,239,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,240,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,241,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,242,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,243,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,244,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,245,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,246,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,247,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,248,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,249,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,250,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,251,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,252,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,253,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,254,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,255,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,256,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,257,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,258,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,259,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,260,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,261,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,262,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,263,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,264,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,265,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,266,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,267,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,268,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,269,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,270,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,271,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,272,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,273,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,274,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,275,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,276,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,8,matcher,NA,277,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,8,matcher,NA,278,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,8,matcher,NA,279,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,8,matcher,NA,280,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,8,matcher,NA,281,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,8,matcher,NA,282,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,8,matcher,NA,283,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,8,matcher,NA,284,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,8,matcher,NA,285,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,8,matcher,NA,286,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,8,matcher,NA,287,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,8,matcher,NA,288,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,10,matcher,NA,289,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,10,matcher,NA,290,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,10,matcher,NA,291,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,10,matcher,NA,292,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,10,matcher,NA,293,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,10,matcher,NA,294,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,10,matcher,NA,295,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,10,matcher,NA,296,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,10,matcher,NA,297,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,10,matcher,NA,298,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,10,matcher,NA,299,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,10,matcher,NA,300,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,10,matcher,NA,301,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,10,matcher,NA,302,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,10,matcher,NA,303,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,10,matcher,NA,304,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,10,matcher,NA,305,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,10,matcher,NA,306,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,10,matcher,NA,307,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,10,matcher,NA,308,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,10,matcher,NA,309,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,10,matcher,NA,310,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,10,matcher,NA,311,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,10,matcher,NA,312,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,10,matcher,NA,313,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
I,10,matcher,NA,314,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
A,10,matcher,NA,315,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,10,matcher,NA,316,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,10,matcher,NA,317,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
L,10,matcher,NA,318,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,10,matcher,NA,319,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,10,matcher,NA,320,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
F,10,matcher,NA,321,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
D,10,matcher,NA,322,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,10,matcher,NA,323,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,10,matcher,NA,324,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
K,10,matcher,NA,325,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
J,10,matcher,NA,326,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
G,10,matcher,NA,327,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
E,10,matcher,NA,328,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
B,10,matcher,NA,329,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
C,10,matcher,NA,330,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
H,10,matcher,NA,331,A;B;C;D;E;F;G;H;I;J;K;L,TRUE
