game_id,rep_num,trial_num,image_id,text_de,text_en
1,2,16,base_06,Und die 8 ist eben der Basketballspieler 0.k,And the 8 is just the basketball player 0.k
1,3,17,base_03,Also 1 Rumpfbeuge,So 1 fuselage bend
1,3,18,base_07,2 gebückt,2 bowed
1,3,19,base_02,3 liegend am Boden,3 lying on the ground
1,3,20,base_04,4 Eiskunstläufer,4 figure skaters
1,3,21,base_01,Die 5 das Trapezmännchen,The 5 the trapezoidal male
1,3,22,base_08,Die 6 Priester,The 6 Priests
1,3,23,base_06,7 der Basketballer,7 of the basketball players
1,3,24,base_05,und die 8 der Aerobiktänzer,and the 8 of the Aerobict Dancers
1,4,25,base_05,1 Basktballspieler Oh shit nein 1 ist in dem Fall der der ein Arm hoch und ein Arm runter hält sorry Nein das ist die 1,1 basketball player Oh shit no 1 is in the case of holding one arm up and one arm down sorry No that's the 1
1,4,26,base_01,2 Trapezmännchen,2 trapezoidal males
1,4,27,base_03,3 Rumpfbeuge,3 torso bend
1,4,28,base_02,4 der Liegende,4 of the reclining
1,4,29,base_07,5 der Gebückte,5 of the bends
1,4,30,base_06,6 der Basketballer oh äh habe ich das schon einmal gehabt? die 6 ist der der Basketballspieler,6 the basketball player oh uh did I have this before? the 6 is the basketball player
1,4,31,base_08,7 ist der der betet,7 is the one who prays
1,4,32,base_04,8 ist der Eiskunstläufer,8 is the figure skater
1,5,33,base_07,o.k. 1 der der gebückt ist.,"OK, the one that's bent."
1,5,34,base_02,2 der Liegende.,2 of the reclining.
1,5,35,base_04,3 der Eiskunstläufer.,3 of the figure skaters.
1,5,36,base_01,4 der Trapezmann.,4 of the trapezoidal man.
1,5,37,base_06,5 der Basketballer.,Five of the basketball players.
1,5,38,base_08,6 der Priester,6 of the priests
1,5,39,base_05,7 der Aerobiktänzer.,Seven of the aerobic dancers.
1,5,40,base_03,Und 8 der mit den Beinen,And 8 the one with the legs
1,6,41,base_05,1 Aerobiktänzer,1 aerobic dancer
1,6,42,base_01,2 Trapezmännchen,2 trapezoidal males
1,6,43,base_03,3 Rumpfbeuge,3 torso bend
1,6,44,base_02,4 liegend,4 in lieu
1,6,45,base_07,5 gebückt,5 bended
1,6,46,base_06,6 Basketball,6 Basketball
1,6,47,base_08,7 betend,7 Praying
1,6,48,base_04,8 Eiskunstläufer,8 figure skaters
1,7,49,close_04,o.k. 1 ein Basketballspieler der der mit dem Ball prellt. Hat das Bein hinten rauf Hinten rauf und eigentlich mehr vorne rüber also also,o.k. 1 a basketball player who beats with the ball. Has the leg up in the back and actually over more in the front so
1,7,50,close_01,2 das ist auch wieder ein Trapezmännchen einfach mit zwei kleinen Trapezen,2 this is also a trapezoidal male with two small trapezoids
1,7,51,close_02,3 liegt am Boden hat beide Füsse nach oben 3 am Boden liegend also Boden liegend SITZEND aufrechter Körper aber,3 lying on the ground has both feet up 3 lying on the ground so ground lying SITTING upright body but
1,7,52,close_05,4 der Aerobiktänzer Ein Arm nach oben der andere nach unten und ein Bein so auf die Seite Ja genau,4 of the aerobic dancers One arm up the other one down and one leg so on the side Yes exactly
1,7,53,close_07,5 5 gebückt.,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5."
1,7,54,close_06,6  ähm 6 ich weiss nicht was der hat ähm ein ein Bein in der Luft und und beide Arme so also Ja also so was gibt es gar nicht  ja Ist glaube ich leicht körperbehindert ich sag mal so.,6 um 6 i don't know what he has a leg in the air and both arms so so yes so so there is no such thing yes is I think slightly disabled I say so.
1,7,56,close_08,4 äh 8 der Priester,4 a.m. 8 of the priests
1,7,,close_02,3 liegt am Boden hat beide Füsse nach oben 3 am Boden liegend also Boden liegend,3 lying on the ground has both feet up 3 lying on the ground so ground lying SITTING upright body but
1,7,,close_03,SITZEND aufrechter Körper aber,3 lying on the ground has both feet up 3 lying on the ground so ground lying SITTING upright body but
1,8,57,close_02,1 das Männchen das liegt,1 the male that lies
1,8,58,close_01,2 das Trapezmännchen,2 the trapezoidal male
1,8,59,close_08,3 der Priester,3 of the priests
1,8,60,close_04,4 der der prellen tut,4 who does the bouncing
1,8,61,close_05,5 der der die Diagonale hat aber,5 but he who has the diagonal
1,8,62,close_07,6 der der so gebückt läuft mit dem gestreckten,6 who runs so bent with the stretched
1,8,63,close_06,7 der Behinderte,7 of the disabled
1,8,64,close_03,Und 8 das Marienmännchen,And 8 the lady's man
1,9,65,close_01,1Trapez,1Trapez
1,9,66,close_02,2 der Liegende,2 of the reclining
1,9,67,close_03,3 der aufrecht Sitzende.,3 of the upright sitting.
1,9,68,close_08,4 der Priester,4 of the priests
1,9,69,close_04,5 der der. der Preller,5 of the
1,9,70,close_06,6 der Behinderte,6 of the disabled
1,9,71,close_05,7 der Diagonale,7 of the diagonal
1,9,72,close_07,Und 8 der alte,And 8 of the old
10,1,1,close_04,auf der 1 habe ich wie ein Männchen das springt. davon rennt vor etwas,on the 1 I have like a male that jumps. run away from something
10,1,2,close_06,die 2 würde ich sagen ist wie ein Männchen das  und zwar von mir aus gesehen von mir aus gesehen auf der rechten Seite ist das Bein länger wie ? ja der von mir ausgesehen der linke Arm geht nach oben,the 2 I would say is like a male that and indeed seen from me from the right side is the leg longer than ? yes the left arm looks from me goes up
10,1,3,close_08,das 3 wäre wie ich würde sagen jemand der so ein Opfer  darbringt in einer Schale,that 3 would be like I would say someone offering such a sacrifice in a bowl
10,1,4,close_03,die 4 ist jemand der äh sitzt. so im wie als ob es im Schneidersitz sitzen aber hat ein Tuch über sich,the 4 is someone who is sitting like it's sitting in the tailor's seat but has a cloth over it
10,1,5,close_07,die 5 könnte man sucht etwas am Boden aber liegt nicht am Boden sonder es  ist mehr hat wie ein Bügeleisen am Boden ein Bügeleisen also  ja sucht also bückt sich ja nach vorne ja ja,the 5 you could look for something on the ground but is not on the ground but it is more like an iron on the ground an iron so yes you are looking so bends to the front yes yes
10,1,6,close_05,die 6 wäre auch auf eine Art wie ein tanzen  aber ähm,the 6 would also be in a way like a dance but um
10,1,7,close_02,gut. die 7 liegt am Boden,Good. The 7 is on the ground
10,1,8,close_01,8 steht  einfach gerade,8 just stands straight
10,10,73,base_07,bücken,Bend
10,10,74,base_03,sitzen,sitting
10,10,75,base_06,ähm beide Arme hoch plus ein Bein,umm both arms up plus one leg
10,10,76,base_05,springen hüpfen,Jump Jump
10,10,77,base_08,Opfer,Victims
10,10,78,base_04,auf einem Bein Schlittschuh,on one leg skate
10,10,79,base_01,stehend,Standing
10,10,80,base_02,liegend,lying down
10,11,81,base_08,1 Opfer,1 victim
10,11,82,base_04,2 Schlittschuhe,2 skates
10,11,83,base_02,3 liegend,3 lying down
10,11,84,base_01,4 stehend,4 standing
10,11,85,base_03,5 sitzend,5 sitting
10,11,86,base_05,6 nach Ball äh springend,6 after ball eh jumping
10,11,87,base_07,7 bücken,7 bend
10,12,89,base_08,das mit dem Opfer,the one with the victim
10,12,90,base_04,mit einem Bein,With one leg
10,12,91,base_02,der liegende,of the lying
10,12,92,base_01,der stehende mit den Armen raus,the standing one with his arms out
10,12,93,base_03,sitzend,Seated
10,12,94,base_05,so springend,so jumping
10,12,95,base_06,ja,Yes
10,12,96,base_07,sich bückend,Bending
10,2,9,close_03,gut also die 1 ist äh so wie du gesagt hast wie so ein Tuch,"Well, the 1 is like you said, like a cloth."
10,2,10,close_04,das 2 die die si- die springt das war die 1 vorhin,the 2 that the jumps that was the 1 before
10,2,11,close_05,die 3 ist die diagonale die so wie tanzt,the 3 is the diagonal that dances like
10,2,12,close_08,4 ist das wo du vorhin gesagt hast mit dem Opfer,4 is where you said earlier with the victim
10,2,13,close_06,5 ist wo du gesagt hast es sieht auch aus als ob es tanzt. aber einfach weniger also nicht so mit der Diagonale darin oder,"5 is where you said it also looks like it's dancing, but just less so not with the diagonal in it or"
10,2,14,close_07,die 6 ist die Person von der du gesagt hast das sich sich so bückt so wie ein Bügeleisen oder so etwas,the 6 is the person you said to be like an iron or something
10,2,15,close_01,7 ist so wie steht 47  M mhm,7 is as it stands 47 mhm
10,2,16,close_02,und 8 so sieht aus als ob er fliegen würde,And 8 looks like he's flying
10,3,17,close_07,ähm die die ähm sich nach vorne äh ähm bückt. 2 die die spr. davon springt,a.m. that the a.m. bends forward a.m. 2 that jumps away the spr.
10,3,18,close_04,,I don't know.
10,3,19,close_08,äh 3 die das Opfer bringt,uh 3 that makes the sacrifice
10,3,20,close_01,4 die einfach gerade steht,4 that just stands straight
10,3,21,close_03,5 die ähm sitzt im Schneidersitz,5 the amm sits in the tailor's seat
10,3,22,close_05,6 der mit der Diagonale tanzend,6 dancing with the diagonal
10,3,23,close_06,7 der ta- tanzend aber auf auf eine Seite,7 of the dancing but on one side
10,3,24,close_02,und die 8,and the 8
10,4,25,close_02,gut das ist die Person die liegt,good that's the person lying down
10,4,26,close_08,und das Opfer,and the Sacrifice
10,4,27,close_05,diagonale,diagonal
10,4,28,close_01,die Person die steht,the person standing
10,4,29,close_04,die die davon rennt,which runs from it
10,4,30,close_07,die die sich so bückt ja das ist so ähm  so vorne runter bückt,"who's so bent, yes, that's so jerked down in the front"
10,4,31,close_06,dann die so tanzt  und einfach so,then she dances like that and just like that
10,4,32,close_03,und die sitzt,and it's sitting
10,5,33,close_02,äh die steht 1,"Uh, that's 1"
10,5,34,close_04,2 die rennt,2 running
10,5,35,close_08,3 Opfer,3 victims
10,5,36,close_06,4 tanzt OHNE Diagonale,4 dances WITHOUT diagonal
10,5,37,close_07,5 die sich bückt,5 who bends
10,5,38,close_03,6 die sitzt im Schneidersitz,6 sitting in the tailor's seat
10,5,39,close_05,7 tanzt in diagonale,7 dances in diagonal
10,5,40,close_01,8 liegen. stopp,8 stop.
10,6,41,close_04,gut Person die rennt,good person running
10,6,42,close_05,dann das mit der Diagonalen,then the one with the diagonal
10,6,43,close_08,dann das mit dem Opfer,and the sacrifice
10,6,44,close_02,dann das liegen,And that's what's going on
10,6,45,close_07,bücken,Bend
10,6,46,close_06,das zweite tanzen,the second dance
10,6,47,close_03,im Schneidersitz,In the tailor's seat
10,6,48,close_01,stehen,the
10,7,49,base_07,die die sich bückt äh die das sind andere,"who bends around, uh, those are other"
10,7,50,base_06,also die die ähm wie beide Arme in den Himmel hoch das 2 beide Arme in den Himmel hoch und ein Bein,So that the likes of both arms up into the sky the 2 both arms up into the sky and a leg
10,7,51,base_03,auch nach oben. die 3 ist  es sitzt am Boden. sitzen mhm,also up. the 3 is it sits on the ground. sit mhm
10,7,52,base_05,die 4 würde ich sag- hüpfen springen nach oben wie nach einem äh Ball,the 4 I'd say jumping up like after an uh ball
10,7,53,base_08,sich strecken. die 5 ist auch wieder in ein Opfer äh kniend,the 5 is also kneeling again in a victim
10,7,54,base_01,die 6 ist einfach eine stehende Person ja,the 6 is simply a standing person yes
10,7,55,base_04,7 ist von mir aus nach links sich  beugen ja genau,"7 is bent from me to the left, yes exactly"
10,7,56,base_02,6 liegend,6 lying down
10,8,57,base_07,also die Person die sich bückt,so the person who bends
10,8,58,base_06,dann beide Arme in den Himmel und die Beine hoch und DAS Bein hoch,Then both arms in the sky and legs up and DAS leg up
10,8,59,base_03,die am Boden sitzt,sitting on the ground
10,8,60,base_05,die so springt,who jumps like this
10,8,61,base_08,Opfer,Victims
10,8,62,base_01,steht und mit beiden Armen links und rechts. raus,stand and with both arms left and right out.
10,8,63,base_04,dann so was ich gesagt habe wegen den Schlittschuhen so beide Beine,Then what I said about the ice skates so both legs
10,8,64,base_02,und liegen,and lie
10,9,65,base_01,äh sto- stehend,uh current
10,9,66,base_02,2 liegend,2 in lieu
10,9,67,base_03,3 sitzend,3 sitting
10,9,68,base_04,4 hat Schlittschuhe,4 has skates
10,9,69,base_06,5 äh flehend nach oben,5 um beging up
10,9,70,base_07,6 bückend,6 bowing
10,9,71,base_05,7 nach Ball,7 after ball
10,9,72,base_08,8 äh Opfer,8 eh Victims
11,1,1,base_04,Also das erste Kärtchen sieht aus wie ein Eiskunstläufer Der ein Bein in die Luft hält. Also das ist das erste Ja. Genau. Und die Arme sind links also wenn du das  anschaust,So the first card looks like a figure skater holding a leg in the air. So that's the first yes. Exactly. And the arms are left so if you look at that
11,1,2,base_07,Die 2 sieht aus wie eine Frau die sich nach etwas bückt Und zwar nach der rechten Seite,The 2 looks like a woman who bends after something And to the right
11,1,3,base_06,Das 3 äh ist ein Männchen uff das das rechte Bein in die Luft hebt das linke ist am Boden Beide Arme auf die linke Seite ja Ja ja genau.,The 3 uh is a male uff that lifts the right leg into the air the left is on the ground Both arms on the left side yes Yes yes exactly.
11,1,5,base_08,Die 5 sieht aus wie eine die betet mit einer Schale in der Hand,The 5 looks like one who prays with a bowl in his hand
11,1,6,base_01,Die 6 sieht aus wie ein Polizist,The 6 looks like a cop
11,1,7,base_03,Ja. Die 7 ist ein Männchen das sitzt,Yes. The 7 is a male sitting
11,1,8,base_02,Und die 8 ja,And the 8 yes
11,10,73,close_05,Rechtes Bein weggestreckt linker Arm hoch die 1,Right leg outstretched left arm up the 1
11,10,74,close_07,Die 2 sich bückend,The 2 bending
11,10,75,close_01,3 Halskrause,3 neck collar
11,10,76,close_06,4 dicker Arm oben,4 thick arm on top
11,10,77,close_02,5 ausgestreckt liegend,5 lying outstretched
11,10,78,close_08,Äh betend 6,"Eh, praying 6"
11,10,79,close_04,7 ein Bein hinten in der Luft,7 one leg in the back of the air
11,10,80,close_03,Und 8 sitzend,And 8 sitting
11,11,81,close_03,1 sitzend,1 sitting
11,11,82,close_01,2 Halskrause,2 neck collar
11,11,83,close_05,3 linker Arm ausgestreckt rechtes Bein unten ausgestreckt,3 left arm outstretched right leg outstretched down
11,11,84,close_04,4 Sprinter,4 Sprinters
11,11,85,close_08,5 Beter,5 Prayers
11,11,86,close_02,6 liegend,6 lying down
11,11,87,close_06,7 dicker Arm,7 thick arm
11,11,88,close_07,und 8 bückend,and 8 bending
11,12,89,close_02,1 ausgestreckt liegend am Boden,1 outstretched on the ground
11,12,90,close_06,2 dicker Arm,2 thick arm
11,12,91,close_01,Halskrause,Narrow-necked
11,12,92,close_08,4 betend,4 Praying
11,12,93,close_04,5 ein Bein hinten rauf,5 one leg up the back
11,12,94,close_03,Sitzend,Sitting
11,12,95,close_07,Bückend,Bowing
11,12,96,close_05,Und 8,And 8
11,2,9,base_08,1 betende Frau mit Schale,1 praying woman with bowl
11,2,10,base_05,2 linker Arm in die Höhe rechter unten so tanzend,2 left arm in the height of right bottom so dancing
11,2,11,base_03,3 sitzend Beine angewinkelt,3 sitting legs angled
11,2,12,base_04,4 Eiskunstläuferin,4 figure skater
11,2,13,base_06,5 beide Arme nach links rauf ein Bein nach oben,5 both arms up to the left one leg up
11,2,14,base_07,6 bückende Frau,6 Bowing Woman
11,2,15,base_02,7 liegend,7 lying down
11,2,16,base_01,Und 8 der Polizist,And 8 the policeman
11,3,17,base_02,1 ist die liegende Person,1 is the lying person
11,3,18,base_06,2 die mit den beiden Armen links oben und dem rechten Bein oben,2 the one with the two arms on the top left and the top right leg
11,3,19,base_01,3 der Polizist,3 of the policeman
11,3,20,base_08,4 die betende,4 the praying
11,3,21,base_04,5 der Eiskunstläufer,5 of the figure skaters
11,3,22,base_05,6 der Tanzend Ja der linke Arm oben der linke unten,6 of the dancing Yes of the left arm at the top of the left bottom
11,3,23,base_07,7 die gebü. Äh 7 die Gebückte,7 the penitents. Eh 7 the bent ones
11,3,24,base_03,Und 8 der sitzende,And 8 of the sitting
11,4,25,base_01,1 Polizist,1 Police officer
11,4,26,base_03,2 sitzend,2 sitting
11,4,27,base_04,3 Eiskunstläuferin.,Three figure skaters.
11,4,28,base_07,4 gebückt also sich bückend,4 so bowing down
11,4,29,base_02,5 liegend,5 lying down
11,4,30,base_08,6 betend,6 Praying
11,4,31,base_05,7 linker Arm oben rechter unten,7 left arm top right bottom
11,4,32,base_06,Und 8 tanzend,And 8 dancing
11,5,33,base_04,1 ist der Eiskunstläufer,1 is the figure skater
11,5,34,base_01,2 der Polizist,2 of the policeman
11,5,35,base_02,3 liegend,3 lying down
11,5,36,base_06,4 beide Arme links oben ein Bein rechts hoch,4 both arms on the upper left one leg on the right
11,5,37,base_05,5 ist der Tänzer,5 is the dancer
11,5,38,base_07,6 ist der bückende,6 is the bowing
11,5,39,base_08,7 ist die betende,7 is the praying
11,5,40,base_03,Und 8 ist der Sitzende,And 8 is the sitting one
11,6,41,base_06,Beide Arme oben das rechte Bein oben die Nummer 1,Both arms at the top the right leg at the top the number 1
11,6,42,base_03,2 sitzend,2 sitting
11,6,43,base_02,3 liegend,3 lying down
11,6,44,base_07,4 gebückte,4 bent
11,6,45,base_08,5 betend,5 Praying
11,6,46,base_05,6 äh eine Arm rauf und einer runter,6 uh one arm up and one down
11,6,47,base_04,7 Eiskunstlauf,7 figure skating
11,6,48,base_01,8 Polizist,8 Policemen
11,7,49,close_06,Das 1 ist rechtes Bein oben linker Arm ist oben ist wie dicker wie breiter oben Mmh nein nein er hat das rechte Bein oben Und den linken Arm oben es sieht aus als wür. würde er sich abstützten so Nein. nein nicht bücken nein nein er hat das rechte Bein oben und der linke Arm oben und der ist ziemlich breit,The 1 is right leg top left arm top is like thicker than wider top Mmh no no he has the right leg top And the left arm top it looks like wür. would support himself so no. no don't bend no no he has the right leg top and the left arm top and that's pretty wide
11,7,50,close_04,Die 2 sieht aus wie ein Sprinter Rechtes Bein vorne linkes Bein oben,The 2 looks like a Sprinter right leg front left leg top
11,7,51,close_07,Ja. Die 3 ist ähm jemand wie jemand der sich so bückt das ist das was du vorhin gesagt hast,"Yeah, the three is, uh, someone like someone who bends like that, that's what you said earlier."
11,7,52,close_02,4 ist liegend wieder,4 is lying down again
11,7,53,close_08,5 ist wieder betend,5 is praying again
11,7,54,close_01,6 sieht aus wie ein wie ein einer der ein Kostüm an hat mit so einer Halskrause,6 looks like one who has a costume on with such a collar
11,7,55,close_03,7 ist sitzend,7 is sitting
11,7,56,close_05,Also das sind andere Ja und 8 ist der Rest,So that's other yes and 8 is the rest
11,8,57,close_05,Also die 1 ist das rechte Bein so weggestreckt und der der linke Arm rauf,So the 1 is the right leg so stretched out and the left arm up
11,8,58,close_07,Die 2 ist etwas aufheben,The 2 is something to pick up
11,8,59,close_01,Die 3 ist Halskrause,The 3 is neck collar
11,8,60,close_06,Die 4 ist der dicke Arm. oben,The 4 is the thick arm.
11,8,61,close_02,Die 5 liegend,The 5 lying
11,8,62,close_08,6 betend,6 Praying
11,8,63,close_04,Ähm die 7 ist so der der ein Bein hinten hoch hat,"Um, the 7 is so he's got one leg up in the back"
11,8,64,close_03,Und ja die 8,And yes the 8
11,9,65,close_01,1 Halskrause,1 neck collar
11,9,66,close_06,2 dicker Arm,2 thick arm
11,9,67,close_08,3 betend,3 Praying
11,9,68,close_05,4 linker Arm oben rechtes Bein ausgestreckt nach unten,4 left arm up right leg outstretched down
11,9,69,close_04,5 der Sprinter,5 of the Sprinters
11,9,70,close_07,6 sich nach etwas bücken,6 bend down after a bit
11,9,71,close_03,7 sitzend,7 sitting
11,9,72,close_02,und 8 liegend,and 8 lying
12,1,1,base_05,Also bei der 1 Hast du  wo ein. Von sich aus gesehen den rechten Arm oben hat und den linken unten Und die Beine sind irgendwie unten auch so über kreuzt Ja wie als wenn  Beine in der Mitte wären Ja genau,So at the 1 you have one. Seen from yourself has the right arm above and the left one below And the legs are somehow also crossed below Yes as if legs were in the middle Yes exactly
12,1,2,base_02,Und dann die 2. der liegt auf dem Bauch Ja die haben alle komische Köpfe. So ein viereckiger Der liegt einfach auf dem Bauch und die Bei. und hat eigentlich. die Beine hinten angewinkelt,And then the 2nd one is on the belly Yes they all have funny heads. Such a quadrangular one just lies on the belly and the side. and actually has. the legs angled at the back
12,1,3,base_06,o.k. und die 3 steht auf einem Bein Äh da. das rech. äh das andere Bein schaut vorne raus Und die Arme gehen hinauf Ja?,"Okay, and the three is on one leg, uh, that's right. uh, the other leg is looking out in front, and the arms are going up, yeah?"
12,1,4,base_04,Ja und das 4 ist das das auch auf einem Bein steht und das Bein nach hinten hinauf hält Ja? 28  M Ja,Yes and the 4 is that also stands on one leg and holds the leg up to the back Yes? 28 M Yes
12,1,5,base_03,Und die 5 der sitzt Schaut nach links ? Ja es ist so abgebildet,And the 5 who sits looking to the left ? Yes it is pictured like this
12,1,6,base_07,Und die 6 der bückt sich sieht aus wie ein Nikolaus. Bückt sich so,"And the 6 of them, they're like a Santa Claus."
12,1,7,base_01,Ja? Und die 7 ist. Hat Arme so auseinander ja ich weiss nicht so wie ein Engel ein grosses „Y“ mit eine Kopf oben,"Yes? And the 7 is. Has arms so apart yes I don't know like an angel a big ""Y"" with a head on top"
12,1,8,base_08,Und die 8 ist am knien und hat so irgendetwas in der Hand Ja? Ist gut? o.k. stopp,And the 8 is kneeling and has something like that in his hand Yes? Is it good? OK stop
12,10,73,far_08,Die 1 ist der der trinkt Der der etwas hat,The One is the One who drinks The One who has something
12,10,74,far_07,Die 2 ist der der sich bückt,The 2 is the one who bends
12,10,75,far_04,Die 3 ist der mit dem Kopf ganz rechts,The 3 is the one with the head on the right
12,10,76,far_05,4 ist der der nach links springt,4 is the one who jumps to the left
12,10,77,far_06,Die 5 ist der der nach rechts springt,The 5 is the one that jumps to the right
12,10,78,far_03,Die 6 ist der Bollen,The 6 is the Bollen
12,10,79,far_01,7 der Strich,7 of the line
12,10,80,far_02,Und 8 der der liegt,And 8 who lies the
12,11,81,far_03,o.k. die 1 ist der Bollen,o.k. the 1 is the Bollen
12,11,82,far_02,Die 2 der der liegt,The 2 of the
12,11,83,far_05,Die 3 der der nach,The 3 of of the the
12,11,84,far_07,Die 4 ist der der sich bückt,The 4 is the one who bends
12,11,85,far_01,Die 5 der Strich,The 5 of the line
12,11,86,far_06,Die 6 der mit dem Kopf rechts,The 6 with the head on the right
12,11,87,far_04,7 der der andere der springt,7 who jumps the other
12,11,88,far_08,Und 8 der der etwas bringt o.k.,And 8 who brings something o.k.
12,12,89,far_07,1 ist der der sich bückt,1 is the one who bends
12,12,90,far_01,Die 2 der Strich,The 2 of the line
12,12,91,far_05,Die 3 der der nach links hüpft,The 3 who jumps to the left
12,12,92,far_02,Die 4 der der liegt,The 4 of the
12,12,93,far_03,Die 5 der Bollen,The 5 of the Bollen
12,12,94,far_06,Die 6 der mit dem Kopf rechts,The 6 with the head on the right
12,12,95,far_04,Die 7 der der nach rechts springt,The 7 who jumps to the right
12,12,96,far_08,Und die 8 der der etwas bringt,And the 8 who brings something
12,2,9,base_03,Also die 1 ist das Männchen wieder das sitzt mit den Beinen nach links angewinkelt,So the 1 is the male again that sits with the legs angled to the left
12,2,10,base_02,2 ist das das liegt,2 is that that lies
12,2,11,base_01,Ja  die 3 ist das „Y“,"Yes, the 3 is the ""Y"""
12,2,12,base_08,Die 4 ist das das so kniet und so aussieht Ja,The 4 is that that kneels and looks like Yes
12,2,13,base_05,Die 5 ist das das so hüpft seinen rechten Arm so hinauf hält,The 5 is the one who keeps his right arm up like this
12,2,14,base_04,Die 6 ist das das auf einem Bein steht. Das andere nach hinten hält,"The 6 is the one standing on one leg, the other holding back"
12,2,15,base_07,Die 7 ist der Nikolaus,The 7 is the Santa Claus
12,2,16,base_06,Und die 8 ist der der die Arme so rauf hält Ja ist gut,And the 8 is the one holding the arms up like that Yes is good
12,3,17,base_07,Als o 1 ist der Nikolaus,As o 1 is the Nikolaus
12,3,18,base_08,2 der der kniet und etwas hält,2 who kneels and holds something
12,3,19,base_04,3 ist der auf einem Bein der das andere nach hinten hält,3 is the one on one leg holding the other back
12,3,20,base_03,4 ist der der sitzt,4 is the one who sits
