id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,clicked,clickedLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JH6FEQ42SHBZQ2JTT8M0D7AY,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-09T21:30:40.258693217Z,1.620000,2025-01-09T21:47:42.49928672Z,/tangrams/303_125.png,2025-01-09T21:47:39.249865171Z,game ended,2025-01-09T21:47:42.560397596Z,false,2025-01-09T21:30:40.258693217Z,true,2025-01-09T21:49:46.71863067Z,"{""age"":""35"",""gender"":""male"",""strategy"":""Pretty simple, find a way to describe the object with as few words as possible, pay attention to how the other person is describing them and try to use similar language so they understand."",""enjoy"":""Yes. We had similar speed and brevity in the chatbox, was obvious we were on the same page. We actually got almost every round correct, 5 or 6 were bugged and the correct choice came back wrong."",""feedback"":""We actually got more right than it shows! There were 5 or 6 rounds where we got the right one but it came back as wrong."",""education"":""high-school""}",2025-01-09T21:49:46.728122792Z,01JH6ER00DKQJP5DAGEN19MFQG,2025-01-09T21:27:47.088972332Z,2,2025-01-09T21:29:18.516550567Z,true,2025-01-09T21:30:39.598059511Z,01JH6ER00DKQJP5DAGEN19MFQG,2025-01-09T21:30:39.622146029Z,01JH6FKZM3HD817D4DSPFGXYZ0,2025-01-09T21:30:39.622146029Z,Minu,2025-01-09T21:30:40.258693217Z,#444EA1,2025-01-09T21:30:40.258693217Z,0,2025-01-09T21:32:10.367844944Z,01JH6FEH1X3CZFY6YVE747BX8X,2025-01-09T21:27:47.074631663Z,59f6c60eda08940001d4e8d2,2025-01-09T21:27:47.074631663Z,01JH6EZPN85KA2D8RXSWEGW94Z,2025-01-09T21:30:40.258693217Z,matcher,2025-01-09T21:47:33.795777116Z,1.620000,2025-01-09T21:47:42.49928672Z,/avatars/red.png,2025-01-09T21:30:40.258693217Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:27:47.088972332Z,full-noncomp,2025-01-09T21:27:47.088972332Z,"{""participantKey"":""59f6c60eda08940001d4e8d2"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803f29084d19381750a385""}",2025-01-09T21:27:47.237608853Z
01JH6EB4TEZE5FJAMPCYE4BVFX,,,,,,,game terminated,2025-01-09T21:56:38.875837212Z,,,,,,,01JH6ER00GR9S8WB6DM17V41FP,2025-01-09T21:17:45.052374071Z,2,2025-01-09T21:11:21.541925392Z,,,,,,,,,,,,,01JH6EB47AG1YYJXTBWGK3VVME,2025-01-09T21:08:21.454969352Z,67279f98f8c1c5c6f501d4ce,2025-01-09T21:08:21.454969352Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:08:21.461540256Z,full-comp-within,2025-01-09T21:08:21.461540256Z,"{""participantKey"":""67279f98f8c1c5c6f501d4ce"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803a9d2b23be451c336340""}",2025-01-09T21:08:21.786884086Z
01JH6EDGQKVEDJ8G0G9B8PJAAV,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-09T21:17:45.481819953Z,1.770000,2025-01-09T21:41:55.450127651Z,/tangrams/411_420.png,2025-01-09T21:41:52.221305584Z,game ended,2025-01-09T21:41:55.508910983Z,false,2025-01-09T21:17:45.481819953Z,true,2025-01-09T21:43:15.982992793Z,"{""age"":""27"",""gender"":""non-binary"",""strategy"":""identify key shapes like the pillar, arrows, rectangles and diamonds"",""enjoy"":""yes. we communicated clearly and easily once we found key words that worked for us"",""feedback"":""some answers were marked incorrect when they were correct."",""education"":""bachelor""}",2025-01-09T21:43:15.973114241Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:12:38.354429605Z,2,2025-01-09T21:15:54.720597933Z,true,2025-01-09T21:17:45.0399772Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:17:45.061427513Z,01JH6EWB72NZE7WCD5S4D43MSW,2025-01-09T21:17:45.061427513Z,Minu,2025-01-09T21:17:45.481819953Z,#444EA1,2025-01-09T21:17:45.481819953Z,0,2025-01-09T21:19:29.441136711Z,01JH6EDGEGW5FZ9B9V5YG2F9R0,2025-01-09T21:09:39.187315019Z,61020e5e58afbd86b25466aa,2025-01-09T21:09:39.187315019Z,01JH6EAX5D301ENHVSXMDYQFXD,2025-01-09T21:17:45.481819953Z,matcher,2025-01-09T21:41:45.202892964Z,1.770000,2025-01-09T21:41:55.450127651Z,/avatars/red.png,2025-01-09T21:17:45.481819953Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:09:39.194160197Z,full-comp-within,2025-01-09T21:09:39.194160197Z,"{""participantKey"":""61020e5e58afbd86b25466aa"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803ae6c9f61c9b252b6daa""}",2025-01-09T21:09:39.357888057Z
01JH6END8AY64F01KZ0D9HPJTX,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-09T21:20:30.418644193Z,1.650000,2025-01-09T21:52:13.02088175Z,/tangrams/386_189.png,2025-01-09T21:52:09.720145919Z,game ended,2025-01-09T21:52:13.08491648Z,false,2025-01-09T21:20:30.418644193Z,true,2025-01-09T21:53:13.817483797Z,"{""age"":""23"",""gender"":""male"",""strategy"":""divide the shape into simpler ones"",""enjoy"":""i enjoyed it a lot because i never had to communicate this way"",""feedback"":"""",""education"":""high-school""}",2025-01-09T21:53:13.759950534Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:14:36.313225251Z,2,2025-01-09T21:16:36.100247396Z,true,2025-01-09T21:17:50.456287483Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:17:51.510016013Z,01JH6EWHGK7XXSZEYXSTJMWV00,2025-01-09T21:17:51.510016013Z,Repi,2025-01-09T21:20:30.418644193Z,#29828D,2025-01-09T21:20:30.418644193Z,0,2025-01-09T21:35:36.386007012Z,01JH6ENCM5ZJNMPSCPDCK33GR5,2025-01-09T21:13:57.770782213Z,66a351d485504c90ae6a7973,2025-01-09T21:13:57.770782213Z,01JH6ERVZCNV0ZX1CZCZJPRDM6,2025-01-09T21:20:30.418644193Z,director,2025-01-09T21:51:59.376493194Z,1.650000,2025-01-09T21:52:13.02088175Z,/avatars/blue.png,2025-01-09T21:20:30.418644193Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:13:57.777905551Z,full-noncomp,2025-01-09T21:13:57.777905551Z,"{""participantKey"":""66a351d485504c90ae6a7973"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803b05fa00164bfe2d02ca""}",2025-01-09T21:13:58.105937524Z
01JH6EC4K4M4WYP4PHMWA4Z0JD,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-09T21:14:36.608117614Z,0.210000,2025-01-09T21:28:11.932555905Z,,2025-01-09T21:28:11.981855999Z,game ended,2025-01-09T21:32:24.955889195Z,true,2025-01-09T21:32:24.924511663Z,true,2025-01-09T21:37:27.039038483Z,"{""age"":""53"",""gender"":""male"",""strategy"":""descibe"",""enjoy"":""yes"",""feedback"":""keeps rolling"",""education"":""bachelor""}",2025-01-09T21:37:27.030575808Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:13:16.334694035Z,2,2025-01-09T21:12:52.180155406Z,true,2025-01-09T21:14:36.298176734Z,01JH6E1C2BP6ZGXRXBA6P1DY1H,2025-01-09T21:14:36.321881604Z,01JH6EPJWX31VZ9QVGRF5H12JX,2025-01-09T21:14:36.321881604Z,Repi,2025-01-09T21:14:36.608117614Z,#29828D,2025-01-09T21:14:36.608117614Z,4,2025-01-09T21:32:24.924511663Z,01JH6EC33XNT5JGTW5MZD4VX5E,2025-01-09T21:08:53.988888713Z,6779cadff8dc4ddeecc54ce2,2025-01-09T21:08:53.988888713Z,01JH6EESMW57FWEFHKRVJSTWEF,2025-01-09T21:14:36.608117614Z,director,2025-01-09T21:31:21.725848706Z,0.210000,2025-01-09T21:28:11.932555905Z,/avatars/blue.png,2025-01-09T21:14:36.608117614Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:08:53.995331055Z,full-noncomp,2025-01-09T21:08:53.995331055Z,"{""participantKey"":""6779cadff8dc4ddeecc54ce2"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803ab53522e3a20bf98260""}",2025-01-09T21:08:55.63998568Z
01JH6ECEK8H3EYT02YS5JT51JA,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-09T21:12:03.447956138Z,1.860000,2025-01-09T21:32:39.661441303Z,/tangrams/75_58.png,2025-01-09T21:32:36.504652686Z,game ended,2025-01-09T21:32:39.708156156Z,false,2025-01-09T21:12:03.447956138Z,true,2025-01-09T21:34:34.965988069Z,"{""age"":""25"",""gender"":""Male"",""strategy"":""Describe the simplest distinguishing feature of the shape"",""enjoy"":""Yes, we worked efficiently together with no friction"",""feedback"":""No issues"",""education"":""master""}",2025-01-09T21:34:34.958476082Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:09:04.23737294Z,2,2025-01-09T21:10:55.422108747Z,true,2025-01-09T21:12:03.203021746Z,01JH6E12CYJK257E7E3RXVEBQK,2025-01-09T21:12:03.227537961Z,01JH6EHXCRJ1ENR42VE0ZQ3Y93,2025-01-09T21:12:03.227537961Z,Repi,2025-01-09T21:12:03.447956138Z,#29828D,2025-01-09T21:12:03.447956138Z,0,2025-01-09T21:12:03.447956138Z,01JH6ECDV5P26EB88PRJ2C7NGS,2025-01-09T21:09:04.23219389Z,6658b2050980b63fc8fdbd13,2025-01-09T21:09:04.23219389Z,01JH6EDCRPMMP0TZSFS592H1YJ,2025-01-09T21:12:03.447956138Z,director,2025-01-09T21:32:29.822744645Z,1.860000,2025-01-09T21:32:39.661441303Z,/avatars/blue.png,2025-01-09T21:12:03.447956138Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:09:04.23737294Z,full-comp-between,2025-01-09T21:09:04.23737294Z,"{""participantKey"":""6658b2050980b63fc8fdbd13"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803ad444e1f6c01936c868""}",2025-01-09T21:09:04.576413556Z
01JH6FK17P5DFP4KE6KYX7G3D2,,,,,,,game terminated,2025-01-09T21:56:38.887967953Z,,,true,2025-01-09T21:57:07.828261245Z,"{""gamefailed"":""nogame""}",2025-01-09T21:57:07.836532374Z,01JH6ER00NSAMMFKBBS8V3SDG4,2025-01-09T21:30:08.516436609Z,2,2025-01-09T21:50:41.712111407Z,,,,,,,,,,,,,01JH6FJZNANN03NEJFJ11RHNK7,2025-01-09T21:30:08.502179085Z,65428ccce27a0d4dbf9beb82,2025-01-09T21:30:08.502179085Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:30:08.516436609Z,full-comp-between,2025-01-09T21:30:08.516436609Z,"{""participantKey"":""65428ccce27a0d4dbf9beb82"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803f9d08695de4001fc771""}",2025-01-09T21:30:09.151361884Z
01JH6EEWQ0Q2J1Q0MMCY4WDQ1Z,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-09T21:12:38.591198145Z,0.630000,2025-01-09T21:27:49.101789327Z,,2025-01-09T21:27:49.151093405Z,game ended,2025-01-09T21:32:02.072984502Z,true,2025-01-09T21:32:02.044536893Z,true,2025-01-09T21:33:27.263524093Z,"{""age"":""22"",""gender"":""male"",""strategy"":""I was just very descriptive and used shapes"",""enjoy"":""no. they left. "",""feedback"":""my partner just stopped answering and describing. i think he/she left. "",""education"":""bachelor""}",2025-01-09T21:33:27.253183717Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:10:50.581346422Z,2,2025-01-09T21:11:39.036755021Z,true,2025-01-09T21:12:06.848259959Z,01JH6E1C2DWXZEMQ1NCYN91YQD,2025-01-09T21:12:06.853963653Z,01JH6EJ0Y3MPEBGMNF3Q44NZ8Z,2025-01-09T21:12:06.853963653Z,Minu,2025-01-09T21:12:38.591198145Z,#444EA1,2025-01-09T21:12:38.591198145Z,4,2025-01-09T21:32:02.044536893Z,01JH6EEWBHDFGPXN5CJQ8B2HSX,2025-01-09T21:10:24.224079333Z,6757d2051908c2f3b8756d7d,2025-01-09T21:10:24.224079333Z,01JH6EE07RJH19M5EDFMA5E0K6,2025-01-09T21:12:38.591198145Z,director,2025-01-09T21:30:58.838618265Z,0.630000,2025-01-09T21:27:49.101789327Z,/avatars/red.png,2025-01-09T21:12:38.591198145Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:10:24.229761622Z,full-comp-within,2025-01-09T21:10:24.229761622Z,"{""participantKey"":""6757d2051908c2f3b8756d7d"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803b01d4f654929c4dc208""}",2025-01-09T21:10:24.414660632Z
01JH6ERVZCNV0ZX1CZCZJPRDM6,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-09T21:20:30.418644193Z,1.650000,2025-01-09T21:52:13.02088175Z,/tangrams/386_189.png,2025-01-09T21:52:09.711497152Z,game ended,2025-01-09T21:52:13.08491648Z,false,2025-01-09T21:20:30.418644193Z,true,2025-01-09T21:53:35.577355374Z,"{""age"":""52"",""gender"":""Male"",""strategy"":""To try and offer the best description, simplified to one or two words where my partner and I eventually knew what it represented"",""enjoy"":""Absolutely. They were really good with the descriptions, and didn't pressure me when I made a mistake. Wish you could offer them a bonus.\n"",""feedback"":""This was really good fun, and I enjoyed working with my partner. Really good person!"",""education"":""master""}",2025-01-09T21:53:35.570782631Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:15:51.159300699Z,2,2025-01-09T21:17:18.317761783Z,true,2025-01-09T21:20:29.909910307Z,01JH6EG3TQ8S1K1RV6SD3SZ300,2025-01-09T21:20:29.934717443Z,01JH6F1C7ACSMKEPNC2QXX713A,2025-01-09T21:20:29.934717443Z,Minu,2025-01-09T21:20:30.418644193Z,#444EA1,2025-01-09T21:20:30.418644193Z,0,2025-01-09T21:35:36.386007012Z,01JH6ERVAG5VA7KDQM54MCP3TM,2025-01-09T21:15:51.148185261Z,66962f162372082a3647f572,2025-01-09T21:15:51.148185261Z,01JH6END8AY64F01KZ0D9HPJTX,2025-01-09T21:20:30.418644193Z,matcher,2025-01-09T21:51:59.376493194Z,1.650000,2025-01-09T21:52:13.02088175Z,/avatars/red.png,2025-01-09T21:20:30.418644193Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:15:51.159300699Z,full-noncomp,2025-01-09T21:15:51.159300699Z,"{""participantKey"":""66962f162372082a3647f572"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803acd92591ff221c0d84c""}",2025-01-09T21:15:51.670379551Z
01JH6EEGR6R4XBJ3VBD2TA0FJ8,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-09T21:15:17.552871334Z,0,2025-01-09T21:15:17.552871334Z,,2025-01-09T21:15:23.171849117Z,game ended,2025-01-09T21:19:35.965969308Z,true,2025-01-09T21:19:35.947162173Z,,,,,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:12:03.219231623Z,2,2025-01-09T21:12:42.60551799Z,true,2025-01-09T21:15:17.225761023Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:15:17.249189942Z,01JH6EQTVX4BR8B7B10PJW2JTY,2025-01-09T21:15:17.249189942Z,Minu,2025-01-09T21:15:17.552871334Z,#444EA1,2025-01-09T21:15:17.552871334Z,4,2025-01-09T21:19:35.947162173Z,01JH6EEFY9T0D0QYY58HP326S8,2025-01-09T21:10:11.974678736Z,67604e1db455ca9b177b7616,2025-01-09T21:10:11.974678736Z,01JH6ECDF9X659VR9CMKP04EW8,2025-01-09T21:15:17.552871334Z,matcher,2025-01-09T21:18:32.785347112Z,0,2025-01-09T21:15:17.552871334Z,/avatars/red.png,2025-01-09T21:15:17.552871334Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:10:11.980480938Z,full-comp-between,2025-01-09T21:10:11.980480938Z,"{""participantKey"":""67604e1db455ca9b177b7616"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803af84feef739348fb153""}",2025-01-09T21:10:12.352575483Z
01JH6FP6K9Z5FP7GC0SFP3PV0P,,,,,,,game terminated,2025-01-09T21:56:38.887967953Z,,,true,2025-01-09T21:47:01.55845587Z,"{""gamefailed"":""nogame""}",2025-01-09T21:47:01.549507078Z,01JH6ER00NSAMMFKBBS8V3SDG4,2025-01-09T21:31:52.314929047Z,2,2025-01-09T21:34:01.719433643Z,true,2025-01-09T21:36:37.111319643Z,01JH6ER00NSAMMFKBBS8V3SDG4,2025-01-09T21:36:37.166590035Z,01JH6FYWSB6K8QWKHNP60WRQBE,2025-01-09T21:36:37.166590035Z,,,,,,,01JH6FP5VYFCSA6JRNZPS0SVDA,2025-01-09T21:31:52.297557616Z,603b7527efab507a7a9208d0,2025-01-09T21:31:52.297557616Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:31:52.314929047Z,full-comp-between,2025-01-09T21:31:52.314929047Z,"{""participantKey"":""603b7527efab507a7a9208d0"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""6780402f7ac3b8b18bfc82ff""}",2025-01-09T21:31:52.661558598Z
01JH6EC0QT9GHCNVFNG3PMPQV6,,,,,,,game terminated,2025-01-09T21:56:38.887967953Z,,,,,,,01JH6ER00NSAMMFKBBS8V3SDG4,2025-01-09T21:24:19.639572337Z,2,2025-01-09T21:12:06.162019663Z,,,,,,,,,,,,,01JH6EBZC3D1GT69VMT5DT7VK0,2025-01-09T21:08:50.042068658Z,677906b4b253240f92a525e6,2025-01-09T21:08:50.042068658Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:08:50.047403155Z,full-comp-between,2025-01-09T21:08:50.047403155Z,"{""participantKey"":""677906b4b253240f92a525e6"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803ac2d4e4cdca301100da""}",2025-01-09T21:08:50.455919706Z
01JH6ECDF9X659VR9CMKP04EW8,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-09T21:15:17.552871334Z,0,2025-01-09T21:15:17.552871334Z,,2025-01-09T21:15:23.171849117Z,game ended,2025-01-09T21:19:35.965969308Z,true,2025-01-09T21:19:35.947162173Z,true,2025-01-09T21:20:56.834414459Z,"{""age"":""65"",""gender"":""female"",""strategy"":""no strategy, could not get anyone to play with me"",""enjoy"":""no partner responded"",""feedback"":""no partner responded"",""education"":""bachelor""}",2025-01-09T21:20:56.828710999Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:12:03.219231623Z,2,2025-01-09T21:12:11.82182014Z,true,2025-01-09T21:12:40.846715139Z,01JH6E1C2DWXZEMQ1NDGSW5GAF,2025-01-09T21:12:42.193954109Z,01JH6EK3EFZ0YN9B7X4YGRW8AR,2025-01-09T21:12:42.193954109Z,Repi,2025-01-09T21:15:17.552871334Z,#29828D,2025-01-09T21:15:17.552871334Z,4,2025-01-09T21:19:35.947162173Z,01JH6ECD649NJ941MA3QZSTY96,2025-01-09T21:09:03.081285284Z,5ea1a9b5e876fe07b737367b,2025-01-09T21:09:03.081285284Z,01JH6EEGR6R4XBJ3VBD2TA0FJ8,2025-01-09T21:15:17.552871334Z,director,2025-01-09T21:18:32.785347112Z,0,2025-01-09T21:15:17.552871334Z,/avatars/blue.png,2025-01-09T21:15:17.552871334Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:09:03.096922997Z,full-comp-between,2025-01-09T21:09:03.096922997Z,"{""participantKey"":""5ea1a9b5e876fe07b737367b"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803ac4d4700120b2b6232b""}",2025-01-09T21:09:03.264236261Z
01JH6EAX5D301ENHVSXMDYQFXD,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-09T21:17:45.481819953Z,1.770000,2025-01-09T21:41:55.450127651Z,/tangrams/411_420.png,2025-01-09T21:41:52.22926104Z,game ended,2025-01-09T21:41:55.508910983Z,false,2025-01-09T21:17:45.481819953Z,true,2025-01-09T21:44:14.706754728Z,"{""age"":""23"",""gender"":""Male"",""strategy"":""We both recongised certain patterns in the shapes such as a pillar on the left or half diamonds on the left, arrow on the right and if the shape was hollow or solid."",""enjoy"":""I did enjoy we made a stragedy and became very quick and highly accurate"",""feedback"":""It marked correct shapes incorrect even though I/they selected the correct one."",""education"":""bachelor""}",2025-01-09T21:44:14.698122494Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:12:38.354429605Z,2,2025-01-09T21:10:26.74150272Z,true,2025-01-09T21:13:15.399988149Z,01JH6EG3TRG27F1KB2P3FPC8N9,2025-01-09T21:13:15.406925084Z,01JH6EM3WCM3FAGNHKQWXX6CEV,2025-01-09T21:13:15.406925084Z,Repi,2025-01-09T21:17:45.481819953Z,#29828D,2025-01-09T21:17:45.481819953Z,0,2025-01-09T21:19:29.441136711Z,01JH6EAWM03HXBZFCSVA430BZC,2025-01-09T21:08:13.613782458Z,67622a8ad0f635e4ebfd70b5,2025-01-09T21:08:13.613782458Z,01JH6EDGQKVEDJ8G0G9B8PJAAV,2025-01-09T21:17:45.481819953Z,director,2025-01-09T21:41:45.202892964Z,1.770000,2025-01-09T21:41:55.450127651Z,/avatars/blue.png,2025-01-09T21:17:45.481819953Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:08:13.62127089Z,full-comp-within,2025-01-09T21:08:13.62127089Z,"{""participantKey"":""67622a8ad0f635e4ebfd70b5"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803aa1bbe449ef3dfba35e""}",2025-01-09T21:08:13.906053676Z
01JH6EB7FQ2BQJEPKTGCVH5D4C,,,,,,,game terminated,2025-01-09T21:56:38.887967953Z,,,,,,,01JH6ER00NSAMMFKBBS8V3SDG4,2025-01-09T21:24:19.639572337Z,2,2025-01-09T21:27:44.11374685Z,,,,,,,,,,,,,01JH6EB6VQ9SRHRYF1R2DFXN7R,2025-01-09T21:08:24.183620686Z,6669d60e11f380ecc2461daa,2025-01-09T21:08:24.183620686Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-09T21:08:24.189670407Z,full-comp-between,2025-01-09T21:08:24.189670407Z,"{""participantKey"":""6669d60e11f380ecc2461daa"",""STUDY_ID"":""67800e9790fa13de8a6f0f1c"",""SESSION_ID"":""67803aa9cb02e9966b417e1a""}",2025-01-09T21:08:24.519389025Z
