playerID,prolificID,bonus,exitStepDone,gameID,age,gender,strategy,enjoy,feedback,education,gamefailed
01JHZRTA9WKW3N5KVFVA6YXMR8,596e1edd39e9d00001b7bb98,1.83,TRUE,01JHZRNZPM2R94XJ5Y8A4VE390,49,Male,Becoming familiar with short explanations,"It was actually really fun. We worked well, the task was enjoyable, really flew by. I could keep doing it.","Yeah, I couldn't see the chat box and had to click all around the page for ages, thus missed the first one. Perhaps it's just my chrome? Might be worth adding a coloured surrounding box? Perhaps it's just me. :)",other,NA
01JHZS1CYAAET6P8Z48HRA5RFN,663abe859bcc3ea8ef9bbdf3,1.68,TRUE,01JHZRP6W58PW0QH0Q8CX5R6E1,59,female,comprehensive ,"yes, good interpreter ",none,other,NA
01JHZRSD0BBT2JA1ABBDABHTTM,66e32aaad05615cfd9fcbe48,1.74,TRUE,01JHZRP28EFJNTK7PEWYZB3W3R,52,male,I tried to use simple descriptions.,They were responsive and good at guessing.,no problems,bachelor,NA
01JHZRSTJTE0X7VHXTA9Z9AXS1,652964a563d36c1a829c0caa,NA,NA,01JHZRPV7MGZXQTK2PZ2D5X7DJ,NA,NA,NA,NA,NA,NA,NA
01JHZRVY3AH5A62935DGBWVGCF,671609ab4a3f2c6c76dfe9d8,0.09,TRUE,01JHZRP6GXA9WSY32V5XKT1SEW,25,man,shape of animals,yes,NA,bachelor,NA
01JHZRYM5K1F3FBZGJPJGTF2XS,66904bbd1eb9bb790b9b0f6f,1.86,TRUE,01JHZRP45TCZZ7KAXYDEKZSPW3,20,Male,described what the shapes looked like ,"i did, we got along",,high-school,NA
01JHZS4ME77Y3ADBX5Z70GAY0F,6658bbc6589d777bab78b02c,1.74,TRUE,01JHZRP5AAR0CEZ1RZS1WKMAVK,33,Female,Simple as possible but clear enough that there's only was for sure possible correct answer.,I did! Was fun  :).,None. Best of luck with your research  :).,master,NA
01JHZRSMRB4DG54VA2F91AHAEE,66d9547a9df3044a616f2cfd,1.83,TRUE,01JHZRNZPM2R94XJ5Y8A4VE390,36,male,looking for unique identifying shapes or patterns in the target and coming up with unique identifying recgonizable names ,Yes it was enjoyable and once we established familiarity with the objects it became easier to communicate with my partner,no issues and enjoyed the study,bachelor,NA
01JHZRSQRW1KYQVW7DZNKPVVNQ,5eadaff848b26f4483ae62d9,1.89,TRUE,01JHZRP13EEXZA7X6Q5VAKFQ00,43,Male,To be clear and concise with descriptions,"Yes, it was fun",Thanks for letting me take part!,high-school,NA
01JHZRXFQMY2HT3F6Y8JM7BHM1,678201fd68120cff1a71a191,0.06,TRUE,01JHZRP3SY1T8B3B1TR2PGH877,21,Female,I rely on my intuition,I enjoy the game until page white out,Display white out,master,NA
01JHZS0NSFPQ41H8JECP9374DQ,651abcc13ecbad9f2062ac4f,1.47,TRUE,01JHZRP4Y8PFKXMG440X4RZJCQ,57,Male,We both described the image we could see,Yes they gave good descriptions of what we could see,no problems,high-school,NA
01JHZS2NHVSRM80ZT97HE4ANS8,672ceecd4b982fd2123fa32f,1.65,TRUE,01JHZRP4GV3C4QB3FS4ACE3M85,36,man,we used names for the shapes,they understood easily,none,bachelor,NA
01JHZRSJSEXJHSYJ59C9626WB7,66b799c39798fd79dd188ed0,1.86,TRUE,01JHZRP2YRNPPJXJSSTHEBS9MA,56,Female,find a shape easy to describe,yes it was fun working with someone,just ending to soon,high-school,NA
01JHZRT7ZNB6YT7A2XPJSPFSWD,5bb21a6ed14ec100019840fb,NA,NA,01JHZRPV7MGZXQTK2PZ2D5X7DJ,NA,NA,NA,NA,NA,NA,NA
01JHZRW20PXE9B81HYW5TB042E,6704539fe462b87182866f14,1.65,TRUE,01JHZRP3F0Z4P858ET8CY7M67Z,42,Male,Lookng for geometrical shapes on left and right,Yes,"Really interesting study, well done!",master,NA
01JHZRXCEGNF6W4BJVDTPMPFCX,6725006b1128706bbaf567d4,1.65,TRUE,01JHZRP3F0Z4P858ET8CY7M67Z,48,female,,,,master,NA
01JHZRSRR0JWYHD2N1QYH8M6W7,5a219133b4665b00011fd87a,1.47,TRUE,01JHZRP4Y8PFKXMG440X4RZJCQ,26,Female,had to give simpler instructions,,,bachelor,NA
