text,player_id,role,message_num,message_irrelevant,time_stamp,trial_id
el que está arrodillado,2,describer,1,FALSE,NA,53
ice skater,2,describer,1,FALSE,NA,54
el de la manga larga,1,matcher,1,FALSE,NA,55
what,1,matcher,2,TRUE,NA,55
con los brazos pequeños,2,describer,3,FALSE,NA,55
the thick one,2,describer,4,FALSE,NA,55
no arms,2,describer,1,FALSE,NA,56
no legs,2,describer,2,FALSE,NA,56
the fetus,2,describer,3,FALSE,NA,56
el pájaro,2,describer,1,FALSE,NA,57
el que no tiene piernas,2,describer,2,FALSE,NA,57
me voy a matar,1,matcher,1,TRUE,NA,58
the priest,2,describer,2,FALSE,NA,58
qué sé yo,1,matcher,3,TRUE,NA,58
uy,1,matcher,4,TRUE,NA,58
el que se va arrodillar,2,describer,1,FALSE,NA,59
la blow job queen,1,matcher,1,FALSE,NA,60
the zombie,2,describer,2,FALSE,NA,60
hello,4,describer,1,TRUE,NA,61
hey,3,matcher,1,TRUE,NA,62
tú me tienes que decir a mí,3,matcher,2,TRUE,NA,62
verdad,3,matcher,3,TRUE,NA,62
nena,3,matcher,4,TRUE,NA,62
el muñequito es bien cuadrado,4,describer,5,FALSE,NA,62
answer,3,matcher,6,TRUE,NA,62
tiene un diamante en la cabeza,4,describer,7,FALSE,NA,62
más específica,3,matcher,8,TRUE,NA,62
tú tienes que escoger el que yo estoy describing,4,describer,9,TRUE,NA,62
I know,3,matcher,10,TRUE,NA,62
es bien cuadrado,4,describer,11,FALSE,NA,62
el muñeco tiene como que bunny ears,4,describer,1,FALSE,NA,63
o sea,3,matcher,2,TRUE,NA,63
dime cuál es,3,matcher,3,TRUE,NA,63
nena,3,matcher,4,TRUE,NA,63
bien,3,matcher,1,TRUE,NA,64
good game,3,matcher,2,TRUE,NA,64
sigue,3,matcher,3,TRUE,NA,64
el muñeco parece que está volando,4,describer,4,FALSE,NA,64
como que cayendo,4,describer,5,FALSE,NA,64
y volando a la vez,4,describer,6,FALSE,NA,64
hello,4,describer,7,TRUE,NA,64
tengo dos en mente,3,matcher,8,FALSE,NA,64
más específica,3,matcher,9,TRUE,NA,64
sigue,3,matcher,1,TRUE,NA,65
dale,3,matcher,2,TRUE,NA,65
parece un bebé wrapped in a blanket,4,describer,3,FALSE,NA,65
avanza,3,matcher,4,TRUE,NA,65
gracias,4,describer,5,TRUE,NA,65
good game,3,matcher,6,TRUE,NA,65
con culo o sin,3,matcher,1,FALSE,NA,66
o un menú,4,describer,2,FALSE,NA,66
hay tres,3,matcher,3,FALSE,NA,66
parece que tiene una pistola,4,describer,4,FALSE,NA,66
sigue,3,matcher,5,TRUE,NA,66
funny,3,matcher,6,TRUE,NA,66
pistola es bien cuadrada,4,describer,7,FALSE,NA,66
voy a ti,3,matcher,1,TRUE,NA,67
okay de mano tiene dos triángulos,4,describer,2,FALSE,NA,67
entonces parece que está mirando hacia abajo,4,describer,3,FALSE,NA,67
y el body está como que muchos shapes,4,describer,4,FALSE,NA,67
sigue,3,matcher,5,TRUE,NA,67
diablo este está difícil,4,describer,6,TRUE,NA,67
good game,3,matcher,7,TRUE,NA,67
gracias,4,describer,1,TRUE,NA,68
no sé qué más decir,4,describer,2,TRUE,NA,68
como que sentado,4,describer,3,FALSE,NA,68
ajá,4,describer,4,TRUE,NA,68
el amiguito está sentado,4,describer,5,FALSE,NA,68
hurry,3,matcher,6,TRUE,NA,68
sacamos mal,3,matcher,7,TRUE,NA,68
está praying,4,describer,1,FALSE,NA,69
en una piedra,4,describer,2,FALSE,NA,69
eh,3,matcher,3,TRUE,NA,69
mirando hacia el cielo,4,describer,4,FALSE,NA,69
no sé,3,matcher,5,TRUE,NA,69
sus manos son triángulos,4,describer,6,FALSE,NA,69
vaya,4,describer,1,TRUE,NA,70
y tiene dos triángulos,4,describer,2,FALSE,NA,70
está balancing on one leg,4,describer,3,FALSE,NA,70
más specific,3,matcher,4,TRUE,NA,70
con sus piernas de triángulo guindando,4,describer,1,FALSE,NA,71
hello,3,matcher,2,TRUE,NA,71
good game,3,matcher,3,TRUE,NA,71
está como que sentado en un rhombus,4,describer,4,FALSE,NA,71
te toca a ti,4,matcher,1,TRUE,NA,72
mirando hacia arriba,4,describer,2,FALSE,NA,72
loca no sé,3,matcher,3,TRUE,NA,72
like pidiéndole a el cielo,4,describer,4,FALSE,NA,72
está orando full,4,describer,5,FALSE,NA,72
avanza,3,matcher,6,TRUE,NA,72
bro no le di a nada,3,matcher,7,TRUE,NA,72
y como un pico de un pájaro,3,describer,1,FALSE,NA,73
como a mitad,3,describer,2,FALSE,NA,73
tiene una pierna en el aire,3,describer,3,FALSE,NA,73
bro te toca,4,matcher,4,TRUE,NA,73
oops,3,describer,5,TRUE,NA,73
no sé cómo más decírtelo,3,describer,6,TRUE,NA,73
avanza,4,matcher,7,TRUE,NA,73
dale,4,matcher,8,TRUE,NA,73
te toca,4,matcher,9,TRUE,NA,73
soy atea,3,describer,10,TRUE,NA,73
girl,3,describer,11,TRUE,NA,73
y el otro abajo,3,describer,1,FALSE,NA,74
hello,4,matcher,2,TRUE,NA,74
y sus manos son triángulo,3,describer,3,FALSE,NA,74
tiene one leg up,3,describer,4,FALSE,NA,74
eso,4,matcher,5,TRUE,NA,74
telepatía,4,matcher,1,TRUE,NA,75
okay,3,describer,2,TRUE,NA,75
este está como acostado,3,describer,3,FALSE,NA,75
y un triángulo,3,describer,4,FALSE,NA,75
tiene orejas de conejo,4,matcher,5,FALSE,NA,75
y tiene un square,3,describer,6,FALSE,NA,75
y tiene un piecito,3,describer,1,FALSE,NA,76
en el otro lado es cuadrado,3,describer,2,FALSE,NA,76
este tiene una solo mano como triángulo,3,describer,3,FALSE,NA,76
okay,3,describer,4,TRUE,NA,76
qué pasó ahí,4,matcher,5,TRUE,NA,76
bunny ears,3,describer,1,FALSE,NA,77
bro,4,matcher,2,TRUE,NA,77
este tiene un roto en una de las manos,3,describer,1,FALSE,NA,78
okay,3,describer,2,TRUE,NA,78
period,4,matcher,3,TRUE,NA,78
como está ripped,3,describer,4,FALSE,NA,78
hacia arriba,3,describer,1,FALSE,NA,79
y una cola como hacia arriba,3,describer,2,FALSE,NA,79
y dos diamantes,3,describer,3,FALSE,NA,79
ni idea,4,matcher,4,TRUE,NA,79
ajá,3,describer,5,TRUE,NA,79
como un triángulo hacia la derecha,3,describer,6,FALSE,NA,79
como dos diamantes uno encima de el otro,3,describer,7,FALSE,NA,79
okay este tiene,3,describer,8,FALSE,NA,79
okay está sentado,3,describer,1,FALSE,NA,80
good game,4,matcher,2,TRUE,NA,80
yes,4,matcher,3,TRUE,NA,80
como con depresión,3,describer,4,FALSE,NA,80
con un cuello finito,3,describer,5,FALSE,NA,80
se le ven las rodillas,4,matcher,6,FALSE,NA,80
y rodillas,3,describer,7,FALSE,NA,80
tiene un hunched back,3,describer,8,FALSE,NA,80
jaja,3,describer,1,TRUE,NA,81
el que está flying y cayéndose,3,describer,2,FALSE,NA,81
good game,4,matcher,3,TRUE,NA,81
el que tiene un solo pico a la derecha,3,describer,1,FALSE,NA,82
o sea tiene la cabeza,3,describer,2,FALSE,NA,82
y el pico hacia la derecha,3,describer,3,FALSE,NA,82
el cuerpo,3,describer,4,FALSE,NA,82
hello girl,4,matcher,5,TRUE,NA,82
okay,3,describer,1,TRUE,NA,83
el que tiene un pico como una mano,3,describer,2,FALSE,NA,83
y sus pies están como desplazados,3,describer,3,FALSE,NA,83
solamente una mano,3,describer,4,FALSE,NA,83
cómo ajá,3,describer,5,TRUE,NA,83
de coger a el pillo,3,describer,6,FALSE,NA,83
como un policía acaba,3,describer,7,FALSE,NA,83
okay ese no tuvo ni sentido,4,matcher,1,TRUE,NA,84
el de la pistola cuadrada,3,describer,2,FALSE,NA,84
está orando hacia arriba,4,describer,1,FALSE,NA,85
buenas,3,matcher,2,TRUE,NA,85
tiene como que rodillas,4,describer,3,FALSE,NA,85
picos de mano,4,describer,4,FALSE,NA,85
está mirando hacia arriba,4,describer,5,FALSE,NA,85
otro description,3,matcher,1,TRUE,NA,86
está mirando hacia arriba,4,describer,2,FALSE,NA,86
que eso no funciona,3,matcher,3,TRUE,NA,86
girl,3,matcher,4,TRUE,NA,86
tiene triángulos de mano,4,describer,5,FALSE,NA,86
ajá,3,matcher,6,TRUE,NA,86
está roto,3,matcher,7,FALSE,NA,86
y está como que sentado en un triángulo,4,describer,8,FALSE,NA,86
okay,3,matcher,9,TRUE,NA,86
está orando también,4,describer,10,FALSE,NA,86
okay,3,matcher,11,TRUE,NA,86
no,4,describer,12,FALSE,NA,86
como en una de las manos,3,matcher,13,FALSE,NA,86
está cayendo,4,describer,1,FALSE,NA,87
cuál es,3,matcher,2,FALSE,NA,87
se fue,3,matcher,3,TRUE,NA,87
eh,3,matcher,4,TRUE,NA,87
decía que el server,3,matcher,5,TRUE,NA,87
and flying,4,describer,6,FALSE,NA,87
ajá,3,matcher,1,TRUE,NA,88
no tiene extremidades,4,describer,2,FALSE,NA,88
como el bebé,3,matcher,3,FALSE,NA,88
como un bebé,4,describer,4,FALSE,NA,88
ajá,3,matcher,5,TRUE,NA,88
lol,3,matcher,6,TRUE,NA,88
vamos mis amores,3,matcher,7,TRUE,NA,88
está como que acurrucado,4,describer,8,FALSE,NA,88
good game,3,matcher,9,TRUE,NA,88
dale,3,matcher,10,TRUE,NA,88
esta es la vecina,3,matcher,1,FALSE,NA,89
dale,3,matcher,2,TRUE,NA,89
voy nena,4,describer,3,TRUE,NA,89
está sentado con las rodillas,4,describer,4,FALSE,NA,89
dos triángulos como manos,4,describer,1,FALSE,NA,90
esta es la vecina,3,matcher,2,FALSE,NA,90
está mirando hacia abajo,4,describer,3,FALSE,NA,90
deja de spam,4,describer,4,TRUE,NA,90
y está arrodillado,4,describer,5,FALSE,NA,90
ajá,3,matcher,1,TRUE,NA,91
mala mía,3,matcher,2,TRUE,NA,91
shit,3,matcher,3,TRUE,NA,91
pistola cuadrada,4,describer,4,FALSE,NA,91
tiene la mano como que rota,4,describer,1,FALSE,NA,92
está meciendo las piernas en una piedra,4,describer,2,FALSE,NA,92
ajá,3,matcher,1,TRUE,NA,93
giel,3,matcher,2,TRUE,NA,93
tiene una pierna hacia arriba y otra hacia abajo,4,describer,3,FALSE,NA,93
entonces tiene dos triángulos,4,describer,4,FALSE,NA,93
full,4,describer,5,TRUE,NA,93
full,3,matcher,6,TRUE,NA,93
o gull,3,matcher,7,TRUE,NA,93
como es un poco nada más,3,matcher,8,FALSE,NA,93
triángulo hacia la mano derecha,4,describer,9,FALSE,NA,93
cuál es el slight,3,matcher,10,FALSE,NA,93
y un diamante,4,describer,11,FALSE,NA,93
completamente,4,describer,1,FALSE,NA,94
mano a la derecha,3,matcher,2,FALSE,NA,94
como que su lado izquierdo es straight,4,describer,3,FALSE,NA,94
una solo,3,matcher,4,FALSE,NA,94
ajá,3,matcher,5,TRUE,NA,94
el pana es bien cuadrado,4,describer,6,FALSE,NA,94
time,3,matcher,7,TRUE,NA,94
ajá,3,matcher,1,TRUE,NA,95
good game,3,matcher,2,TRUE,NA,95
bunny ears,4,describer,3,FALSE,NA,95
good game,3,matcher,1,TRUE,NA,96
está como que kicking up,4,describer,2,FALSE,NA,96
okay,3,matcher,3,TRUE,NA,96
like tiene una pierna hacia arriba pero no completamente,4,describer,4,FALSE,NA,96
solamente una pierna arriba,3,matcher,5,FALSE,NA,96
okay el bunny ears como deformed,3,describer,1,FALSE,NA,97
dale girl,4,matcher,2,TRUE,NA,97
y mira hacia arriba,3,describer,1,FALSE,NA,98
completamente,3,describer,2,FALSE,NA,98
el que tiene un ripped,3,describer,3,FALSE,NA,98
period,4,matcher,4,TRUE,NA,98
anda la saqué,4,matcher,5,TRUE,NA,98
cayendo y volando,3,describer,1,FALSE,NA,99
nena,3,describer,2,TRUE,NA,99
escribe,3,describer,3,TRUE,NA,99
okay,3,describer,4,TRUE,NA,99
parece que los mensajes me están llegando tarde,4,matcher,1,TRUE,NA,100
el lado izquierdo,3,describer,2,FALSE,NA,100
completo,3,describer,3,FALSE,NA,100
el cuadrado,3,describer,4,FALSE,NA,100
so tranquila,4,matcher,5,FALSE,NA,100
pistola cuadrada,3,describer,1,FALSE,NA,101
okay,3,describer,1,TRUE,NA,102
es como pistola cuadrada,3,describer,2,FALSE,NA,102
los pies está como virados,3,describer,3,FALSE,NA,102
el de el policía,3,describer,4,FALSE,NA,102
o sea los pies están de lado,3,describer,5,FALSE,NA,102
girl,3,describer,6,TRUE,NA,102
pero,3,describer,7,FALSE,NA,102
jaja,3,describer,1,TRUE,NA,103
el de one leg completely up,3,describer,2,FALSE,NA,103
nena ese description tuyo de la policía está más malo,4,matcher,3,FALSE,NA,103
como los pies como pico,3,describer,1,FALSE,NA,104
pero,3,describer,2,TRUE,NA,104
el de la pistola,3,describer,3,FALSE,NA,104
cuando you spam me,3,describer,1,TRUE,NA,105
paciencia,3,describer,2,TRUE,NA,105
chica,4,matcher,3,TRUE,NA,105
el de la rodillas,3,describer,4,FALSE,NA,105
sentado,3,describer,5,FALSE,NA,105
estoy typing,3,describer,6,TRUE,NA,105
tienes que esperar,3,describer,7,TRUE,NA,105
slight up,3,describer,1,FALSE,NA,106
un leg,3,describer,2,FALSE,NA,106
mira quién habla de paciencia,4,matcher,3,TRUE,NA,106
cuando you spam me,3,describer,4,TRUE,NA,106
los mensajes llegan más rápidos,3,describer,5,TRUE,NA,106
por eso lo estaba haciendo,3,describer,6,TRUE,NA,106
anyways,3,describer,7,TRUE,NA,106
avanza y dame algo,4,matcher,8,TRUE,NA,106
tiene como un pico de pájaro,3,describer,9,FALSE,NA,106
el bebé,3,describer,1,FALSE,NA,107
lindo,3,describer,1,FALSE,NA,108
bunny,3,describer,2,FALSE,NA,108
el de el pico de el pájaro,4,describer,1,FALSE,NA,109
que tiene la pierna hacia arriba,4,describer,2,FALSE,NA,109
el que está sentado con las rodillas,4,describer,1,FALSE,NA,110
mis amores,3,matcher,2,TRUE,NA,110
vamos,3,matcher,3,TRUE,NA,110
como te la describí a ti,3,matcher,1,TRUE,NA,111
que tiene como que una ametralladora,4,describer,2,FALSE,NA,111
sentado en un triángulo,4,describer,3,FALSE,NA,111
mirando hacia arriba,4,describer,4,TRUE,NA,111
pero dale,3,matcher,5,TRUE,NA,111
es que no me llegan los messages,3,matcher,6,TRUE,NA,111
mirando hacia arriba,4,describer,7,TRUE,NA,111
nena está parado,4,describer,1,TRUE,NA,112
tiene las rodillas dobladas,4,describer,2,FALSE,NA,112
de orar,3,matcher,3,FALSE,NA,112
mirando hacia arriba,4,describer,4,FALSE,NA,112
no sé,3,matcher,5,TRUE,NA,112
you suck at this,3,matcher,6,TRUE,NA,112
bro,3,matcher,7,TRUE,NA,112
el que está orando con las rodillas,4,describer,8,FALSE,NA,112
descríbemelas,3,matcher,1,TRUE,NA,113
bunny ears deformado,4,describer,2,FALSE,NA,113
girl,3,matcher,3,TRUE,NA,113
el bien cuadrado,4,describer,1,FALSE,NA,114
por lo menos,3,matcher,2,TRUE,NA,114
bunny ears,4,describer,1,FALSE,NA,115
bien,3,matcher,2,TRUE,NA,115
cayendo flying,4,describer,1,FALSE,NA,116
ajá,3,matcher,2,TRUE,NA,116
el baby,4,describer,1,FALSE,NA,117
vamos mis amores,3,matcher,2,TRUE,NA,117
el que tiene la ala completamente rota,4,describer,1,FALSE,NA,118
go,3,matcher,2,TRUE,NA,118
el que tiene una sola pierna abajo,4,describer,1,FALSE,NA,119
vamos,3,matcher,2,TRUE,NA,119
ya nena,4,describer,1,TRUE,NA,120
pistola cuadrada,4,describer,2,FALSE,NA,120
chicken,6,describer,1,FALSE,NA,121
did not see chicken,5,matcher,1,FALSE,NA,122
no arms or legs also kind of looks like an habichuela with a diamond on top,6,describer,2,FALSE,NA,122
toilet with a diamond on top,6,describer,1,FALSE,NA,123
it kind of looks like a stove top espresso maker with the lid open with a mountain in the background,6,describer,1,FALSE,NA,124
praying guy,6,describer,1,FALSE,NA,125
praying lady this time with a long robe with hood,6,describer,1,FALSE,NA,126
sad sitting person also could be doing a sit up,6,describer,1,FALSE,NA,127
also looks like a podium,6,describer,1,FALSE,NA,128
looks like an old church dude giving a sermon I can picture him chanting,6,describer,2,FALSE,NA,128
sad bird man kicking the dirt,6,describer,1,FALSE,NA,129
sitting on the floor with a giant bow on her head,6,describer,1,FALSE,NA,130
a dancer doing one of those lunges,6,describer,1,FALSE,NA,131
has a slit in her dress,6,describer,2,FALSE,NA,131
he is being blown away the wind is strong,6,describer,1,FALSE,NA,132
he is ready to fly,6,describer,2,FALSE,NA,132
robed person standing while holding arms out,5,describer,1,FALSE,NA,133
half eaten Minecraft block with diamond on top,5,describer,1,FALSE,NA,134
bow,6,matcher,1,FALSE,NA,135
sad triangle person sitting against wall,5,describer,2,FALSE,NA,135
bipedal beak man with no arms and block on back,5,describer,1,FALSE,NA,136
robed woman on knees in prayer,5,describer,1,FALSE,NA,137
a mice laying on ground looking left,5,describer,1,FALSE,NA,138
ice skater with both arms stretched out with one leg behind,5,describer,1,FALSE,NA,139
slanted man with arms out to his sides in celebration,5,describer,1,FALSE,NA,140
diamond head,5,describer,1,FALSE,NA,141
thinking person with back against wall,5,describer,2,FALSE,NA,141
pickle with diamond on top,5,describer,1,FALSE,NA,142
crouched man in robes with arms front about to jump,5,describer,1,FALSE,NA,143
mermaid with giant ears laying in ground with an arm supporting her,5,describer,1,FALSE,NA,144
italics man,6,describer,1,FALSE,NA,145
he is falling,6,describer,2,FALSE,NA,145
chicken skater,6,describer,1,FALSE,NA,146
triangle girl with the big bow that is sitting on floor,6,describer,1,FALSE,NA,147
the lunging dancer,6,describer,1,FALSE,NA,148
also stovetop espresso maker,6,describer,1,FALSE,NA,149
I think it is the one you meant by the mouse facing left,6,describer,2,FALSE,NA,149
looks sad,6,describer,1,FALSE,NA,150
he is sitting against a wall head tilted forward you can make out his legs,6,describer,2,FALSE,NA,150
Minecraft toilet with diamond,6,describer,1,FALSE,NA,151
no,6,describer,1,FALSE,NA,152
standing,5,matcher,2,FALSE,NA,152
being robbed lady with long prayer robes,6,describer,3,FALSE,NA,152
bean of a man,6,describer,1,FALSE,NA,153
the pickle,6,describer,2,FALSE,NA,153
block on back,6,describer,1,FALSE,NA,154
the biped bird man with little legs,6,describer,2,FALSE,NA,154
preacher man pointing left,6,describer,1,FALSE,NA,155
squat with hands praying,6,describer,1,FALSE,NA,156
not robe,6,describer,2,FALSE,NA,156
the half eaten block,5,describer,1,FALSE,NA,157
slanted man,5,describer,1,FALSE,NA,158
the mermaid in ground with giant ears,5,describer,1,FALSE,NA,159
kind of has a beak face looking left,5,describer,2,FALSE,NA,159
I do not see any mermaid,6,matcher,3,FALSE,NA,159
preacher,5,describer,1,FALSE,NA,160
long sleeves,5,describer,2,FALSE,NA,160
robed prayer man standing arms left,5,describer,3,FALSE,NA,160
the preacher or squatter,6,matcher,4,FALSE,NA,160
squatting priest,5,describer,1,FALSE,NA,161
bird man with legs,5,describer,1,FALSE,NA,162
the mice espresso maker,5,describer,1,FALSE,NA,163
girl siting against wall with giant bow,5,describer,1,FALSE,NA,164
with one leg back and arms going forward,5,describer,1,FALSE,NA,165
the ice skater,5,describer,2,FALSE,NA,165
priestess in robes on knees praying,5,describer,1,FALSE,NA,166
man sitting against wall pensative with exposed legs,5,describer,1,FALSE,NA,167
pickle,5,describer,1,FALSE,NA,168
preacher,6,describer,1,FALSE,NA,169
left,6,describer,2,FALSE,NA,169
bow,6,describer,1,FALSE,NA,170
bird with legs,6,describer,1,FALSE,NA,171
pickle,6,describer,1,FALSE,NA,172
mouse coffee,6,describer,1,FALSE,NA,173
sitting guy with legs,6,describer,1,FALSE,NA,174
slanted man,6,describer,1,FALSE,NA,175
no robes,6,describer,1,FALSE,NA,176
squatting preacher getting robbed,6,describer,2,FALSE,NA,176
preacher getting robbed with robes,6,describer,1,FALSE,NA,177
diamond on top,6,describer,1,FALSE,NA,178
the broken Minecraft block,6,describer,2,FALSE,NA,178
I thought it looked more like a dancer,6,describer,1,FALSE,NA,179
I think you said it looks like a mermaid but I do not see it,6,describer,2,FALSE,NA,179
skate or die,6,describer,1,FALSE,NA,180
on ice,6,describer,2,FALSE,NA,180
Cristina,7,matcher,1,TRUE,NA,181
yeah,8,describer,2,TRUE,NA,181
