room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,29,3,FALSE,NA,match,1,2,1,29,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,30,3,FALSE,NA,match,1,2,1,30,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,31,3,FALSE,NA,match,1,2,1,31,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,32,3,FALSE,NA,match,1,2,1,32,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,33,3,FALSE,NA,match,1,2,1,33,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,34,3,FALSE,NA,match,1,2,1,34,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,35,3,FALSE,NA,match,1,2,1,35,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,36,3,FALSE,NA,match,1,2,1,36,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,37,4,FALSE,NA,match,1,1,2,37,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,38,4,FALSE,NA,match,1,1,2,38,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,39,4,FALSE,NA,match,1,1,2,39,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,40,4,FALSE,NA,match,1,1,2,40,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,41,4,FALSE,NA,match,1,1,2,41,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,42,4,FALSE,NA,match,1,1,2,42,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,43,4,FALSE,NA,match,1,1,2,43,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,44,4,FALSE,NA,match,1,1,2,44,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,45,4,FALSE,NA,match,1,1,2,45,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,46,4,FALSE,NA,match,1,1,2,46,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,47,4,FALSE,NA,match,1,1,2,47,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,48,4,FALSE,NA,match,1,1,2,48,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,49,5,FALSE,NA,match,1,2,1,49,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,50,5,FALSE,NA,match,1,2,1,50,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,51,5,FALSE,NA,match,1,2,1,51,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,52,5,FALSE,NA,match,1,2,1,52,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,53,5,FALSE,NA,match,1,2,1,53,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,54,5,FALSE,NA,match,1,2,1,54,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,55,5,FALSE,NA,match,1,2,1,55,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,56,5,FALSE,NA,match,1,2,1,56,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,57,5,FALSE,NA,match,1,2,1,57,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,58,5,FALSE,NA,match,1,2,1,58,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,59,5,FALSE,NA,match,1,2,1,59,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,60,5,FALSE,NA,match,1,2,1,60,1
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,1,1,FALSE,NA,match,1,4,3,61,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,2,1,FALSE,NA,match,1,4,3,62,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,3,1,FALSE,NA,match,1,4,3,63,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,4,1,FALSE,NA,match,1,4,3,64,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,5,1,FALSE,NA,match,1,4,3,65,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,6,1,FALSE,NA,match,1,4,3,66,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,7,1,FALSE,NA,match,1,4,3,67,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,8,1,FALSE,NA,match,1,4,3,68,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,9,1,FALSE,NA,match,1,4,3,69,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,10,1,FALSE,NA,match,1,4,3,70,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,11,1,FALSE,NA,match,1,4,3,71,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,12,1,FALSE,NA,match,1,4,3;4,72,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,13,2,FALSE,NA,match,1,3,4,73,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,14,2,FALSE,NA,match,1,3,4,74,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,15,2,FALSE,NA,match,1,3,4,75,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,16,2,FALSE,NA,match,1,3,4,76,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,17,2,FALSE,NA,match,1,3,4,77,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,18,2,FALSE,NA,match,1,3,4,78,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,19,2,FALSE,NA,match,1,3,4,79,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,20,2,FALSE,NA,match,1,3,4,80,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,21,2,FALSE,NA,match,1,3,4,81,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,22,2,FALSE,NA,match,1,3,4,82,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,23,2,FALSE,NA,match,1,3,4,83,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,24,2,FALSE,NA,match,1,3,4,84,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,25,3,FALSE,NA,match,1,4,3,85,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,26,3,FALSE,NA,match,1,4,3,86,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,27,3,FALSE,NA,match,1,4,3,87,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,28,3,FALSE,NA,match,1,4,3,88,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,29,3,FALSE,NA,match,1,4,3,89,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,30,3,FALSE,NA,match,1,4,3,90,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,31,3,FALSE,NA,match,1,4,3,91,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,32,3,FALSE,NA,match,1,4,3,92,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,33,3,FALSE,NA,match,1,4,3,93,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,34,3,FALSE,NA,match,1,4,3,94,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,35,3,FALSE,NA,match,1,4,3,95,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,36,3,FALSE,NA,match,1,4,3,96,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,37,4,FALSE,NA,match,1,3,4,97,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,38,4,FALSE,NA,match,1,3,4,98,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,39,4,FALSE,NA,match,1,3,4,99,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,40,4,FALSE,NA,match,1,3,4,100,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,41,4,FALSE,NA,match,1,3,4,101,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,42,4,FALSE,NA,match,1,3,4,102,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,43,4,FALSE,NA,match,1,3,4,103,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,44,4,FALSE,NA,match,1,3,4,104,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,45,4,FALSE,NA,match,1,3,4,105,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,46,4,FALSE,NA,match,1,3,4,106,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,47,4,FALSE,NA,match,1,3,4,107,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,48,4,FALSE,NA,match,1,3,4,108,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,49,5,FALSE,NA,match,1,4,3,109,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,50,5,FALSE,NA,match,1,4,3,110,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,51,5,FALSE,NA,match,1,4,3,111,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,52,5,FALSE,NA,match,1,4,3,112,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,53,5,FALSE,NA,match,1,4,3,113,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,54,5,FALSE,NA,match,1,4,3,114,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,55,5,FALSE,NA,match,1,4,3,115,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,56,5,FALSE,NA,match,1,4,3,116,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,57,5,FALSE,NA,match,1,4,3,117,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,58,5,FALSE,NA,match,1,4,3,118,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,59,5,FALSE,NA,match,1,4,3,119,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,60,5,FALSE,NA,match,1,4,3,120,2
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,1,1,FALSE,NA,match,1,6,5,121,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,2,1,FALSE,NA,match,1,6,5,122,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,3,1,FALSE,NA,match,1,6,5,123,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,4,1,FALSE,NA,match,1,6,5,124,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,5,1,FALSE,NA,match,1,6,5,125,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,6,1,FALSE,NA,match,1,6,5,126,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,7,1,FALSE,NA,match,1,6,5,127,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,8,1,FALSE,NA,match,1,6,5,128,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,9,1,FALSE,NA,match,1,6,5,129,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,10,1,FALSE,NA,match,1,6,5,130,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,11,1,FALSE,NA,match,1,6,5,131,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,12,1,FALSE,NA,match,1,6,5,132,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,13,2,FALSE,NA,match,1,5,6,133,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,14,2,FALSE,NA,match,1,5,6,134,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,15,2,FALSE,NA,match,1,5,6,135,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,16,2,FALSE,NA,match,1,5,6,136,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,17,2,FALSE,NA,match,1,5,6,137,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,18,2,FALSE,NA,match,1,5,6,138,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,19,2,FALSE,NA,match,1,5,6,139,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,20,2,FALSE,NA,match,1,5,6,140,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,21,2,FALSE,NA,match,1,5,6,141,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,22,2,FALSE,NA,match,1,5,6,142,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,23,2,FALSE,NA,match,1,5,6,143,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,24,2,FALSE,NA,match,1,5,6,144,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,25,3,FALSE,NA,match,1,6,5,145,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,26,3,FALSE,NA,match,1,6,5,146,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,27,3,FALSE,NA,match,1,6,5,147,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,28,3,FALSE,NA,match,1,6,5,148,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,29,3,FALSE,NA,match,1,6,5,149,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,30,3,FALSE,NA,match,1,6,5,150,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,31,3,FALSE,NA,match,1,6,5,151,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,32,3,FALSE,NA,match,1,6,5,152,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,33,3,FALSE,NA,match,1,6,5,153,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,34,3,FALSE,NA,match,1,6,5,154,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,35,3,FALSE,NA,match,1,6,5,155,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,36,3,FALSE,NA,match,1,6,5,156,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,37,4,FALSE,NA,match,1,5,6,157,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,38,4,FALSE,NA,match,1,5,6,158,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,39,4,FALSE,NA,match,1,5,6,159,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,40,4,FALSE,NA,match,1,5,6,160,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,41,4,FALSE,NA,match,1,5,6,161,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,42,4,FALSE,NA,match,1,5,6,162,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,43,4,FALSE,NA,match,1,5,6,163,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,44,4,FALSE,NA,match,1,5,6,164,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,45,4,FALSE,NA,match,1,5,6,165,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,46,4,FALSE,NA,match,1,5,6,166,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,47,4,FALSE,NA,match,1,5,6,167,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,48,4,FALSE,NA,match,1,5,6,168,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,49,5,FALSE,NA,match,1,6,5,169,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,50,5,FALSE,NA,match,1,6,5,170,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,51,5,FALSE,NA,match,1,6,5,171,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,52,5,FALSE,NA,match,1,6,5,172,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,53,5,FALSE,NA,match,1,6,5,173,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,54,5,FALSE,NA,match,1,6,5,174,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,55,5,FALSE,NA,match,1,6,5,175,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,56,5,FALSE,NA,match,1,6,5,176,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,57,5,FALSE,NA,match,1,6,5,177,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,58,5,FALSE,NA,match,1,6,5,178,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,59,5,FALSE,NA,match,1,6,5,179,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,60,5,FALSE,NA,match,1,6,5,180,3
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,1,1,FALSE,NA,match,1,8,7,181,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,2,1,FALSE,NA,match,1,8,7,182,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,3,1,FALSE,NA,match,1,8,7,183,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,4,1,FALSE,NA,match,1,8,7,184,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,5,1,FALSE,NA,match,1,8,7,185,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,6,1,FALSE,NA,match,1,8,7,186,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,7,1,FALSE,NA,match,1,8,7,187,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,8,1,FALSE,NA,match,1,8,7,188,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,9,1,FALSE,NA,match,1,8,7,189,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,10,1,FALSE,NA,match,1,8,7,190,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,11,1,FALSE,NA,match,1,8,7,191,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,12,1,FALSE,NA,match,1,8,7,192,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,13,2,FALSE,NA,match,1,7,8,193,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,14,2,FALSE,NA,match,1,7,8,194,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,15,2,FALSE,NA,match,1,7,8,195,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,16,2,FALSE,NA,match,1,7,8,196,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,17,2,FALSE,NA,match,1,7,8,197,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,18,2,FALSE,NA,match,1,7,8,198,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,19,2,FALSE,NA,match,1,7,8,199,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,20,2,FALSE,NA,match,1,7,8,200,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,21,2,FALSE,NA,match,1,7,8,201,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,22,2,FALSE,NA,match,1,7,8,202,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,23,2,FALSE,NA,match,1,7,8,203,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,24,2,FALSE,NA,match,1,7,8,204,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,25,3,FALSE,NA,match,1,8,7,205,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,26,3,FALSE,NA,match,1,8,7,206,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,27,3,FALSE,NA,match,1,8,7,207,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,28,3,FALSE,NA,match,1,8,7,208,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,29,3,FALSE,NA,match,1,8,7,209,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,30,3,FALSE,NA,match,1,8,7,210,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,31,3,FALSE,NA,match,1,8,7,211,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,32,3,FALSE,NA,match,1,8,7,212,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,33,3,FALSE,NA,match,1,8,7,213,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,34,3,FALSE,NA,match,1,8,7,214,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,35,3,FALSE,NA,match,1,8,7,215,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,36,3,FALSE,NA,match,1,8,7,216,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,37,4,FALSE,NA,match,1,7,8,217,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,38,4,FALSE,NA,match,1,7,8,218,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,39,4,FALSE,NA,match,1,7,8,219,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,40,4,FALSE,NA,match,1,7,8,220,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,41,4,FALSE,NA,match,1,7,8,221,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,42,4,FALSE,NA,match,1,7,8,222,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,43,4,FALSE,NA,match,1,7,8,223,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,44,4,FALSE,NA,match,1,7,8,224,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,45,4,FALSE,NA,match,1,7,8,225,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,46,4,FALSE,NA,match,1,7,8,226,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,47,4,FALSE,NA,match,1,7,8,227,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,48,4,FALSE,NA,match,1,7,8,228,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,49,5,FALSE,NA,match,1,8,7,229,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,50,5,FALSE,NA,match,1,8,7,230,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,51,5,FALSE,NA,match,1,8,7,231,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,52,5,FALSE,NA,match,1,8,7,232,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,53,5,FALSE,NA,match,1,8,7,233,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,54,5,FALSE,NA,match,1,8,7,234,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,55,5,FALSE,NA,match,1,8,7,235,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,56,5,FALSE,NA,match,1,8,7,236,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,57,5,FALSE,NA,match,1,8,7,237,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,58,5,FALSE,NA,match,1,8,7,238,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,59,5,FALSE,NA,match,1,8,7,239,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,60,5,FALSE,NA,match,1,8,7,240,4
1,A;B;C;D;E;F;G;H;I;J;K;L;,K,1,1,1,FALSE,NA,match,1,10,9,241,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,G,1,2,1,FALSE,NA,match,1,10,9,242,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,B,1,3,1,FALSE,NA,match,1,10,9,243,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,I,1,4,1,FALSE,NA,match,1,10,9,244,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,L,1,5,1,FALSE,NA,match,1,10,9,245,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,A,1,6,1,FALSE,NA,match,1,10,9,246,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,H,1,7,1,FALSE,NA,match,1,10,9,247,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,J,1,8,1,FALSE,NA,match,1,10,9,248,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,F,1,9,1,FALSE,NA,match,1,10,9,249,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,E,1,10,1,FALSE,NA,match,1,10,9,250,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,C,1,11,1,FALSE,NA,match,1,10,9,251,5
1,A;B;C;D;E;F;G;H;I;J;K;L;,D,1,12,1,FALSE,NA,match,1,10,9,252,5
