paper_id,experiment_id,game_id,player_id,trial_num,rep_num,role,target_id,message_num,message,choice_id,time_to_choice,option_set,group_size,structure
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,35,9,describer,C,1,"like goalkeeper, flying arms open",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,35,9,describer,B,1,"on the ground, girl or dog, maybe praying up",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,4,1,describer,C,1,"like a goalkeeper, falling on the ground, good",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,4,1,describer,D,1,"parece que tiene una mochila en la espalda, a bbackpack in his shoulder",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,20,5,describer,C,1,"like a goalkeepr, open arms, like a goal keeper",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,20,5,describer,A,1,"the one, who looks like he is drunk, and dancing, drunk dacner",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,36,9,describer,A,1,"like dancing, one leg up, with hump, good",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,36,9,describer,A,1,"weirdst one, ok, no worries",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,5,2,describer,A,1,"the one dancing, i will go with the same way u did, goalkeeper prayers and dancer",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,5,2,describer,D,1,"looks like a prest, has a square for head, looks like it has a toal in the hands",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,21,6,describer,D,1,"prayer, arms in front",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,21,6,describer,B,1,the one is praying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,37,10,describer,B,1,"the one that looks, like he is praying, kneeling",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,37,10,describer,B,1,sitting one,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,6,2,describer,B,1,"the one praying, but not standing, nice",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,6,2,describer,B,1,"looks like is praying, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,22,6,describer,B,1,"like dog, down on the ground",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,22,6,describer,C,1,the one that is flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,38,10,describer,C,1,looks like it's flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,38,10,describer,C,1,flying one,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,7,2,describer,D,1,"the on praying, and standing",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,7,2,describer,C,1,"looks like its flying, arms open",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,23,6,describer,C,1,"arms open, flying",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,23,6,describer,D,1,"the one who is kneeling, and you said, that is praying, :(",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,39,10,describer,D,1,he have a backpack,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,39,10,describer,D,1,"like, the standing one, and praying",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,8,2,describer,C,1,"goalkeepr, again",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,8,2,describer,A,1,"like is about to walk, the weirdst, looks like it has wings",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,24,6,describer,A,1,"the weirdst, leg up, dancing maybe",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,24,6,describer,A,1,is drunk dancing,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,40,10,describer,A,1,"he is drunk and dancing, and have, a, hump",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,40,10,describer,A,1,"drunk dancer, xD",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,9,3,describer,C,1,"goalkeeper, again, good",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,9,3,describer,D,1,"parece, que tiene, backpach, el que esta sentado, o, no, abbajo, sii",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,25,7,describer,A,1,weird dancer leg up,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,25,7,describer,B,1,the one praying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,41,11,describer,D,1,"backpack, standing",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,41,11,describer,A,1,"drunk dancer, leg up",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,10,3,describer,B,1,kneeling prayer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,10,3,describer,C,1,is flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,26,7,describer,B,1,"dog on the ground, with bow",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,26,7,describer,A,1,drunk dancer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,42,11,describer,B,1,"kneeling dog, with bow, kneeling dog, with bow",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,42,11,describer,D,1,"standing one´, praying",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,11,3,describer,A,1,dancer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,11,3,describer,B,1,is praying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,27,7,describer,C,1,goalkeeper flying arms open,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,27,7,describer,C,1,flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,43,11,describer,A,1,drunk dancer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,43,11,describer,B,1,"sitting, girl or dog",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,12,3,describer,D,1,standing prayer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,12,3,describer,A,1,"wing, have wings",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,28,7,describer,D,1,"staning prayer, arms infront",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,28,7,describer,D,1,"the one kneeling, r",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,NiKAGZngti7bqNjn2,44,11,describer,C,1,flying arms open,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,44,11,describer,C,1,"arms open, flying",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,13,4,describer,A,1,dancer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,13,4,describer,A,1,"wings, weirdst one",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,29,8,describer,D,1,"standing prayer, arms in front",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,29,8,describer,A,1,"the drunk, dancing",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,45,12,describer,C,1,"flying, you get it",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,45,12,describer,B,1,sitting,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,14,4,describer,C,1,goalkeeper,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,14,4,describer,D,1,"backpack, backpack, mochila, mochila",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,30,8,describer,C,1,"arms open, flying, goalkeeper",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,30,8,describer,C,1,flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,46,12,describer,B,1,yes,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,46,12,describer,C,1,flying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,15,4,describer,B,1,kneeling prayer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,15,4,describer,B,1,looks like its praying,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,31,8,describer,A,1,"looks like is dancing, leg up, head looking the ground",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,31,8,describer,B,1,"praying, and, kneeking",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,47,12,describer,D,1,"the one that have a backpack, but, okey",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,47,12,describer,A,1,drunk dancer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,16,4,describer,D,1,standing prayer,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,16,4,describer,C,1,"flying, arms open",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,sK8r54bPtKtwfCyE7,32,8,describer,B,1,"dog, on the ground, bow, left",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,32,8,describer,D,1,"the one that have a backpack, on the shoulder, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,gR2G6xLFF4jLsksxJ,48,12,describer,A,1,"drunk and dance, dancing",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,76iJQ4QXdyAcYKseZ,up6Jjy6x3SYuzkRrC,48,12,describer,D,1,"standing, prayer",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,1,1,describer,E,1,its a sitting person or rabbit looking back,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,1,1,describer,G,1,"The image looks like someone with their arms open, Behind their back",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,17,5,describer,F,1,"sitting person looking left, ok",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,17,5,describer,G,1,"people on the right side, up",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,33,9,describer,E,1,rabbit looking right,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,33,9,describer,F,1,"exercising man, looking left, at his knees, he doing crunches",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,2,1,describer,E,1,"The image looks like a bunny, Nice",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,18,5,describer,E,1,"looking right, somethng like rabbit",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,18,5,describer,F,1,"people on the left side, up, people sitting",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,34,9,describer,F,1,"person looking left, no, knee-loking",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,34,9,describer,G,1,"bunny looking left, noo, he is looking right",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,3,1,describer,F,1,"sitting person, looking left",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,3,1,describer,H,1,"The image looks like a baby, with a star on their head, nicely done",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,19,5,describer,G,1,rabbit loking left xD,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,19,5,describer,E,1,"sitting on the left side, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,35,9,describer,H,1,yes,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,35,9,describer,E,1,now is the bunny looking right,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,4,1,describer,H,1,a sitting person in the middle looking at you,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,4,1,describer,F,1,"Looks like a man looking at his knees, well done",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,20,5,describer,H,1,"direct looking person, ok",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,20,5,describer,H,1,"human looking us on the right side, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,36,9,describer,G,1,arms back,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,36,9,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,5,2,describer,H,1,it looks like a baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,21,6,describer,F,1,looking at his knees,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,21,6,describer,E,1,"bunny, Looks like a bunny person, BUNNY, has 2 ears, see",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,37,10,describer,H,1,Baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,37,10,describer,F,1,"people sitting with knees, left",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,6,2,describer,G,1,"the man with arms behind his back, nice, yeah",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,22,6,describer,E,1,bunny looking right,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,22,6,describer,F,1,"Look like a person looking at his knees, fat person looking at his knees",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,38,10,describer,G,1,arms behind,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,38,10,describer,G,1,human with hand back,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,7,2,describer,E,1,bunny,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,23,6,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,23,6,describer,H,1,"baby, baby with star in head,",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,39,10,describer,F,1,knee,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,39,10,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,8,2,describer,F,1,"the man exercising, doing crunches",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,24,6,describer,G,1,bunny looking left,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,24,6,describer,G,1,"Looks like a person with hand behind his back, hands*, person with hands behind his back",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,40,10,describer,E,1,bunny,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,40,10,describer,E,1,"bunny, left",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,9,3,describer,G,1,it's a sitting dog or rabiit loking left,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,9,3,describer,H,1,"looks like a baby, are we the only ones doing this, shouldnt this switch",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,25,7,describer,G,1,bunny left,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,25,7,describer,H,1,"people which looking us, right side, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,41,11,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,41,11,describer,F,1,"man exercising, looking at his knees",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,10,3,describer,F,1,"the one you chosed before, looking left",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,10,3,describer,G,1,arms behind his back,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,26,7,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,26,7,describer,F,1,people sitting on the left side,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,42,11,describer,G,1,arms back,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,42,11,describer,E,1,bunny looking right,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,11,3,describer,H,1,"person looking at you, directly",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,CTWQ52YTATppdzer5,11,3,describer,F,1,"doing crunches, its 16 rounds with the same people,",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,27,7,describer,F,1,exercising knee-loking-man xD,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,seW6HvhD9zC4ToSZy,27,7,describer,E,1,"bunny, on the left side, down",NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,43,11,describer,E,1,rabbit,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,QzbYDCJLpA454ptia,43,11,describer,H,1,baby,NA,NA,,4,pairs-network
hawkins2021_respectthecode,network,9wpj9KkiFEADFNfx8,AQ7Rw7b42BTvhgRbJ,12,3,describer,E,1,"right looking, with ears, or something on head, up for me",NA,NA,,4,pairs-network
