playerID,prolificID,bonus,exitStepDone,gameID,gamefailed,age,gender,strategy,enjoy,feedback,education
01JH9CZPMR9CW7JNGQQGW20XB2,67755af85e757b85170484ad,NA,NA,01JH9EGPQY8P28R15MNP70Z40P,NA,NA,NA,NA,NA,NA,NA
01JH9D4JMGEJBH4V40W5GATCHJ,66c2a9923ae926a0ccdc21c1,0,NA,01JH9BRNDVYKXKN9CSJRJVMJHY,NA,NA,NA,NA,NA,NA,NA
01JH9DDT7569V274883YAS9ZRF,66e4c4358de330a06b4d33f1,NA,NA,01JH9EGPQY8P28R15MNP70Z40P,NA,NA,NA,NA,NA,NA,NA
01JH9DEETNS1TJJBX2DJ49RR47,67432a7f375b1cccc44d850e,1.77,TRUE,01JH9BRMTHGSJFFKTD82MTRQ0M,NA,35,Male,"We looked for distinct shapes to point out, shapes that had real world resemblance e.g dog, axe and mailbox..we even had one we called big mouth...it was so interesting","I loved playing with my partner, he is really intelligent too and we learnt ourselves pretty quickly","I really enjoyed this task, it is a nice way to display team work",master
01JH9DF9F4TKQK0YV40CFAB6PY,677d54225d6d9c9d5e0c8b84,NA,TRUE,01JH9EGPQY8P28R15MNP70Z40P,nogame,NA,NA,NA,NA,NA,NA
01JH9DG6ZD8T8RFSYSBYFFCRYK,5e169be613ec50c5903e0978,0,TRUE,01JH9DWKFQGPKBKV1DG18G1KC7,nogame,NA,NA,NA,NA,NA,NA
01JH9DHEEADPHXSDMMR2YSWYWC,5c923fb48811e00001628b5f,NA,NA,01JH9EGPQY8P28R15MNP70Z40P,NA,NA,NA,NA,NA,NA,NA
01JH9DZMFF42VCBKBHSA219PX6,6742d74e9f7b3b029a3791a6,1.65,TRUE,01JH9E6Z7K62E5HRRZJGEACRWF,NA,36,Male,Describe things as simple as possible ,Yes. Very interesting and entertaining,Loved everything about it,high-school
01JH9EJ7W1PMVKXESXC2X23VE5,6658b182bb57e6360147f2f5,NA,TRUE,01JH9EGPQY8P28R15MNP70Z40P,nogame,NA,NA,NA,NA,NA,NA
01JH9CWNRNKM6FQ37J751186X7,66f6102a875caca1a379b991,1.68,TRUE,01JH9BRK0XGF8A62XZ1MCZN3C4,NA,36,female,I learned the way my partner described certain shapes and used those same descriptions throughout the game.,"Yes, we had the same strategy.",,high-school
01JH9CWZ2AMHT920P7X6WXWTTK,5f485c765324cf1ed7d564cd,1.68,TRUE,01JH9BRKGYAQPYRSATFK9G1CDV,NA,34,female,No strategy,yes,,master
01JH9DTFSWB1F6H8BR2RQYTB1Y,6739909cd20e7e7fcf711ef7,1.89,TRUE,01JH9BRP9GE0ZVJS39DBKV0AFR,NA,42,Female,To describe the picture quickly,"yes, it was fun depending on the other person",,high-school
