text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
it looks like it's a superhero with ears,8,describer,1,NA,NA,35
coming out of its legs with a diamond crown.,8,describer,2,NA,NA,35
Legs coming out of its head with a diamond crown.,8,describer,3,NA,NA,35
What's this one?,9,matcher,4,NA,NA,35
Okay.,8,describer,5,NA,NA,35
I think it's a superhero with his legs,8,describer,6,NA,NA,35
with its head coming out of its legs,8,describer,7,NA,NA,35
with a diamond crown.,8,describer,8,NA,NA,35
"Mom, let's look at the diamond body with a head.",9,matcher,9,NA,NA,35
A boat with a square on top,9,describer,1,NA,NA,36
"Okay, it looks like a cooker with a diamond.",8,describer,1,NA,NA,37
It looks like a cooker holding a bowl of food.,8,describer,2,NA,NA,37
That kind of looks like a coffee filter,8,describer,3,NA,NA,37
with a diamond shaped head.,8,describer,4,NA,NA,37
And this one has a little diamond on top of his head,9,matcher,5,NA,NA,37
and a bowl of triangles inside and with one way.,9,matcher,6,NA,NA,37
I see a diamond with a diamond head with two feet,9,describer,1,NA,NA,38
and two arms.,9,describer,2,NA,NA,38
I see a superhero with legs but with a head,8,describer,1,NA,NA,39
coming out of his legs and a diamond crown.,8,describer,2,NA,NA,39
Is it like a boat with a square with a couple of,9,matcher,3,NA,NA,39
triangles here?,9,matcher,4,NA,NA,39
Two legs.,8,describer,5,NA,NA,39
"Oh, actually no, it looks different now.",8,describer,6,NA,NA,39
But I see there's legs there and then there's the arms,8,describer,7,NA,NA,39
coming in the middle and then the diamond-shaped head,8,describer,8,NA,NA,39
on the top.,8,describer,9,NA,NA,39
A person.,9,describer,1,NA,NA,40
I see a boat with a tank.,8,describer,1,NA,NA,41
I see a boat thing with the two triangles,8,describer,2,NA,NA,41
in the back with the square in the front.,8,describer,3,NA,NA,41
This one.,9,matcher,4,NA,NA,41
What do you see in the black box?,8,matcher,1,NA,NA,42
"Um, like a person with one leg and a triangle",9,describer,2,NA,NA,42
on the holding a triangle with a diamond on the head.,9,describer,3,NA,NA,42
I see legs with the arms in the middle of the diamond's head.,8,describer,1,NA,NA,43
A person in half two ways with a square crown.,9,describer,1,NA,NA,44
"Okay, I see a cooker with one leg",8,describer,1,NA,NA,45
that has a diamond shape head with a bowl of food.,8,describer,2,NA,NA,45
A boat and with a triangle tail,9,describer,1,NA,NA,46
and a little square on top of his head.,9,describer,2,NA,NA,46
I see a person in the box.,10,describer,1,NA,NA,47
Give me some hints.,11,matcher,2,NA,NA,47
I've got two people.,11,matcher,3,NA,NA,47
One is holding out something and the other is walking.,11,matcher,4,NA,NA,47
I see two people.,10,describer,5,NA,NA,47
It looks like an animal.,10,describer,6,NA,NA,47
So is that the one that looks like an animal that's holding out something?,11,matcher,7,NA,NA,47
A person walking.,11,describer,1,NA,NA,48
I don't see any blocks.,10,matcher,2,NA,NA,48
I don't see a box.,10,matcher,3,NA,NA,48
I see someone walking.,10,matcher,4,NA,NA,48
Now I see a person with one leg.,10,describer,1,NA,NA,49
A flamingo.,10,describer,2,NA,NA,49
I see a person with one leg too.,11,matcher,3,NA,NA,49
A flamingo with a triangle.,10,describer,4,NA,NA,49
I see a person with a triangle.,11,matcher,5,NA,NA,49
A person jumping,11,describer,1,NA,NA,50
I see something funny.,10,matcher,2,NA,NA,50
I see someone jumping.,10,matcher,3,NA,NA,50
[mumble] jumping,11,describer,4,NA,NA,50
Now I see someone jumping again.,10,describer,1,NA,NA,51
I see someone jumping again.,10,describer,2,NA,NA,51
Now I see someone jumping again.,10,matcher,1,NA,NA,52
It kind of seems like someone dying.,11,describer,2,NA,NA,52
I see what that looks like dying too.,10,matcher,3,NA,NA,52
I see a flamingo.,10,describer,1,NA,NA,53
I can't see it.,11,matcher,2,NA,NA,53
I see something.,10,describer,3,NA,NA,53
I see a triangle and a person holding it with one leg.,10,describer,4,NA,NA,53
"I can see a person with one leg, but I can't see a person where the person is holding it.",11,matcher,5,NA,NA,53
A person walking.,11,describer,1,NA,NA,54
I see a person walking.,11,describer,2,NA,NA,54
The person's head is square.,11,describer,3,NA,NA,54
I see a person walking,10,matcher,4,NA,NA,54
Someone with a triangle and one leg.,10,describer,1,NA,NA,55
I see a person walking with a square head.,11,describer,1,NA,NA,56
"I see one, too.",10,matcher,2,NA,NA,56
I see someone that looks like dying.,10,describer,1,NA,NA,57
I see someone that looks like dying.,10,describer,2,NA,NA,57
A person jumping.,11,describer,1,NA,NA,58
Yes.,10,matcher,2,NA,NA,58
Come on.,11,describer,3,NA,NA,58
I'm looking for a smiley face.,11,describer,4,NA,NA,58
I see a square.,12,describer,1,NA,NA,59
I see a square.,12,describer,2,NA,NA,59
with one feet.,12,describer,3,NA,NA,59
"And one, I don't know, this one.",12,describer,4,NA,NA,59
I see a square with one foot.,13,matcher,5,NA,NA,59
I see a guy.,12,describer,1,NA,NA,60
I see a guy.,13,matcher,2,NA,NA,60
I see.,12,matcher,1,NA,NA,61
I see this.,12,matcher,2,NA,NA,61
"Uh, a two wings with a square in the back with two feet.",13,describer,3,NA,NA,61
I see a guy with a triangle and with two feet and with a square.,12,describer,1,NA,NA,62
I see a guy with a triangle and two feet and a square.,13,matcher,2,NA,NA,62
A guy with one foot and a square and a triangle.,13,describer,1,NA,NA,63
"A foot, a man with one foot and a line and a square and a triangle.",13,describer,2,NA,NA,63
"Oh, I know one foot.",12,matcher,3,NA,NA,63
"Now, I see a boat.",12,describer,1,NA,NA,64
I see a boat.,13,matcher,2,NA,NA,64
I see a guy with two foot and a line and a square.,12,matcher,1,NA,NA,65
I see a guy with two foot and a line and one square.,12,matcher,2,NA,NA,65
I see a man with two foot and in a tummy shaped as a diamond and a square head.,13,describer,3,NA,NA,65
I see one guy with one foot and a triangle and a square.,12,describer,1,NA,NA,66
I see a man with one foot and a triangle and a square.,13,matcher,2,NA,NA,66
I see a man with two foot and a diamond shaped tummy and a square head.,13,describer,1,NA,NA,67
"Yeah, I see two foots and a tummy of a diamond and a square.",12,matcher,2,NA,NA,67
I see a guy with two foot and one and one tummy and one square tummy.,12,describer,1,NA,NA,68
"No, actually it's a square tummy and it's a triangle tummy square.",12,describer,2,NA,NA,68
And his head is a square.,12,describer,3,NA,NA,68
I see two feet of a guy with one square tummy and one triangle tummy and one square.,12,describer,4,NA,NA,68
A man with two feet and two triangle wings and one square in the back shaped like a jet.,13,describer,1,NA,NA,69
I see.,14,describer,1,NA,NA,70
What's that?,14,describer,2,NA,NA,70
Man.,15,matcher,3,NA,NA,70
A person?,14,describer,4,NA,NA,70
What's this?,14,describer,5,NA,NA,70
I don't know.,15,matcher,6,NA,NA,70
I don't know.,15,matcher,7,NA,NA,70
A girl.,15,describer,1,NA,NA,71
I see someone jumping I think?,14,describer,1,NA,NA,72
This one is easy.,15,describer,1,NA,NA,73
Airplane.,15,describer,2,NA,NA,73
I don't see an airplane.,14,matcher,3,NA,NA,73
A man.,15,describer,4,NA,NA,73
This guy.,15,describer,5,NA,NA,73
"A guy driving a jet plane, I think.",15,describer,6,NA,NA,73
I don't see it.,14,matcher,7,NA,NA,73
This thing.,15,describer,8,NA,NA,73
Walking man.,15,describer,9,NA,NA,73
"It's kind of an airplane, it looks like one.",15,describer,10,NA,NA,73
Is it this?,14,matcher,11,NA,NA,73
A girl.,14,describer,1,NA,NA,74
A jumping man.,15,describer,1,NA,NA,75
There's one that's a falling man.,14,describer,1,NA,NA,76
A walking man.,15,describer,1,NA,NA,77
What do you see in the box?,14,describer,1,NA,NA,78
A walking man.,15,matcher,2,NA,NA,78
A walking man.,14,describer,3,NA,NA,78
I mean a jumping man.,15,matcher,4,NA,NA,78
Not the jumping man.,14,describer,5,NA,NA,78
The walking.,15,matcher,6,NA,NA,78
A jet plane.,15,describer,1,NA,NA,79
A girl.,14,describer,1,NA,NA,80
A jet plane.,15,describer,1,NA,NA,81
A jumping man.,15,describer,2,NA,NA,81
It's kind of tricky.,16,describer,1,NA,NA,82
Maybe I'm guessing.,16,describer,2,NA,NA,82
It's too tricky for me.,16,describer,3,NA,NA,82
A person holding a plate.,17,describer,1,NA,NA,83
I see a person.,16,matcher,2,NA,NA,83
It was this one.,17,describer,3,NA,NA,83
It was a kind of person.,16,describer,1,NA,NA,84
This one?,17,matcher,2,NA,NA,84
I think so.,17,matcher,3,NA,NA,84
A crocodile tasting an animal in the water.,17,describer,1,NA,NA,85
I see a guy.,16,describer,1,NA,NA,86
I see a guy.,16,describer,2,NA,NA,86
I actually didn't need help with that.,17,matcher,3,NA,NA,86
I see a person walking in a black box.,17,describer,1,NA,NA,87
A crocodile.,16,describer,1,NA,NA,88
I see a person jumping from a pole all the way down to the ground.,17,describer,1,NA,NA,89
It was this one.,17,describer,2,NA,NA,89
I don’t know what it is,16,describer,1,NA,NA,90
I see a person sitting.,16,describer,2,NA,NA,90
I see a crocodile in a black box.,17,describer,1,NA,NA,91
I see a guy holding a triangle.,16,describer,1,NA,NA,92
I see a guy walking.,17,describer,1,NA,NA,93
A boat.,18,describer,1,NA,NA,94
A boat.,19,describer,1,NA,NA,95
Feet.,18,describer,1,NA,NA,96
Feet.,18,describer,2,NA,NA,96
I see a feet.,18,describer,3,NA,NA,96
Yes.,18,describer,4,NA,NA,96
Somebody jumping.,19,matcher,5,NA,NA,96
Somebody jumping.,19,matcher,6,NA,NA,96
A person walking.,19,describer,1,NA,NA,97
Stairs.,18,describer,1,NA,NA,98
Kind of stairs.,18,describer,2,NA,NA,98
Stairs.,18,describer,3,NA,NA,98
A guy with a paper thing.,19,describer,1,NA,NA,99
A box with a boat.,18,describer,1,NA,NA,100
That.,19,describer,1,NA,NA,101
A person looking down.,19,describer,2,NA,NA,101
There's two red little friends walking around.,19,describer,3,NA,NA,101
A walk.,18,describer,1,NA,NA,102
A boat.,19,describer,1,NA,NA,103
Yes.,18,matcher,2,NA,NA,103
A dog.,18,describer,1,NA,NA,104
And.,18,describer,2,NA,NA,104
I mean a camera?,18,describer,3,NA,NA,104
And what?,19,matcher,4,NA,NA,104
I can't remember what it looks like.,18,matcher,1,NA,NA,105
A person jumping again.,19,describer,2,NA,NA,105
A birdie.,20,describer,1,NA,NA,106
Is this the birdie or is this the birdie?,21,matcher,2,NA,NA,106
I see a birdie that's flying.,20,describer,3,NA,NA,106
Could it be this one?,21,matcher,4,NA,NA,106
A person maybe walking-,21,describer,1,NA,NA,107
A person that's walking.,21,describer,2,NA,NA,107
I see a person that's walking.,21,describer,3,NA,NA,107
It kind of looks like...,21,describer,4,NA,NA,107
Maybe it looks like person that doesn't have any arms.,20,matcher,5,NA,NA,107
Kind of.,21,describer,6,NA,NA,107
It might look like an angel.,21,describer,7,NA,NA,107
Why is this the same thing?,20,describer,1,NA,NA,108
A person.,20,describer,2,NA,NA,108
I don't know if that's a person.,20,describer,3,NA,NA,108
It looks like a person but it's not.,20,describer,4,NA,NA,108
I don't know if it's a water fountain but it kind of looks like it.,21,describer,1,NA,NA,109
"I see, maybe that’s  a Lego.",20,describer,1,NA,NA,110
I don't know if I see a Lego.,21,matcher,2,NA,NA,110
I don't know what it's that.,20,describer,3,NA,NA,110
Why is this not a person without any arms and I don't know what it is?,20,describer,4,NA,NA,110
It kind of looks like an angel.,21,describer,1,NA,NA,111
Angel.,20,matcher,2,NA,NA,111
That looks like [mumbling] an angel to me.,20,matcher,3,NA,NA,111
It's an angel.,20,matcher,4,NA,NA,111
A person holding up plate.,20,describer,1,NA,NA,112
It kind of looks like someone flying a plane without a cover.,21,describer,1,NA,NA,113
I see an angel.,20,describer,1,NA,NA,114
A person that kind of looks sad without any arms walking away from maybe.,21,describer,1,NA,NA,115
"I see a person that's flying a plane, but the person is flying a plane.",20,describer,1,NA,NA,116
Kind of looks like someone building a funnel.,21,describer,1,NA,NA,117
A person.,22,describer,1,NA,NA,118
A person.,23,describer,1,NA,NA,119
I see,22,matcher,2,NA,NA,119
"A person, too.",22,matcher,3,NA,NA,119
A flying person.,22,describer,1,NA,NA,120
A laying person.,23,describer,1,NA,NA,121
A walking person.,22,describer,1,NA,NA,122
A walking person.,23,matcher,2,NA,NA,122
A person with this cube.,23,describer,1,NA,NA,123
A lying person.,22,describer,1,NA,NA,124
I see a lying person.,23,matcher,2,NA,NA,124
A flying person.,23,describer,1,NA,NA,125
A person standing up with a cube.,22,describer,1,NA,NA,126
Me too.,23,matcher,2,NA,NA,126
A laying person.,23,describer,1,NA,NA,127
I see a laying person.,22,matcher,2,NA,NA,127
A walking person.,22,describer,1,NA,NA,128
I see a walking person.,23,matcher,2,NA,NA,128
A flying person.,23,describer,1,NA,NA,129
I see a flying person too.,22,matcher,2,NA,NA,129
Stickles.,24,describer,1,NA,NA,130
Stickles.,24,describer,2,NA,NA,130
I can't find that.,25,matcher,3,NA,NA,130
I don't know what that is.,24,describer,4,NA,NA,130
A seesaw.,24,describer,5,NA,NA,130
A flying people.,25,describer,1,NA,NA,131
A server.,25,describer,1,NA,NA,132
A server.,24,describer,1,NA,NA,133
A diver.,25,describer,1,NA,NA,134
A kid.,24,describer,1,NA,NA,135
"I can't find that one, I can't",25,matcher,2,NA,NA,135
I don't know,24,describer,3,NA,NA,135
A flying person.,25,describer,1,NA,NA,136
A kid.,24,describer,1,NA,NA,137
I don't know.,24,describer,2,NA,NA,137
A big kid.,24,describer,3,NA,NA,137
A big kid,24,describer,4,NA,NA,137
A flying person.,25,describer,1,NA,NA,138
A server.,24,describer,1,NA,NA,139
A diver.,25,describer,1,NA,NA,140
A person.,26,describer,1,NA,NA,141
"Uh, what's that?",27,describer,1,NA,NA,142
I think it's a whale.,27,describer,2,NA,NA,142
A person holding something.,26,describer,1,NA,NA,143
"I see a person holding something, too.",27,matcher,2,NA,NA,143
A bird.,27,describer,1,NA,NA,144
What is the bird?,26,matcher,2,NA,NA,144
This one?,26,matcher,3,NA,NA,144
This one?,27,describer,4,NA,NA,144
"Um, this one.",26,matcher,5,NA,NA,144
A person trying to fly.,26,describer,1,NA,NA,145
Yeah.,27,matcher,2,NA,NA,145
Whale!,27,describer,1,NA,NA,146
A person holding something again.,26,describer,1,NA,NA,147
Me too.,27,matcher,2,NA,NA,147
I see people walking.,27,describer,1,NA,NA,148
A person trying to fly again.,26,describer,1,NA,NA,149
"Yeah, me too.",27,matcher,2,NA,NA,149
A person holding something.,27,describer,1,NA,NA,150
I see a whale swimming.,26,describer,1,NA,NA,151
Me too.,27,matcher,2,NA,NA,151
A people walking.,27,describer,1,NA,NA,152
I don't know.,28,describer,1,NA,NA,153
Magnet.,28,describer,2,NA,NA,153
A block.,29,describer,1,NA,NA,154
It has a triangle.,29,describer,2,NA,NA,154
It's on the ground.,29,describer,3,NA,NA,154
"No, that looks like a...",28,describer,1,NA,NA,155
A bird.,28,describer,2,NA,NA,155
"No, a person flying.",28,describer,3,NA,NA,155
A person sad walking.,29,describer,1,NA,NA,156
A flying person again.,28,describer,1,NA,NA,157
A rope.,28,matcher,1,NA,NA,158
This again.,29,describer,2,NA,NA,158
It's on the floor and it has a triangle.,29,describer,3,NA,NA,158
A person sad walking again.,28,describer,1,NA,NA,159
A person holding a triangle.,29,describer,1,NA,NA,160
Sad walking.,28,matcher,2,NA,NA,160
Sad walking.,28,describer,1,NA,NA,161
Not again.,28,describer,2,NA,NA,161
A triangle that's on the ground again.,29,describer,1,NA,NA,162
A flying person.,28,describer,1,NA,NA,163
"No, a butterfly.",28,describer,2,NA,NA,163
A person holding a triangle.,29,describer,1,NA,NA,164
"Uh, this.",30,describer,1,NA,NA,165
A person in the mountains.,30,describer,2,NA,NA,165
It looks like a person.,31,describer,1,NA,NA,166
A person.,31,describer,2,NA,NA,166
Yeah.,30,matcher,3,NA,NA,166
A person walking.,30,describer,1,NA,NA,167
"Uh, a person.",31,describer,1,NA,NA,168
"But, the black box right this one.",31,describer,2,NA,NA,168
This way.,31,describer,3,NA,NA,168
"Yeah, but this way.",31,describer,4,NA,NA,168
Like this way.,31,describer,5,NA,NA,168
"No, that's actually this way.",31,describer,6,NA,NA,168
A person dancing.,30,describer,1,NA,NA,169
Is it this way?,31,matcher,2,NA,NA,169
This.,31,describer,1,NA,NA,170
A car.,31,describer,2,NA,NA,170
A person.,30,describer,1,NA,NA,171
I see a person walking.,31,describer,1,NA,NA,172
A person dancing.,30,describer,1,NA,NA,173
A car.,31,describer,1,NA,NA,174
Again.,31,describer,2,NA,NA,174
A person walking.,30,describer,1,NA,NA,175
A person holding a pot.,31,describer,1,NA,NA,176
It looks like a horse.,32,describer,1,NA,NA,177
Like a...,33,describer,1,NA,NA,178
Like a bend people.,33,describer,2,NA,NA,178
It looks like a bend people.,32,matcher,3,NA,NA,178
Is it...,32,describer,1,NA,NA,179
It looks like-,32,describer,2,NA,NA,179
It looks like...,32,describer,3,NA,NA,179
A head.,32,describer,4,NA,NA,179
A people swimming.,33,describer,1,NA,NA,180
Yeah.,32,matcher,2,NA,NA,180
I don’t know,34,describer,1,NA,NA,181
I don't know.,34,describer,2,NA,NA,181
A block?,35,describer,1,NA,NA,182
The squares.,35,describer,2,NA,NA,182
I don't know.,34,matcher,3,NA,NA,182
I don't know.,34,matcher,4,NA,NA,182
Triangles.,35,describer,5,NA,NA,182
There's squares and there's triangles.,35,describer,6,NA,NA,182
It doesn't look like anything else.,35,describer,7,NA,NA,182
A square.,35,describer,8,NA,NA,182
A man.,34,describer,1,NA,NA,183
A man.,35,describer,1,NA,NA,184
That looks like a man.,35,matcher,1,NA,NA,185
Another man.,34,describer,2,NA,NA,185
A square that's on the mouth.,35,describer,1,NA,NA,186
I don't know.,34,matcher,2,NA,NA,186
It looks like a man.,35,describer,3,NA,NA,186
Falling.,35,describer,4,NA,NA,186
It looks like an airplane.,34,describer,1,NA,NA,187
A man falling again.,35,describer,1,NA,NA,188
A man holding something.,35,describer,2,NA,NA,188
A gem or something.,34,matcher,3,NA,NA,188
A gem.,34,matcher,4,NA,NA,188
A gem.,34,matcher,5,NA,NA,188
The man is holding food.,35,describer,6,NA,NA,188
Another man.,34,describer,1,NA,NA,189
A man falling down.,35,describer,1,NA,NA,190
A man.,34,describer,1,NA,NA,191
A man.,35,describer,1,NA,NA,192
I see an airplane in that.,36,matcher,1,NA,NA,193
Somebody.,36,matcher,2,NA,NA,193
A whale.,36,matcher,3,NA,NA,193
A whale.,36,matcher,4,NA,NA,193
A whale.,37,describer,5,NA,NA,193
That and that.,36,matcher,6,NA,NA,193
A person.,36,describer,1,NA,NA,194
A person?,36,describer,2,NA,NA,194
A person?,37,describer,1,NA,NA,195
Two persons.,36,matcher,2,NA,NA,195
A silly face.,36,matcher,3,NA,NA,195
A sad face.,36,describer,1,NA,NA,196
A sad face.,37,describer,1,NA,NA,197
A silly person.,36,describer,1,NA,NA,198
I don't know.,36,matcher,1,NA,NA,199
You don't know?,36,matcher,2,NA,NA,199
A person.,37,describer,3,NA,NA,199
Both.,36,matcher,4,NA,NA,199
"But actually, this one.",36,matcher,5,NA,NA,199
A plane?,36,describer,1,NA,NA,200
"Actually, a whale.",36,describer,2,NA,NA,200
A whale.,37,matcher,3,NA,NA,200
A person.,37,describer,1,NA,NA,201
"Oh, okay.",36,matcher,2,NA,NA,201
A person.,36,matcher,3,NA,NA,201
A whale.,36,describer,1,NA,NA,202
Chomper.,36,matcher,1,NA,NA,203
A person.,37,describer,2,NA,NA,203
I see a person.,36,matcher,3,NA,NA,203
Sad person.,36,matcher,4,NA,NA,203
Human.,38,describer,1,NA,NA,204
Another human.,38,matcher,1,NA,NA,205
A person.,39,describer,2,NA,NA,205
A flying human.,38,describer,1,NA,NA,206
A airplane.,38,matcher,1,NA,NA,207
A boat.,39,describer,2,NA,NA,207
A human.,38,describer,1,NA,NA,208
A boat.,39,describer,1,NA,NA,209
A boat.,38,describer,1,NA,NA,210
A statue.,39,describer,1,NA,NA,211
A human.,38,describer,1,NA,NA,212
A butterfly.,39,describer,1,NA,NA,213
A airplane.,38,describer,1,NA,NA,214
A person.,39,describer,1,NA,NA,215
I don't know.,40,describer,1,NA,NA,216
I don't know.,40,describer,2,NA,NA,216
I don't know.,40,describer,3,NA,NA,216
I don't know what they're like.,40,describer,4,NA,NA,216
I don't know.,40,describer,5,NA,NA,216
Triangle.,41,describer,1,NA,NA,217
A triangle.,41,describer,2,NA,NA,217
Walking the people.,41,matcher,1,NA,NA,218
It looks like a person.,40,describer,2,NA,NA,218
A person.,41,describer,1,NA,NA,219
A person.,40,describer,1,NA,NA,220
A cowboy.,41,describer,1,NA,NA,221
A whale.,40,describer,1,NA,NA,222
A person?,41,describer,1,NA,NA,223
A person.,40,describer,1,NA,NA,224
A boat.,41,describer,1,NA,NA,225
A boat.,41,describer,2,NA,NA,225
People standing in the boat.,41,describer,3,NA,NA,225
The boat.,41,describer,4,NA,NA,225
A person.,40,describer,1,NA,NA,226
A person.,41,describer,1,NA,NA,227
A person.,42,describer,1,NA,NA,228
A bird.,43,describer,1,NA,NA,229
It looks like a guard jumping in the air.,43,describer,2,NA,NA,229
Guard.,43,describer,3,NA,NA,229
It does.,42,matcher,4,NA,NA,229
A person walking.,42,describer,1,NA,NA,230
That looks like a person lying on the ground.,43,describer,1,NA,NA,231
This looks like a person.,42,describer,1,NA,NA,232
That one.,43,matcher,2,NA,NA,232
A guy jumping in the air.,43,describer,1,NA,NA,233
That looks like a person lying on the ground.,43,matcher,1,NA,NA,234
A person walking.,43,describer,1,NA,NA,235
A person lying on the ground.,42,describer,1,NA,NA,236
A person holding a tray.,43,describer,1,NA,NA,237
Somebody jumping.,42,describer,1,NA,NA,238
A person walking.,43,describer,1,NA,NA,239
A plane.,44,describer,1,NA,NA,240
A boat.,44,describer,2,NA,NA,240
That has a turbo engine on the back.,44,describer,3,NA,NA,240
A person.,45,describer,1,NA,NA,241
This one.,44,matcher,2,NA,NA,241
It's a plane again.,44,describer,1,NA,NA,242
A bird that has feet.,44,describer,2,NA,NA,242
This one.,45,matcher,3,NA,NA,242
A person.,45,describer,1,NA,NA,243
This one.,44,matcher,2,NA,NA,243
A person.,44,describer,1,NA,NA,244
A dog.,45,describer,1,NA,NA,245
"Yeah, this one.",44,matcher,2,NA,NA,245
Uh...,44,describer,1,NA,NA,246
A person that can fly.,44,describer,2,NA,NA,246
"And, I mean, a bird that has feet.",44,describer,3,NA,NA,246
A person that has something in front to eat.,45,describer,1,NA,NA,247
In a bowl.,45,describer,2,NA,NA,247
A person that has something to eat in his hands.,44,describer,1,NA,NA,248
A dead dog.,45,describer,1,NA,NA,249
Which one?,44,matcher,2,NA,NA,249
This one.,44,matcher,3,NA,NA,249
A flying person that has a jetpack.,44,describer,1,NA,NA,250
"No, a jet pack.",44,describer,2,NA,NA,250
A person.,45,describer,1,NA,NA,251
Looking down and walking.,45,describer,2,NA,NA,251
I can't really see.,46,describer,1,NA,NA,252
It kind of looks like a bear.,46,describer,2,NA,NA,252
No a bear,46,describer,3,NA,NA,252
Yes.,46,describer,4,NA,NA,252
I don't know.,46,describer,1,NA,NA,253
A person.,46,describer,2,NA,NA,253
A sloth.,47,describer,1,NA,NA,254
A sloth.,47,describer,2,NA,NA,254
It kind of looks like someone...,46,describer,1,NA,NA,255
It looks like someone's like walking while sliding?,46,describer,2,NA,NA,255
It's not the one in the box.,46,describer,3,NA,NA,255
A spider.,47,describer,1,NA,NA,256
It's a spider.,47,describer,2,NA,NA,256
This one.,46,matcher,3,NA,NA,256
Someone sliding.,46,describer,1,NA,NA,257
A person.,46,describer,2,NA,NA,257
This is the person.,46,describer,3,NA,NA,257
Someone's holding a plate.,47,describer,1,NA,NA,258
I know it's this one.,46,matcher,2,NA,NA,258
It changes to the same one.,46,describer,1,NA,NA,259
Someone has three hands with a diamond head.,46,describer,2,NA,NA,259
Two hands with a diamond head.,46,describer,3,NA,NA,259
A spider.,47,describer,1,NA,NA,260
A gem with a triangle head.,46,describer,1,NA,NA,261
Zero feet.,46,describer,2,NA,NA,261
Zero feet.,46,describer,3,NA,NA,261
I tried to describe this one.,46,matcher,1,NA,NA,262
It looks like a slider.,47,describer,2,NA,NA,262
That's too easy.,46,matcher,3,NA,NA,262
I don't know what it is.,48,describer,1,NA,NA,263
A boat.,48,describer,2,NA,NA,263
A person.,49,describer,1,NA,NA,264
I have a person.,48,matcher,2,NA,NA,264
I don't know.,48,describer,1,NA,NA,265
A superhero.,48,describer,2,NA,NA,265
A boat.,49,describer,1,NA,NA,266
A superhero.,48,describer,1,NA,NA,267
A person.,49,describer,1,NA,NA,268
I don't know.,48,describer,1,NA,NA,269
