id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,correct,correctLastChangedAt,director,directorLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,matcher,matcherLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,selection,selectionLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH8X8AVJMHY6BBWYE5XAZXDP,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:07:26.83472281Z,,,,,,,false,2025-01-10T20:07:26.83472281Z,01JH8W4FC1HS5KSAXDKDY3GJ15,2025-01-10T20:07:26.83472281Z,44,2025-01-10T20:07:26.83472281Z,,,65,2025-01-10T20:07:26.83472281Z,2,2025-01-10T20:07:26.83472281Z,4,2025-01-10T20:07:26.83472281Z,,,,,2,2025-01-10T20:07:27.733091169Z,false,2025-01-10T20:07:26.83472281Z,"[""/tangrams/69_417.png"",""/tangrams/88_40.png"",""/tangrams/50_32.png"",""/tangrams/0_326.png""]",2025-01-10T20:07:26.83472281Z,/tangrams/0_326.png,2025-01-10T20:07:26.83472281Z,13,2025-01-10T20:07:26.83472281Z,44,2025-01-10T20:07:26.83472281Z
01JH8XMKT9BEZ7J9KBW815E42R,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:14:09.225145421Z,,,,,,,false,2025-01-10T20:14:09.225145421Z,01JH8WGGTV4MBJGVZWJR9HYVSB,2025-01-10T20:14:09.225145421Z,34,2025-01-10T20:14:09.225145421Z,,,65,2025-01-10T20:14:09.225145421Z,2,2025-01-10T20:14:09.225145421Z,4,2025-01-10T20:14:09.225145421Z,,,,,2,2025-01-10T20:14:10.293775125Z,false,2025-01-10T20:14:09.225145421Z,"[""/tangrams/112_341.png"",""/tangrams/32_290.png"",""/tangrams/138_442.png"",""/tangrams/454_408.png""]",2025-01-10T20:14:09.225145421Z,/tangrams/138_442.png,2025-01-10T20:14:09.225145421Z,3,2025-01-10T20:14:09.225145421Z,34,2025-01-10T20:14:09.225145421Z
01JH8Y208AQFMHA0PMGKKE9EC4,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:21:27.946548871Z,"[{""text"":""what image"",""sender"":{""id"":""01JH8XWKG5TM0PHFN1M5PJJA5Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""3"",""sender"":{""id"":""01JH8X6CJ08XEA4KEY9VRWSNSQ"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:28:12.305248681Z,true,2025-01-10T20:28:17.405377913Z,01JH8X6CJ08XEA4KEY9VRWSNSQ,2025-01-10T20:27:50.58680672Z,true,2025-01-10T20:28:17.389790756Z,01JH8WGGTWE355WC9FZ6X27HES,2025-01-10T20:21:27.946548871Z,17,2025-01-10T20:21:27.946548871Z,01JH8XWKG5TM0PHFN1M5PJJA5Z,2025-01-10T20:27:50.58680672Z,65,2025-01-10T20:21:27.946548871Z,1,2025-01-10T20:21:27.946548871Z,4,2025-01-10T20:21:27.946548871Z,/tangrams/430_166.png,2025-01-10T20:28:17.405377913Z,/tangrams/430_166.png,2025-01-10T20:28:14.219640593Z,2,2025-01-10T20:21:28.725834032Z,true,2025-01-10T20:27:50.537037501Z,"[""/tangrams/409_251.png"",""/tangrams/430_166.png"",""/tangrams/229_340.png"",""/tangrams/366_44.png""]",2025-01-10T20:21:27.946548871Z,/tangrams/430_166.png,2025-01-10T20:21:27.946548871Z,2,2025-01-10T20:21:27.946548871Z,17,2025-01-10T20:21:27.946548871Z
01JH8X0NYXTMWMYG6S81P98YGE,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:03:16.061861091Z,"[{""text"":""two triangles left and flat right"",""sender"":{""id"":""01JH8WTWRY8SDZA9SGV7BEMG24"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-10T20:21:50.748040459Z,true,2025-01-10T20:22:09.038644147Z,01JH8WTWRY8SDZA9SGV7BEMG24,2025-01-10T20:21:41.873270289Z,true,2025-01-10T20:22:09.027295814Z,01JH8W4NN2MQK62HEAS7B81WAA,2025-01-10T20:03:16.061861091Z,29,2025-01-10T20:03:16.061861091Z,01JH8WX3MB40W9NS2S38AE9V20,2025-01-10T20:21:41.873270289Z,65,2025-01-10T20:03:16.061861091Z,1,2025-01-10T20:03:16.061861091Z,4,2025-01-10T20:03:16.061861091Z,/tangrams/13_158.png,2025-01-10T20:22:09.038644147Z,/tangrams/13_158.png,2025-01-10T20:22:05.890726875Z,2,2025-01-10T20:03:16.486524993Z,true,2025-01-10T20:21:41.828339537Z,"[""/tangrams/13_257.png"",""/tangrams/281_257.png"",""/tangrams/281_158.png"",""/tangrams/13_158.png""]",2025-01-10T20:03:16.061861091Z,/tangrams/13_158.png,2025-01-10T20:03:16.061861091Z,14,2025-01-10T20:03:16.061861091Z,29,2025-01-10T20:03:16.061861091Z
01JH8X32WMB62DCVF8M5524RA6,01JH8W4NMNMJ5TW3EXMX20J57W,2025-01-10T20:04:34.836216808Z,"[{""text"":""the one with 4 points"",""sender"":{""id"":""01JH8WTBWPGGMZMTXPEP2X4MH4"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:08:33.017952634Z,true,2025-01-10T20:08:44.01424383Z,01JH8WTBWPGGMZMTXPEP2X4MH4,2025-01-10T20:08:16.794706246Z,true,2025-01-10T20:08:44.00589327Z,01JH8W4NN4FR3VRQWN91H3DDHQ,2025-01-10T20:04:34.836216808Z,6,2025-01-10T20:04:34.836216808Z,01JH8WP11M7TGHV3X5NKDXVBXW,2025-01-10T20:08:16.794706246Z,65,2025-01-10T20:04:34.836216808Z,0,2025-01-10T20:04:34.836216808Z,4,2025-01-10T20:04:34.836216808Z,/tangrams/344_446.png,2025-01-10T20:08:44.01424383Z,/tangrams/344_446.png,2025-01-10T20:08:40.918662385Z,2,2025-01-10T20:04:35.042945421Z,true,2025-01-10T20:08:16.76645423Z,"[""/tangrams/183_219.png"",""/tangrams/331_431.png"",""/tangrams/413_349.png"",""/tangrams/344_446.png""]",2025-01-10T20:04:34.836216808Z,/tangrams/344_446.png,2025-01-10T20:04:34.836216808Z,7,2025-01-10T20:04:34.836216808Z,6,2025-01-10T20:04:34.836216808Z
01JH8XDMN84JDRREYVHJM2PJHQ,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:10:20.712795839Z,"[{""text"":""upside down person with straight legs"",""sender"":{""id"":""01JH8X4Q8403S3Z04H840P3D7C"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:23:09.24802785Z,true,2025-01-10T20:23:32.565257851Z,01JH8X4Q8403S3Z04H840P3D7C,2025-01-10T20:22:55.301744264Z,true,2025-01-10T20:23:32.548933455Z,01JH8WGGTV4MBJGVZWK2ZTEP3G,2025-01-10T20:10:20.712795839Z,18,2025-01-10T20:10:20.712795839Z,01JH8WYH4EQJSWTJTB1WR0FRVK,2025-01-10T20:22:55.301744264Z,65,2025-01-10T20:10:20.712795839Z,1,2025-01-10T20:10:20.712795839Z,4,2025-01-10T20:10:20.712795839Z,/tangrams/138_42.png,2025-01-10T20:23:32.565257851Z,/tangrams/138_42.png,2025-01-10T20:23:29.353962936Z,2,2025-01-10T20:10:21.311662791Z,true,2025-01-10T20:22:55.251770316Z,"[""/tangrams/138_67.png"",""/tangrams/255_67.png"",""/tangrams/255_42.png"",""/tangrams/138_42.png""]",2025-01-10T20:10:20.712795839Z,/tangrams/138_42.png,2025-01-10T20:10:20.712795839Z,3,2025-01-10T20:10:20.712795839Z,18,2025-01-10T20:10:20.712795839Z
01JH8XKKGH7M1FARYEZ60NMVZ4,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:13:36.145183661Z,,,,,,,false,2025-01-10T20:13:36.145183661Z,01JH8W4FC0G69RAQYXQ8RMGYWE,2025-01-10T20:13:36.145183661Z,35,2025-01-10T20:13:36.145183661Z,,,65,2025-01-10T20:13:36.145183661Z,2,2025-01-10T20:13:36.145183661Z,4,2025-01-10T20:13:36.145183661Z,,,,,2,2025-01-10T20:13:37.097797599Z,false,2025-01-10T20:13:36.145183661Z,"[""/tangrams/171_441.png"",""/tangrams/105_23.png"",""/tangrams/167_250.png"",""/tangrams/2_81.png""]",2025-01-10T20:13:36.145183661Z,/tangrams/171_441.png,2025-01-10T20:13:36.145183661Z,4,2025-01-10T20:13:36.145183661Z,35,2025-01-10T20:13:36.145183661Z
01JH8XMKQXN9GMWK4PA1301RHF,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:14:09.149790387Z,,,,,,,false,2025-01-10T20:14:09.149790387Z,01JH8WGGTV4MBJGVZWJR9HYVSB,2025-01-10T20:14:09.149790387Z,41,2025-01-10T20:14:09.149790387Z,,,65,2025-01-10T20:14:09.149790387Z,2,2025-01-10T20:14:09.149790387Z,4,2025-01-10T20:14:09.149790387Z,,,,,2,2025-01-10T20:14:10.50860198Z,false,2025-01-10T20:14:09.149790387Z,"[""/tangrams/112_290.png"",""/tangrams/138_442.png"",""/tangrams/454_341.png"",""/tangrams/32_408.png""]",2025-01-10T20:14:09.149790387Z,/tangrams/112_290.png,2025-01-10T20:14:09.149790387Z,10,2025-01-10T20:14:09.149790387Z,41,2025-01-10T20:14:09.149790387Z
01JH8Y2091CM0T0DE0J46BJ2QB,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:21:27.969356371Z,"[{""text"":""4"",""sender"":{""id"":""01JH8XWKG5TM0PHFN1M5PJJA5Z"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:27:17.670942787Z,true,2025-01-10T20:27:23.901297171Z,01JH8XWKG5TM0PHFN1M5PJJA5Z,2025-01-10T20:27:14.17213796Z,true,2025-01-10T20:27:23.887749356Z,01JH8WGGTWE355WC9FZ6X27HES,2025-01-10T20:21:27.969356371Z,14,2025-01-10T20:21:27.969356371Z,01JH8X6CJ08XEA4KEY9VRWSNSQ,2025-01-10T20:27:14.17213796Z,65,2025-01-10T20:21:27.969356371Z,0,2025-01-10T20:21:27.969356371Z,4,2025-01-10T20:21:27.969356371Z,/tangrams/197_331.png,2025-01-10T20:27:23.901297171Z,/tangrams/197_331.png,2025-01-10T20:27:20.741310652Z,2,2025-01-10T20:21:28.617046559Z,true,2025-01-10T20:27:14.124330529Z,"[""/tangrams/453_140.png"",""/tangrams/146_388.png"",""/tangrams/71_211.png"",""/tangrams/197_331.png""]",2025-01-10T20:21:27.969356371Z,/tangrams/197_331.png,2025-01-10T20:21:27.969356371Z,15,2025-01-10T20:21:27.969356371Z,14,2025-01-10T20:21:27.969356371Z
01JH8X70XCM16YMYY4F7479HMR,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:06:43.884490683Z,,,,,,,false,2025-01-10T20:06:43.884490683Z,01JH8W4FC1HS5KSAXDKT8CTXFV,2025-01-10T20:06:43.884490683Z,28,2025-01-10T20:06:43.884490683Z,,,65,2025-01-10T20:06:43.884490683Z,1,2025-01-10T20:06:43.884490683Z,4,2025-01-10T20:06:43.884490683Z,,,,,2,2025-01-10T20:06:44.441949728Z,false,2025-01-10T20:06:43.884490683Z,"[""/tangrams/178_405.png"",""/tangrams/118_342.png"",""/tangrams/118_405.png"",""/tangrams/178_342.png""]",2025-01-10T20:06:43.884490683Z,/tangrams/118_342.png,2025-01-10T20:06:43.884490683Z,13,2025-01-10T20:06:43.884490683Z,28,2025-01-10T20:06:43.884490683Z
01JH8XDMM2ZA1PACJS0KV35FFW,01JH8WGGTCSVCYRJAH09HT4R66,2025-01-10T20:10:20.674967011Z,"[{""text"":""looks like a bird fountain with a capital m ontop"",""sender"":{""id"":""01JH8X4Q8403S3Z04H840P3D7C"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-10T20:16:36.331395555Z,true,2025-01-10T20:16:51.057256907Z,01JH8X4Q8403S3Z04H840P3D7C,2025-01-10T20:16:15.976531973Z,true,2025-01-10T20:16:51.046756757Z,01JH8WGGTV4MBJGVZWK2ZTEP3G,2025-01-10T20:10:20.674967011Z,8,2025-01-10T20:10:20.674967011Z,01JH8WYH4EQJSWTJTB1WR0FRVK,2025-01-10T20:16:15.976531973Z,65,2025-01-10T20:10:20.674967011Z,0,2025-01-10T20:10:20.674967011Z,4,2025-01-10T20:10:20.674967011Z,/tangrams/144_226.png,2025-01-10T20:16:51.057256907Z,/tangrams/144_226.png,2025-01-10T20:16:47.858158729Z,2,2025-01-10T20:10:21.113246036Z,true,2025-01-10T20:16:15.93784978Z,"[""/tangrams/144_67.png"",""/tangrams/138_67.png"",""/tangrams/144_226.png"",""/tangrams/138_226.png""]",2025-01-10T20:10:20.674967011Z,/tangrams/144_226.png,2025-01-10T20:10:20.674967011Z,9,2025-01-10T20:10:20.674967011Z,8,2025-01-10T20:10:20.674967011Z
01JH8XKKG83H2JHJHFK7WSQAF5,01JH8W4FBD6RZQBBGX54850G97,2025-01-10T20:13:36.136271465Z,,,,,,,false,2025-01-10T20:13:36.136271465Z,01JH8W4FC0G69RAQYXQ8RMGYWE,2025-01-10T20:13:36.136271465Z,31,2025-01-10T20:13:36.136271465Z,,,65,2025-01-10T20:13:36.136271465Z,1,2025-01-10T20:13:36.136271465Z,4,2025-01-10T20:13:36.136271465Z,,,,,2,2025-01-10T20:13:36.962306075Z,false,2025-01-10T20:13:36.136271465Z,"[""/tangrams/105_441.png"",""/tangrams/2_250.png"",""/tangrams/171_81.png"",""/tangrams/167_23.png""]",2025-01-10T20:13:36.136271465Z,/tangrams/167_23.png,2025-01-10T20:13:36.136271465Z,16,2025-01-10T20:13:36.136271465Z,31,2025-01-10T20:13:36.136271465Z
